"pwsid","category","percent_income","annual_cost","percent_pays_more"
"CA0110001","inside",0,1793,100
"CA0110001","outside",0,1948,100
"CA0110001","inside",1,1793,67.7
"CA0110001","outside",1,1948,59
"CA0110001","inside",2,1793,32.6
"CA0110001","outside",2,1948,25.6
"CA0110001","inside",3,1793,19.9
"CA0110001","outside",3,1948,20.5
"CA0110001","inside",4,1793,13.6
"CA0110001","outside",4,1948,15.4
"CA0110001","inside",5,1793,10.9
"CA0110001","outside",5,1948,11.5
"CA0110001","inside",6,1793,8.7
"CA0110001","outside",6,1948,9
"CA0110001","inside",7,1793,7.3
"CA0110001","outside",7,1948,9
"CA0110001","inside",8,1793,6.2
"CA0110001","outside",8,1948,6.4
"CA0110001","inside",9,1793,5.4
"CA0110001","outside",9,1948,5.1
"CA0110001","inside",10,1793,4.8
"CA0110001","outside",10,1948,5.1
"CA0110001","inside",11,1793,4.3
"CA0110001","outside",11,1948,5.1
"CA0110001","inside",12,1793,3.9
"CA0110001","outside",12,1948,3.9
"CA0110001","inside",13,1793,3.6
"CA0110001","outside",13,1948,3.9
"CA0110001","inside",14,1793,3.3
"CA0110001","outside",14,1948,2.6
"CA0110001","inside",15,1793,3
"CA0110001","outside",15,1948,2.6
"CA0110001","inside",16,1793,2.8
"CA0110001","outside",16,1948,2.6
"CA0110001","inside",17,1793,2.5
"CA0110001","outside",17,1948,2.6
"CA0110001","inside",18,1793,2.4
"CA0110001","outside",18,1948,2.6
"CA0110001","inside",19,1793,2.2
"CA0110001","outside",19,1948,2.6
"CA0110001","inside",20,1793,2.1
"CA0110001","outside",20,1948,2.6
"CA0110003","inside",0,2089,100
"CA0110003","inside",1,2089,80.8
"CA0110003","inside",2,2089,42.1
"CA0110003","inside",3,2089,27.9
"CA0110003","inside",4,2089,19.5
"CA0110003","inside",5,2089,14.5
"CA0110003","inside",6,2089,11.3
"CA0110003","inside",7,2089,9.5
"CA0110003","inside",8,2089,7.9
"CA0110003","inside",9,2089,6.7
"CA0110003","inside",10,2089,5.6
"CA0110003","inside",11,2089,4.9
"CA0110003","inside",12,2089,4.3
"CA0110003","inside",13,2089,3.7
"CA0110003","inside",14,2089,3.4
"CA0110003","inside",15,2089,3.1
"CA0110003","inside",16,2089,2.9
"CA0110003","inside",17,2089,2.7
"CA0110003","inside",18,2089,2.5
"CA0110003","inside",19,2089,2.3
"CA0110003","inside",20,2089,2.2
"CA0110005","inside",0,2127,100
"CA0110005","inside",1,2127,86.5
"CA0110005","inside",2,2127,56.9
"CA0110005","inside",3,2127,40.7
"CA0110005","inside",4,2127,31.5
"CA0110005","inside",5,2127,25.3
"CA0110005","inside",6,2127,21.3
"CA0110005","inside",7,2127,18
"CA0110005","inside",8,2127,15.6
"CA0110005","inside",9,2127,13.8
"CA0110005","inside",10,2127,12.4
"CA0110005","inside",11,2127,11.2
"CA0110005","inside",12,2127,10.3
"CA0110005","inside",13,2127,9.5
"CA0110005","inside",14,2127,8.8
"CA0110005","inside",15,2127,8
"CA0110005","inside",16,2127,7.3
"CA0110005","inside",17,2127,6.6
"CA0110005","inside",18,2127,6.1
"CA0110005","inside",19,2127,5.6
"CA0110005","inside",20,2127,5.1
"CA0110006","inside",0,2255,100
"CA0110006","outside",0,1808,100
"CA0110006","inside",1,2255,95.2
"CA0110006","outside",1,1808,87.7
"CA0110006","inside",2,2255,65.1
"CA0110006","outside",2,1808,64.1
"CA0110006","inside",3,2255,44
"CA0110006","outside",3,1808,45.4
"CA0110006","inside",4,2255,31.1
"CA0110006","outside",4,1808,31
"CA0110006","inside",5,2255,23.6
"CA0110006","outside",5,1808,27
"CA0110006","inside",6,2255,19.2
"CA0110006","outside",6,1808,23.3
"CA0110006","inside",7,2255,16.3
"CA0110006","outside",7,1808,20.5
"CA0110006","inside",8,2255,14.1
"CA0110006","outside",8,1808,17.6
"CA0110006","inside",9,2255,12.2
"CA0110006","outside",9,1808,15.8
"CA0110006","inside",10,2255,10.7
"CA0110006","outside",10,1808,15.2
"CA0110006","inside",11,2255,9.6
"CA0110006","outside",11,1808,14.8
"CA0110006","inside",12,2255,8.6
"CA0110006","outside",12,1808,14.3
"CA0110006","inside",13,2255,7.7
"CA0110006","outside",13,1808,13
"CA0110006","inside",14,2255,7
"CA0110006","outside",14,1808,11.7
"CA0110006","inside",15,2255,6.3
"CA0110006","outside",15,1808,11.1
"CA0110006","inside",16,2255,5.8
"CA0110006","outside",16,1808,10.5
"CA0110006","inside",17,2255,5.3
"CA0110006","outside",17,1808,9.9
"CA0110006","inside",18,2255,4.8
"CA0110006","outside",18,1808,9.2
"CA0110006","inside",19,2255,4.4
"CA0110006","outside",19,1808,8.8
"CA0110006","inside",20,2255,4
"CA0110006","outside",20,1808,8.5
"CA0110008","inside",0,2127,100
"CA0110008","inside",1,2127,73.9
"CA0110008","inside",2,2127,33.7
"CA0110008","inside",3,2127,20.6
"CA0110008","inside",4,2127,15.5
"CA0110008","inside",5,2127,13
"CA0110008","inside",6,2127,10.9
"CA0110008","inside",7,2127,9.3
"CA0110008","inside",8,2127,8.3
"CA0110008","inside",9,2127,7.3
"CA0110008","inside",10,2127,6.3
"CA0110008","inside",11,2127,5.6
"CA0110008","inside",12,2127,5.1
"CA0110008","inside",13,2127,4.7
"CA0110008","inside",14,2127,4.3
"CA0110008","inside",15,2127,3.8
"CA0110008","inside",16,2127,3.5
"CA0110008","inside",17,2127,3.2
"CA0110008","inside",18,2127,2.9
"CA0110008","inside",19,2127,2.6
"CA0110008","inside",20,2127,2.4
"CA0110009","inside",0,1634,100
"CA0110009","inside",1,1634,53.8
"CA0110009","inside",2,1634,22.6
"CA0110009","inside",3,1634,14.5
"CA0110009","inside",4,1634,10.1
"CA0110009","inside",5,1634,7.8
"CA0110009","inside",6,1634,6.6
"CA0110009","inside",7,1634,5.5
"CA0110009","inside",8,1634,4.8
"CA0110009","inside",9,1634,4.3
"CA0110009","inside",10,1634,3.9
"CA0110009","inside",11,1634,3.7
"CA0110009","inside",12,1634,3.3
"CA0110009","inside",13,1634,3
"CA0110009","inside",14,1634,2.8
"CA0110009","inside",15,1634,2.6
"CA0110009","inside",16,1634,2.3
"CA0110009","inside",17,1634,2.2
"CA0110009","inside",18,1634,2.1
"CA0110009","inside",19,1634,1.9
"CA0110009","inside",20,1634,1.8
"CA0110011","inside",0,2014,100
"CA0110011","inside",1,2014,77.3
"CA0110011","inside",2,2014,40.8
"CA0110011","inside",3,2014,26.4
"CA0110011","inside",4,2014,18
"CA0110011","inside",5,2014,13.7
"CA0110011","inside",6,2014,10.6
"CA0110011","inside",7,2014,8.8
"CA0110011","inside",8,2014,7.4
"CA0110011","inside",9,2014,6.2
"CA0110011","inside",10,2014,5.2
"CA0110011","inside",11,2014,4.6
"CA0110011","inside",12,2014,4.1
"CA0110011","inside",13,2014,3.6
"CA0110011","inside",14,2014,3.3
"CA0110011","inside",15,2014,3
"CA0110011","inside",16,2014,2.8
"CA0110011","inside",17,2014,2.6
"CA0110011","inside",18,2014,2.5
"CA0110011","inside",19,2014,2.3
"CA0110011","inside",20,2014,2.2
"CA0310001","inside",0,1641,100
"CA0310001","inside",1,1641,94.3
"CA0310001","inside",2,1641,72.8
"CA0310001","inside",3,1641,54
"CA0310001","inside",4,1641,50.5
"CA0310001","inside",5,1641,33.7
"CA0310001","inside",6,1641,31.6
"CA0310001","inside",7,1641,29
"CA0310001","inside",8,1641,26.6
"CA0310001","inside",9,1641,20.3
"CA0310001","inside",10,1641,13.4
"CA0310001","inside",11,1641,10.2
"CA0310001","inside",12,1641,9.2
"CA0310001","inside",13,1641,9
"CA0310001","inside",14,1641,8.4
"CA0310001","inside",15,1641,8.1
"CA0310001","inside",16,1641,7.5
"CA0310001","inside",17,1641,7.5
"CA0310001","inside",18,1641,6.6
"CA0310001","inside",19,1641,6.3
"CA0310001","inside",20,1641,6
"CA0310002","inside",0,2429,100
"CA0310002","inside",1,2429,99.7
"CA0310002","inside",2,2429,80.1
"CA0310002","inside",3,2429,58.2
"CA0310002","inside",4,2429,42.2
"CA0310002","inside",5,2429,33.3
"CA0310002","inside",6,2429,28.7
"CA0310002","inside",7,2429,25.5
"CA0310002","inside",8,2429,22
"CA0310002","inside",9,2429,20.9
"CA0310002","inside",10,2429,17.7
"CA0310002","inside",11,2429,15.6
"CA0310002","inside",12,2429,14.5
"CA0310002","inside",13,2429,11.7
"CA0310002","inside",14,2429,10.3
"CA0310002","inside",15,2429,8.5
"CA0310002","inside",16,2429,7.8
"CA0310002","inside",17,2429,6.7
"CA0310002","inside",18,2429,6.7
"CA0310002","inside",19,2429,5.7
"CA0310002","inside",20,2429,5.7
"CA0310003","inside",0,2429,100
"CA0310003","inside",1,2429,99.5
"CA0310003","inside",2,2429,81.2
"CA0310003","inside",3,2429,69.2
"CA0310003","inside",4,2429,52
"CA0310003","inside",5,2429,42.9
"CA0310003","inside",6,2429,38.2
"CA0310003","inside",7,2429,33.9
"CA0310003","inside",8,2429,30.9
"CA0310003","inside",9,2429,26
"CA0310003","inside",10,2429,22.1
"CA0310003","inside",11,2429,18.8
"CA0310003","inside",12,2429,16.5
"CA0310003","inside",13,2429,15.3
"CA0310003","inside",14,2429,13.9
"CA0310003","inside",15,2429,12.7
"CA0310003","inside",16,2429,11.8
"CA0310003","inside",17,2429,10.3
"CA0310003","inside",18,2429,9.2
"CA0310003","inside",19,2429,8.5
"CA0310003","inside",20,2429,8.2
"CA0310005","inside",0,1829,100
"CA0310005","inside",1,1829,93.6
"CA0310005","inside",2,1829,57.6
"CA0310005","inside",3,1829,41.9
"CA0310005","inside",4,1829,33.7
"CA0310005","inside",5,1829,27.3
"CA0310005","inside",6,1829,19
"CA0310005","inside",7,1829,15.5
"CA0310005","inside",8,1829,13.6
"CA0310005","inside",9,1829,12.8
"CA0310005","inside",10,1829,9.9
"CA0310005","inside",11,1829,7.2
"CA0310005","inside",12,1829,5.2
"CA0310005","inside",13,1829,4.7
"CA0310005","inside",14,1829,4.2
"CA0310005","inside",15,1829,3.4
"CA0310005","inside",16,1829,2.7
"CA0310005","inside",17,1829,2.2
"CA0310005","inside",18,1829,1.9
"CA0310005","inside",19,1829,1.5
"CA0310005","inside",20,1829,1.2
"CA0310012","inside",0,2429,100
"CA0310012","inside",1,2429,99.7
"CA0310012","inside",2,2429,83.5
"CA0310012","inside",3,2429,59.6
"CA0310012","inside",4,2429,46.2
"CA0310012","inside",5,2429,40.1
"CA0310012","inside",6,2429,32.7
"CA0310012","inside",7,2429,30.1
"CA0310012","inside",8,2429,24.7
"CA0310012","inside",9,2429,19.3
"CA0310012","inside",10,2429,16.1
"CA0310012","inside",11,2429,13.9
"CA0310012","inside",12,2429,12
"CA0310012","inside",13,2429,10.2
"CA0310012","inside",14,2429,8.3
"CA0310012","inside",15,2429,7.5
"CA0310012","inside",16,2429,6.8
"CA0310012","inside",17,2429,6.3
"CA0310012","inside",18,2429,6.3
"CA0310012","inside",19,2429,5.8
"CA0310012","inside",20,2429,5.5
"CA0410001","inside",0,1553,100
"CA0410001","inside",1,1553,90.6
"CA0410001","inside",2,1553,71.9
"CA0410001","inside",3,1553,42.7
"CA0410001","inside",4,1553,30.2
"CA0410001","inside",5,1553,22.9
"CA0410001","inside",6,1553,15.6
"CA0410001","inside",7,1553,13.5
"CA0410001","inside",8,1553,8.3
"CA0410001","inside",9,1553,6.2
"CA0410001","inside",10,1553,4.2
"CA0410001","inside",11,1553,2.1
"CA0410001","inside",12,1553,1
"CA0410001","inside",13,1553,1
"CA0410001","inside",14,1553,0
"CA0410001","inside",15,1553,0
"CA0410001","inside",16,1553,0
"CA0410001","inside",17,1553,0
"CA0410001","inside",18,1553,0
"CA0410001","inside",19,1553,0
"CA0410001","inside",20,1553,0
"CA0410002","inside",0,835,100
"CA0410002","inside",1,835,70.1
"CA0410002","inside",2,835,43.2
"CA0410002","inside",3,835,30.4
"CA0410002","inside",4,835,23.5
"CA0410002","inside",5,835,18.8
"CA0410002","inside",6,835,15.1
"CA0410002","inside",7,835,12.2
"CA0410002","inside",8,835,10.1
"CA0410002","inside",9,835,8.8
"CA0410002","inside",10,835,7.9
"CA0410002","inside",11,835,7.2
"CA0410002","inside",12,835,6.6
"CA0410002","inside",13,835,6
"CA0410002","inside",14,835,5.7
"CA0410002","inside",15,835,5.2
"CA0410002","inside",16,835,5
"CA0410002","inside",17,835,4.7
"CA0410002","inside",18,835,4.4
"CA0410002","inside",19,835,4.2
"CA0410002","inside",20,835,4
"CA0410005","inside",0,1636,100
"CA0410005","inside",1,1636,98.6
"CA0410005","inside",2,1636,90.7
"CA0410005","inside",3,1636,76.2
"CA0410005","inside",4,1636,62.7
"CA0410005","inside",5,1636,54.1
"CA0410005","inside",6,1636,44.3
"CA0410005","inside",7,1636,37
"CA0410005","inside",8,1636,31
"CA0410005","inside",9,1636,24.9
"CA0410005","inside",10,1636,20.3
"CA0410005","inside",11,1636,16.8
"CA0410005","inside",12,1636,14.5
"CA0410005","inside",13,1636,12
"CA0410005","inside",14,1636,10.2
"CA0410005","inside",15,1636,8.7
"CA0410005","inside",16,1636,6.9
"CA0410005","inside",17,1636,6
"CA0410005","inside",18,1636,5.5
"CA0410005","inside",19,1636,5.1
"CA0410005","inside",20,1636,5
"CA0410007","inside",0,1272,100
"CA0410007","inside",1,1272,90.2
"CA0410007","inside",2,1272,60.6
"CA0410007","inside",3,1272,44.3
"CA0410007","inside",4,1272,35.5
"CA0410007","inside",5,1272,28.1
"CA0410007","inside",6,1272,22.9
"CA0410007","inside",7,1272,19.1
"CA0410007","inside",8,1272,16.5
"CA0410007","inside",9,1272,14.5
"CA0410007","inside",10,1272,12.4
"CA0410007","inside",11,1272,10.6
"CA0410007","inside",12,1272,9.2
