"pwsid","category","percent_income","annual_cost","percent_pays_more"
"CA0310012","inside",20,2234,4.9
"CA0410001","inside",0,1553,100
"CA0410001","inside",1,1553,90.6
"CA0410001","inside",2,1553,71.9
"CA0410001","inside",3,1553,42.7
"CA0410001","inside",4,1553,30.2
"CA0410001","inside",5,1553,22.9
"CA0410001","inside",6,1553,15.6
"CA0410001","inside",7,1553,13.5
"CA0410001","inside",8,1553,8.3
"CA0410001","inside",9,1553,6.2
"CA0410001","inside",10,1553,4.2
"CA0410001","inside",11,1553,2.1
"CA0410001","inside",12,1553,1
"CA0410001","inside",13,1553,1
"CA0410001","inside",14,1553,0
"CA0410001","inside",15,1553,0
"CA0410001","inside",16,1553,0
"CA0410001","inside",17,1553,0
"CA0410001","inside",18,1553,0
"CA0410001","inside",19,1553,0
"CA0410001","inside",20,1553,0
"CA0410002","inside",0,686,100
"CA0410002","inside",1,686,62.5
"CA0410002","inside",2,686,36.3
"CA0410002","inside",3,686,25.6
"CA0410002","inside",4,686,19.4
"CA0410002","inside",5,686,14.8
"CA0410002","inside",6,686,11.5
"CA0410002","inside",7,686,9.3
"CA0410002","inside",8,686,8.1
"CA0410002","inside",9,686,7.2
"CA0410002","inside",10,686,6.5
"CA0410002","inside",11,686,5.9
"CA0410002","inside",12,686,5.4
"CA0410002","inside",13,686,5
"CA0410002","inside",14,686,4.7
"CA0410002","inside",15,686,4.3
"CA0410002","inside",16,686,4.1
"CA0410002","inside",17,686,3.8
"CA0410002","inside",18,686,3.6
"CA0410002","inside",19,686,3.5
"CA0410002","inside",20,686,3.3
"CA0410005","inside",0,1282,100
"CA0410005","inside",1,1282,96.9
"CA0410005","inside",2,1282,83.2
"CA0410005","inside",3,1282,63.5
"CA0410005","inside",4,1282,52.9
"CA0410005","inside",5,1282,41.2
"CA0410005","inside",6,1282,32.5
"CA0410005","inside",7,1282,25.3
"CA0410005","inside",8,1282,19.5
"CA0410005","inside",9,1282,15.6
"CA0410005","inside",10,1282,12.4
"CA0410005","inside",11,1282,10.1
"CA0410005","inside",12,1282,8.1
"CA0410005","inside",13,1282,6.3
"CA0410005","inside",14,1282,5.6
"CA0410005","inside",15,1282,5
"CA0410005","inside",16,1282,4.9
"CA0410005","inside",17,1282,4.7
"CA0410005","inside",18,1282,4.4
"CA0410005","inside",19,1282,4.1
"CA0410005","inside",20,1282,4
"CA0410007","inside",0,1143,100
"CA0410007","inside",1,1143,86
"CA0410007","inside",2,1143,55.7
"CA0410007","inside",3,1143,41
"CA0410007","inside",4,1143,32
"CA0410007","inside",5,1143,24.8
"CA0410007","inside",6,1143,20.1
"CA0410007","inside",7,1143,16.9
"CA0410007","inside",8,1143,14.7
"CA0410007","inside",9,1143,12.4
"CA0410007","inside",10,1143,10.5
"CA0410007","inside",11,1143,8.8
"CA0410007","inside",12,1143,7.6
"CA0410007","inside",13,1143,7
"CA0410007","inside",14,1143,6.4
"CA0410007","inside",15,1143,5.9
"CA0410007","inside",16,1143,5.6
"CA0410007","inside",17,1143,5.2
"CA0410007","inside",18,1143,4.8
"CA0410007","inside",19,1143,4.6
"CA0410007","inside",20,1143,4.3
"CA0410009","inside",0,1501,100
"CA0410009","inside",1,1501,94.4
"CA0410009","inside",2,1501,73
"CA0410009","inside",3,1501,46.1
"CA0410009","inside",4,1501,37.1
"CA0410009","inside",5,1501,28.1
"CA0410009","inside",6,1501,21.4
"CA0410009","inside",7,1501,19.1
"CA0410009","inside",8,1501,16.9
"CA0410009","inside",9,1501,16.9
"CA0410009","inside",10,1501,16.9
"CA0410009","inside",11,1501,14.6
"CA0410009","inside",12,1501,11.2
"CA0410009","inside",13,1501,9
"CA0410009","inside",14,1501,4.5
"CA0410009","inside",15,1501,3.4
"CA0410009","inside",16,1501,3.4
"CA0410009","inside",17,1501,2.2
"CA0410009","inside",18,1501,2.2
"CA0410009","inside",19,1501,2.2
"CA0410009","inside",20,1501,2.2
"CA0410011","inside",0,1364,100
"CA0410011","inside",1,1364,93
"CA0410011","inside",2,1364,55.6
"CA0410011","inside",3,1364,38.3
"CA0410011","inside",4,1364,26.1
"CA0410011","inside",5,1364,20.5
"CA0410011","inside",6,1364,17.2
"CA0410011","inside",7,1364,14.1
"CA0410011","inside",8,1364,11.2
"CA0410011","inside",9,1364,8.1
"CA0410011","inside",10,1364,6.8
"CA0410011","inside",11,1364,5.2
"CA0410011","inside",12,1364,4.1
"CA0410011","inside",13,1364,3
"CA0410011","inside",14,1364,1.8
"CA0410011","inside",15,1364,1.8
"CA0410011","inside",16,1364,1.7
"CA0410011","inside",17,1364,1.7
"CA0410011","inside",18,1364,1.6
"CA0410011","inside",19,1364,1.3
"CA0410011","inside",20,1364,1.2
"CA0510001","inside",0,1798,100
"CA0510001","inside",1,1798,91.8
"CA0510001","inside",2,1798,80.2
"CA0510001","inside",3,1798,61.9
"CA0510001","inside",4,1798,42.6
"CA0510001","inside",5,1798,32.4
"CA0510001","inside",6,1798,23.3
"CA0510001","inside",7,1798,20.3
"CA0510001","inside",8,1798,17.6
"CA0510001","inside",9,1798,15.1
"CA0510001","inside",10,1798,12.4
"CA0510001","inside",11,1798,10.6
"CA0510001","inside",12,1798,8.7
"CA0510001","inside",13,1798,7.7
"CA0510001","inside",14,1798,6.2
"CA0510001","inside",15,1798,4.7
"CA0510001","inside",16,1798,4
"CA0510001","inside",17,1798,3.7
"CA0510001","inside",18,1798,3
"CA0510001","inside",19,1798,3
"CA0510001","inside",20,1798,3
"CA0510002","inside",0,1784,100
"CA0510002","inside",1,1784,95.3
"CA0510002","inside",2,1784,79.1
"CA0510002","inside",3,1784,66.4
"CA0510002","inside",4,1784,54.8
"CA0510002","inside",5,1784,43
"CA0510002","inside",6,1784,32.6
"CA0510002","inside",7,1784,21.1
"CA0510002","inside",8,1784,17.8
"CA0510002","inside",9,1784,17
"CA0510002","inside",10,1784,16
"CA0510002","inside",11,1784,15.1
"CA0510002","inside",12,1784,14.7
"CA0510002","inside",13,1784,14.2
"CA0510002","inside",14,1784,13.8
"CA0510002","inside",15,1784,13.6
"CA0510002","inside",16,1784,13.3
"CA0510002","inside",17,1784,13
"CA0510002","inside",18,1784,12.5
"CA0510002","inside",19,1784,11.7
"CA0510002","inside",20,1784,11.1
"CA0510006","inside",0,2095,100
"CA0510006","inside",1,2095,96.9
"CA0510006","inside",2,2095,69.9
"CA0510006","inside",3,2095,50.9
"CA0510006","inside",4,2095,36
"CA0510006","inside",5,2095,26.9
"CA0510006","inside",6,2095,17.1
"CA0510006","inside",7,2095,14.2
"CA0510006","inside",8,2095,12.5
"CA0510006","inside",9,2095,11.1
"CA0510006","inside",10,2095,9.4
"CA0510006","inside",11,2095,8.5
"CA0510006","inside",12,2095,6.7
"CA0510006","inside",13,2095,4.9
"CA0510006","inside",14,2095,3.8
"CA0510006","inside",15,2095,3.2
"CA0510006","inside",16,2095,2.6
"CA0510006","inside",17,2095,1.8
"CA0510006","inside",18,2095,1.4
"CA0510006","inside",19,2095,0.8
"CA0510006","inside",20,2095,0.2
"CA0510016","inside",0,2096,100
"CA0510016","inside",1,2096,93.2
"CA0510016","inside",2,2096,80.8
"CA0510016","inside",3,2096,68.5
"CA0510016","inside",4,2096,49.3
"CA0510016","inside",5,2096,39.7
"CA0510016","inside",6,2096,31.5
"CA0510016","inside",7,2096,17.8
"CA0510016","inside",8,2096,12.3
"CA0510016","inside",9,2096,9.6
"CA0510016","inside",10,2096,6.8
"CA0510016","inside",11,2096,6.8
"CA0510016","inside",12,2096,5.5
"CA0510016","inside",13,2096,2.7
"CA0510016","inside",14,2096,2.7
"CA0510016","inside",15,2096,2.7
"CA0510016","inside",16,2096,2.7
"CA0510016","inside",17,2096,2.7
"CA0510016","inside",18,2096,2.7
"CA0510016","inside",19,2096,2.7
"CA0510016","inside",20,2096,2.7
"CA0610004","inside",0,1661,100
"CA0610004","inside",1,1661,95.6
"CA0610004","inside",2,1661,70.6
"CA0610004","inside",3,1661,54.3
"CA0610004","inside",4,1661,40.6
"CA0610004","inside",5,1661,31.2
"CA0610004","inside",6,1661,23.8
"CA0610004","inside",7,1661,22.3
"CA0610004","inside",8,1661,19.1
"CA0610004","inside",9,1661,16.5
"CA0610004","inside",10,1661,15.6
"CA0610004","inside",11,1661,14.6
"CA0610004","inside",12,1661,11.8
"CA0610004","inside",13,1661,9.4
"CA0610004","inside",14,1661,7.5
"CA0610004","inside",15,1661,6.5
"CA0610004","inside",16,1661,5
"CA0610004","inside",17,1661,4.6
"CA0610004","inside",18,1661,4.3
"CA0610004","inside",19,1661,4
"CA0610004","inside",20,1661,3.9
"CA0710001","inside",0,1033,100
"CA0710001","inside",1,1033,65.4
"CA0710001","inside",2,1033,34.1
"CA0710001","inside",3,1033,22.4
"CA0710001","inside",4,1033,15.9
"CA0710001","inside",5,1033,11.8
"CA0710001","inside",6,1033,9.5
"CA0710001","inside",7,1033,7.8
"CA0710001","inside",8,1033,6.4
"CA0710001","inside",9,1033,5.5
"CA0710001","inside",10,1033,4.6
"CA0710001","inside",11,1033,4.2
"CA0710001","inside",12,1033,3.9
"CA0710001","inside",13,1033,3.6
"CA0710001","inside",14,1033,3.4
"CA0710001","inside",15,1033,3.1
"CA0710001","inside",16,1033,2.9
"CA0710001","inside",17,1033,2.7
"CA0710001","inside",18,1033,2.6
"CA0710001","inside",19,1033,2.5
"CA0710001","inside",20,1033,2.3
"CA0710002","inside",0,1805,100
"CA0710002","inside",1,1805,93.4
"CA0710002","inside",2,1805,69.5
"CA0710002","inside",3,1805,47.7
"CA0710002","inside",4,1805,34.8
"CA0710002","inside",5,1805,25.6
"CA0710002","inside",6,1805,20.4
"CA0710002","inside",7,1805,15.1
"CA0710002","inside",8,1805,11.6
"CA0710002","inside",9,1805,8.1
"CA0710002","inside",10,1805,7.3
"CA0710002","inside",11,1805,6.7
"CA0710002","inside",12,1805,6.1
"CA0710002","inside",13,1805,5.4
"CA0710002","inside",14,1805,5
"CA0710002","inside",15,1805,4.5
"CA0710002","inside",16,1805,4.1
"CA0710002","inside",17,1805,3.8
"CA0710002","inside",18,1805,3.5
"CA0710002","inside",19,1805,3.3
"CA0710002","inside",20,1805,3.2
"CA0710003","inside",0,1726,100
"CA0710003","inside",1,1726,80.8
"CA0710003","inside",2,1726,47.5
"CA0710003","inside",3,1726,31
"CA0710003","inside",4,1726,22.8
"CA0710003","inside",5,1726,17.8
"CA0710003","inside",6,1726,14.4
"CA0710003","inside",7,1726,12
"CA0710003","inside",8,1726,10.1
"CA0710003","inside",9,1726,8.7
"CA0710003","inside",10,1726,7.8
"CA0710003","inside",11,1726,7.1
"CA0710003","inside",12,1726,6.4
"CA0710003","inside",13,1726,5.7
"CA0710003","inside",14,1726,5.1
"CA0710003","inside",15,1726,4.6
"CA0710003","inside",16,1726,4.2
"CA0710003","inside",17,1726,3.8
"CA0710003","inside",18,1726,3.5
"CA0710003","inside",19,1726,3.3
"CA0710003","inside",20,1726,3.2
"CA0710004","inside",0,1554,100
"CA0710004","inside",1,1554,70.3
"CA0710004","inside",2,1554,35.5
"CA0710004","inside",3,1554,24.7
"CA0710004","inside",4,1554,16.3
"CA0710004","inside",5,1554,12.9
"CA0710004","inside",6,1554,10.4
"CA0710004","inside",7,1554,8.4
"CA0710004","inside",8,1554,7.1
"CA0710004","inside",9,1554,5.8
"CA0710004","inside",10,1554,4.9
"CA0710004","inside",11,1554,4.2
"CA0710004","inside",12,1554,3.7
"CA0710004","inside",13,1554,3.3
"CA0710004","inside",14,1554,2.9
"CA0710004","inside",15,1554,2.6
"CA0710004","inside",16,1554,2.4
"CA0710004","inside",17,1554,2.2
"CA0710004","inside",18,1554,2.1
"CA0710004","inside",19,1554,2
"CA0710004","inside",20,1554,1.9
"CA0710006","inside",0,1990,100
"CA0710006","inside",1,1990,83.5
"CA0710006","inside",2,1990,49.6
"CA0710006","inside",3,1990,28.7
"CA0710006","inside",4,1990,21
"CA0710006","inside",5,1990,17.6
"CA0710006","inside",6,1990,15.1
"CA0710006","inside",7,1990,12.6
"CA0710006","inside",8,1990,10.7
"CA0710006","inside",9,1990,9
"CA0710006","inside",10,1990,7.6
"CA0710006","inside",11,1990,6.7
"CA0710006","inside",12,1990,6.1
"CA0710006","inside",13,1990,5.6
"CA0710006","inside",14,1990,5
"CA0710006","inside",15,1990,4.5
"CA0710006","inside",16,1990,4
"CA0710006","inside",17,1990,3.5
"CA0710006","inside",18,1990,3.2
"CA0710006","inside",19,1990,2.8
"CA0710006","inside",20,1990,2.6
"CA0710007","inside",0,1597,100
"CA0710007","inside",1,1597,75.9
"CA0710007","inside",2,1597,38.5
"CA0710007","inside",3,1597,23.7
"CA0710007","inside",4,1597,17.6
"CA0710007","inside",5,1597,15.2
"CA0710007","inside",6,1597,12.8
"CA0710007","inside",7,1597,10.7
"CA0710007","inside",8,1597,8.7
"CA0710007","inside",9,1597,7.7
"CA0710007","inside",10,1597,6.8
"CA0710007","inside",11,1597,6
"CA0710007","inside",12,1597,5.3
"CA0710007","inside",13,1597,4.7
"CA0710007","inside",14,1597,4.2
"CA0710007","inside",15,1597,3.8
"CA0710007","inside",16,1597,3.4
"CA0710007","inside",17,1597,3.1
"CA0710007","inside",18,1597,3
"CA0710007","inside",19,1597,2.8
"CA0710007","inside",20,1597,2.6
"CA0710009","inside",0,1615,100
"CA0710009","inside",1,1615,64.8
"CA0710009","inside",2,1615,26.2
"CA0710009","inside",3,1615,16.7
"CA0710009","inside",4,1615,11.6
"CA0710009","inside",5,1615,9.1
"CA0710009","inside",6,1615,6.7
"CA0710009","inside",7,1615,4.8
"CA0710009","inside",8,1615,3.4
"CA0710009","inside",9,1615,3.1
"CA0710009","inside",10,1615,2.9
"CA0710009","inside",11,1615,2.6
"CA0710009","inside",12,1615,2.4
"CA0710009","inside",13,1615,2.3
"CA0710009","inside",14,1615,2.2
"CA0710009","inside",15,1615,2.1
"CA0710009","inside",16,1615,1.9
"CA0710009","inside",17,1615,1.7
"CA0710009","inside",18,1615,1.7
"CA0710009","inside",19,1615,1.6
"CA0710009","inside",20,1615,1.6
"CA0810001","inside",0,1361,100
"CA0810001","inside",1,1361,95.2
"CA0810001","inside",2,1361,73.2
"CA0810001","inside",3,1361,57.6
"CA0810001","inside",4,1361,47.6
"CA0810001","inside",5,1361,35.6
"CA0810001","inside",6,1361,29.8
"CA0810001","inside",7,1361,25.1
"CA0810001","inside",8,1361,20.7
"CA0810001","inside",9,1361,17.3
"CA0810001","inside",10,1361,14.5
"CA0810001","inside",11,1361,12.5
"CA0810001","inside",12,1361,10.7
"CA0810001","inside",13,1361,9
"CA0810001","inside",14,1361,7.8
"CA0810001","inside",15,1361,7.3
"CA0810001","inside",16,1361,6.9
"CA0810001","inside",17,1361,6.5
"CA0810001","inside",18,1361,6
"CA0810001","inside",19,1361,5.7
"CA0810001","inside",20,1361,5.3
"CA0910002","inside",0,1314,100
"CA0910002","inside",1,1314,84
"CA0910002","inside",2,1314,56
"CA0910002","inside",3,1314,40.1
"CA0910002","inside",4,1314,30.4
"CA0910002","inside",5,1314,22.4
"CA0910002","inside",6,1314,18
"CA0910002","inside",7,1314,14.7
"CA0910002","inside",8,1314,11.9
"CA0910002","inside",9,1314,9.6
"CA0910002","inside",10,1314,7.9
"CA0910002","inside",11,1314,6.5
"CA0910002","inside",12,1314,5.6
"CA0910002","inside",13,1314,4.5
"CA0910002","inside",14,1314,4.1
"CA0910002","inside",15,1314,3.9
"CA0910002","inside",16,1314,3.7
"CA0910002","inside",17,1314,3.4
"CA0910002","inside",18,1314,3.2
"CA0910002","inside",19,1314,3
"CA0910002","inside",20,1314,2.8
"CA0910003","inside",0,3018,100
"CA0910003","inside",1,3018,100
"CA0910003","inside",2,3018,90.8
"CA0910003","inside",3,3018,71.8
"CA0910003","inside",4,3018,61.1
"CA0910003","inside",5,3018,48.9
"CA0910003","inside",6,3018,40.1
"CA0910003","inside",7,3018,37.2
"CA0910003","inside",8,3018,31
"CA0910003","inside",9,3018,24.8
"CA0910003","inside",10,3018,22.4
"CA0910003","inside",11,3018,21.3
"CA0910003","inside",12,3018,20.4
"CA0910003","inside",13,3018,18.8
"CA0910003","inside",14,3018,17.9
"CA0910003","inside",15,3018,17.1
"CA0910003","inside",16,3018,15.7
"CA0910003","inside",17,3018,15
"CA0910003","inside",18,3018,14.4
"CA0910003","inside",19,3018,14.1
"CA0910003","inside",20,3018,13.5
"CA0910013","inside",0,1515,100
"CA0910013","inside",1,1515,86.2
"CA0910013","inside",2,1515,49.5
"CA0910013","inside",3,1515,29.8
"CA0910013","inside",4,1515,23.1
"CA0910013","inside",5,1515,17.8
"CA0910013","inside",6,1515,15
"CA0910013","inside",7,1515,12.7
"CA0910013","inside",8,1515,11.2
"CA0910013","inside",9,1515,10.3
"CA0910013","inside",10,1515,9.5
"CA0910013","inside",11,1515,8.6
