"pwsid","category","percent_income","annual_cost","percent_pays_more"
"CA0110001","inside",0,1498,100
"CA0110001","outside",0,1609,100
"CA0110001","inside",1,1498,58.1
"CA0110001","outside",1,1609,50
"CA0110001","inside",2,1498,25.8
"CA0110001","outside",2,1609,24.4
"CA0110001","inside",3,1498,15.4
"CA0110001","outside",3,1609,16.7
"CA0110001","inside",4,1498,11.4
"CA0110001","outside",4,1609,12.8
"CA0110001","inside",5,1498,8.7
"CA0110001","outside",5,1609,9
"CA0110001","inside",6,1498,7.1
"CA0110001","outside",6,1609,9
"CA0110001","inside",7,1498,5.9
"CA0110001","outside",7,1609,5.1
"CA0110001","inside",8,1498,5
"CA0110001","outside",8,1609,5.1
"CA0110001","inside",9,1498,4.4
"CA0110001","outside",9,1609,5.1
"CA0110001","inside",10,1498,4
"CA0110001","outside",10,1609,3.9
"CA0110001","inside",11,1498,3.5
"CA0110001","outside",11,1609,2.6
"CA0110001","inside",12,1498,3.2
"CA0110001","outside",12,1609,2.6
"CA0110001","inside",13,1498,2.9
"CA0110001","outside",13,1609,2.6
"CA0110001","inside",14,1498,2.6
"CA0110001","outside",14,1609,2.6
"CA0110001","inside",15,1498,2.4
"CA0110001","outside",15,1609,2.6
"CA0110001","inside",16,1498,2.2
"CA0110001","outside",16,1609,2.6
"CA0110001","inside",17,1498,2.1
"CA0110001","outside",17,1609,2.6
"CA0110001","inside",18,1498,2
"CA0110001","outside",18,1609,2.6
"CA0110001","inside",19,1498,1.9
"CA0110001","outside",19,1609,2.6
"CA0110001","inside",20,1498,1.8
"CA0110001","outside",20,1609,2.6
"CA0110003","inside",0,1756,100
"CA0110003","inside",1,1756,68.1
"CA0110003","inside",2,1756,35.2
"CA0110003","inside",3,1756,23.6
"CA0110003","inside",4,1756,15.3
"CA0110003","inside",5,1756,11.4
"CA0110003","inside",6,1756,9.2
"CA0110003","inside",7,1756,7.5
"CA0110003","inside",8,1756,6.1
"CA0110003","inside",9,1756,5.1
"CA0110003","inside",10,1756,4.4
"CA0110003","inside",11,1756,3.7
"CA0110003","inside",12,1756,3.3
"CA0110003","inside",13,1756,3
"CA0110003","inside",14,1756,2.7
"CA0110003","inside",15,1756,2.5
"CA0110003","inside",16,1756,2.3
"CA0110003","inside",17,1756,2.1
"CA0110003","inside",18,1756,2
"CA0110003","inside",19,1756,1.9
"CA0110003","inside",20,1756,1.8
"CA0110005","inside",0,1626,100
"CA0110005","inside",1,1626,74
"CA0110005","inside",2,1626,45.7
"CA0110005","inside",3,1626,32
"CA0110005","inside",4,1626,24.2
"CA0110005","inside",5,1626,19.4
"CA0110005","inside",6,1626,15.9
"CA0110005","inside",7,1626,13.6
"CA0110005","inside",8,1626,11.8
"CA0110005","inside",9,1626,10.4
"CA0110005","inside",10,1626,9.4
"CA0110005","inside",11,1626,8.5
"CA0110005","inside",12,1626,7.5
"CA0110005","inside",13,1626,6.6
"CA0110005","inside",14,1626,5.9
"CA0110005","inside",15,1626,5.3
"CA0110005","inside",16,1626,4.7
"CA0110005","inside",17,1626,4.4
"CA0110005","inside",18,1626,4.2
"CA0110005","inside",19,1626,3.9
"CA0110005","inside",20,1626,3.7
"CA0110006","inside",0,1716,100
"CA0110006","outside",0,1808,100
"CA0110006","inside",1,1716,84.8
"CA0110006","outside",1,1808,87.7
"CA0110006","inside",2,1716,50.6
"CA0110006","outside",2,1808,64.1
"CA0110006","inside",3,1716,31.6
"CA0110006","outside",3,1808,45.4
"CA0110006","inside",4,1716,22.4
"CA0110006","outside",4,1808,31
"CA0110006","inside",5,1716,17.2
"CA0110006","outside",5,1808,27
"CA0110006","inside",6,1716,14.3
"CA0110006","outside",6,1808,23.3
"CA0110006","inside",7,1716,11.9
"CA0110006","outside",7,1808,20.5
"CA0110006","inside",8,1716,10.1
"CA0110006","outside",8,1808,17.6
"CA0110006","inside",9,1716,8.8
"CA0110006","outside",9,1808,15.8
"CA0110006","inside",10,1716,7.6
"CA0110006","outside",10,1808,15.2
"CA0110006","inside",11,1716,6.7
"CA0110006","outside",11,1808,14.8
"CA0110006","inside",12,1716,5.9
"CA0110006","outside",12,1808,14.3
"CA0110006","inside",13,1716,5.2
"CA0110006","outside",13,1808,13
