"pwsid","category","percent_income","annual_cost","percent_pays_more"
"CA0110001","inside",0,1572,100
"CA0110001","outside",0,1694,100
"CA0110001","inside",1,1572,60.5
"CA0110001","outside",1,1694,50
"CA0110001","inside",2,1572,27.5
"CA0110001","outside",2,1694,24.4
"CA0110001","inside",3,1572,16.6
"CA0110001","outside",3,1694,16.7
"CA0110001","inside",4,1572,12
"CA0110001","outside",4,1694,14.1
"CA0110001","inside",5,1572,9.3
"CA0110001","outside",5,1694,9
"CA0110001","inside",6,1572,7.4
"CA0110001","outside",6,1694,9
"CA0110001","inside",7,1572,6.2
"CA0110001","outside",7,1694,6.4
"CA0110001","inside",8,1572,5.3
"CA0110001","outside",8,1694,5.1
"CA0110001","inside",9,1572,4.7
"CA0110001","outside",9,1694,5.1
"CA0110001","inside",10,1572,4.2
"CA0110001","outside",10,1694,5.1
"CA0110001","inside",11,1572,3.7
"CA0110001","outside",11,1694,3.9
"CA0110001","inside",12,1572,3.4
"CA0110001","outside",12,1694,2.6
"CA0110001","inside",13,1572,3
"CA0110001","outside",13,1694,2.6
"CA0110001","inside",14,1572,2.8
"CA0110001","outside",14,1694,2.6
"CA0110001","inside",15,1572,2.5
"CA0110001","outside",15,1694,2.6
"CA0110001","inside",16,1572,2.3
"CA0110001","outside",16,1694,2.6
"CA0110001","inside",17,1572,2.2
"CA0110001","outside",17,1694,2.6
"CA0110001","inside",18,1572,2.1
"CA0110001","outside",18,1694,2.6
"CA0110001","inside",19,1572,2
"CA0110001","outside",19,1694,2.6
"CA0110001","inside",20,1572,1.9
"CA0110001","outside",20,1694,2.6
"CA0110003","inside",0,1828,100
"CA0110003","inside",1,1828,70.7
"CA0110003","inside",2,1828,36.7
"CA0110003","inside",3,1828,24.8
"CA0110003","inside",4,1828,16.1
"CA0110003","inside",5,1828,12.2
"CA0110003","inside",6,1828,9.7
"CA0110003","inside",7,1828,7.9
"CA0110003","inside",8,1828,6.5
"CA0110003","inside",9,1828,5.4
"CA0110003","inside",10,1828,4.7
"CA0110003","inside",11,1828,3.9
"CA0110003","inside",12,1828,3.4
"CA0110003","inside",13,1828,3.2
"CA0110003","inside",14,1828,2.9
"CA0110003","inside",15,1828,2.6
"CA0110003","inside",16,1828,2.5
"CA0110003","inside",17,1828,2.2
"CA0110003","inside",18,1828,2.1
"CA0110003","inside",19,1828,2
"CA0110003","inside",20,1828,1.9
"CA0110005","inside",0,1736,100
"CA0110005","inside",1,1736,76.3
"CA0110005","inside",2,1736,48.3
"CA0110005","inside",3,1736,34.1
"CA0110005","inside",4,1736,25.8
"CA0110005","inside",5,1736,20.8
"CA0110005","inside",6,1736,17
"CA0110005","inside",7,1736,14.6
"CA0110005","inside",8,1736,12.7
"CA0110005","inside",9,1736,11.2
"CA0110005","inside",10,1736,10
"CA0110005","inside",11,1736,9.1
"CA0110005","inside",12,1736,8.2
"CA0110005","inside",13,1736,7.3
"CA0110005","inside",14,1736,6.5
"CA0110005","inside",15,1736,5.9
"CA0110005","inside",16,1736,5.3
"CA0110005","inside",17,1736,4.8
"CA0110005","inside",18,1736,4.4
"CA0110005","inside",19,1736,4.2
"CA0110005","inside",20,1736,4
"CA0110006","inside",0,1850,100
"CA0110006","outside",0,1808,100
"CA0110006","inside",1,1850,87.4
"CA0110006","outside",1,1808,87.7
"CA0110006","inside",2,1850,54.6
"CA0110006","outside",2,1808,64.1
"CA0110006","inside",3,1850,34.7
"CA0110006","outside",3,1808,45.4
"CA0110006","inside",4,1850,24.2
"CA0110006","outside",4,1808,31
"CA0110006","inside",5,1850,18.8
"CA0110006","outside",5,1808,27
"CA0110006","inside",6,1850,15.6
"CA0110006","outside",6,1808,23.3
"CA0110006","inside",7,1850,13.1
"CA0110006","outside",7,1808,20.5
"CA0110006","inside",8,1850,11.1
"CA0110006","outside",8,1808,17.6
"CA0110006","inside",9,1850,9.6
"CA0110006","outside",9,1808,15.8
"CA0110006","inside",10,1850,8.4
"CA0110006","outside",10,1808,15.2
"CA0110006","inside",11,1850,7.4
"CA0110006","outside",11,1808,14.8
"CA0110006","inside",12,1850,6.6
"CA0110006","outside",12,1808,14.3
"CA0110006","inside",13,1850,5.8
"CA0110006","outside",13,1808,13
"CA0110006","inside",14,1850,5.2
"CA0110006","outside",14,1808,11.7
"CA0110006","inside",15,1850,4.7
"CA0110006","outside",15,1808,11.1
"CA0110006","inside",16,1850,4.2
"CA0110006","outside",16,1808,10.5
"CA0110006","inside",17,1850,3.7
"CA0110006","outside",17,1808,9.9
"CA0110006","inside",18,1850,3.3
"CA0110006","outside",18,1808,9.2
"CA0110006","inside",19,1850,3.1
"CA0110006","outside",19,1808,8.8
"CA0110006","inside",20,1850,2.9
"CA0110006","outside",20,1808,8.5
"CA0110008","inside",0,1937,100
"CA0110008","inside",1,1937,62.8
"CA0110008","inside",2,1937,30.3
"CA0110008","inside",3,1937,18.5
"CA0110008","inside",4,1937,14.4
"CA0110008","inside",5,1937,11.9
"CA0110008","inside",6,1937,9.9
"CA0110008","inside",7,1937,8.6
"CA0110008","inside",8,1937,7.6
"CA0110008","inside",9,1937,6.4
"CA0110008","inside",10,1937,5.6
"CA0110008","inside",11,1937,5
"CA0110008","inside",12,1937,4.6
"CA0110008","inside",13,1937,4.2
"CA0110008","inside",14,1937,3.7
"CA0110008","inside",15,1937,3.3
"CA0110008","inside",16,1937,3
"CA0110008","inside",17,1937,2.7
"CA0110008","inside",18,1937,2.5
"CA0110008","inside",19,1937,2.3
"CA0110008","inside",20,1937,2.1
"CA0110009","inside",0,1442,100
"CA0110009","inside",1,1442,47.5
"CA0110009","inside",2,1442,19.4
"CA0110009","inside",3,1442,12.4
"CA0110009","inside",4,1442,8.6
"CA0110009","inside",5,1442,7.1
"CA0110009","inside",6,1442,5.7
"CA0110009","inside",7,1442,4.8
"CA0110009","inside",8,1442,4.2
"CA0110009","inside",9,1442,3.9
"CA0110009","inside",10,1442,3.6
"CA0110009","inside",11,1442,3.2
"CA0110009","inside",12,1442,2.9
"CA0110009","inside",13,1442,2.6
"CA0110009","inside",14,1442,2.4
"CA0110009","inside",15,1442,2.2
"CA0110009","inside",16,1442,2
"CA0110009","inside",17,1442,1.9
"CA0110009","inside",18,1442,1.8
"CA0110009","inside",19,1442,1.8
"CA0110009","inside",20,1442,1.7
"CA0110011","inside",0,1833,100
"CA0110011","inside",1,1833,71.3
"CA0110011","inside",2,1833,36.8
"CA0110011","inside",3,1833,24.1
"CA0110011","inside",4,1833,15.7
"CA0110011","inside",5,1833,12
"CA0110011","inside",6,1833,9.5
"CA0110011","inside",7,1833,7.8
"CA0110011","inside",8,1833,6.4
"CA0110011","inside",9,1833,5.3
"CA0110011","inside",10,1833,4.6
"CA0110011","inside",11,1833,4.1
"CA0110011","inside",12,1833,3.6
"CA0110011","inside",13,1833,3.2
"CA0110011","inside",14,1833,2.9
"CA0110011","inside",15,1833,2.7
"CA0110011","inside",16,1833,2.5
"CA0110011","inside",17,1833,2.4
"CA0110011","inside",18,1833,2.2
"CA0110011","inside",19,1833,2.1
"CA0110011","inside",20,1833,2
"CA0310001","inside",0,1485,100
"CA0310001","inside",1,1485,91.9
"CA0310001","inside",2,1485,66.6
"CA0310001","inside",3,1485,51.3
"CA0310001","inside",4,1485,41.2
"CA0310001","inside",5,1485,32.8
"CA0310001","inside",6,1485,29.9
"CA0310001","inside",7,1485,27.2
"CA0310001","inside",8,1485,20.9
"CA0310001","inside",9,1485,13.7
"CA0310001","inside",10,1485,9.6
"CA0310001","inside",11,1485,9
"CA0310001","inside",12,1485,8.7
"CA0310001","inside",13,1485,8.4
"CA0310001","inside",14,1485,7.8
"CA0310001","inside",15,1485,7.5
"CA0310001","inside",16,1485,6.9
"CA0310001","inside",17,1485,6.3
"CA0310001","inside",18,1485,6
"CA0310001","inside",19,1485,4.8
"CA0310001","inside",20,1485,4.8
"CA0310002","inside",0,2312,100
"CA0310002","inside",1,2312,97.5
"CA0310002","inside",2,2312,78
"CA0310002","inside",3,2312,55
"CA0310002","inside",4,2312,40.8
"CA0310002","inside",5,2312,32.6
"CA0310002","inside",6,2312,27.3
"CA0310002","inside",7,2312,23
"CA0310002","inside",8,2312,22
"CA0310002","inside",9,2312,19.1
"CA0310002","inside",10,2312,16.3
"CA0310002","inside",11,2312,14.9
"CA0310002","inside",12,2312,12.8
"CA0310002","inside",13,2312,10.6
"CA0310002","inside",14,2312,8.9
"CA0310002","inside",15,2312,7.8
"CA0310002","inside",16,2312,6.7
"CA0310002","inside",17,2312,6.7
"CA0310002","inside",18,2312,5.7
"CA0310002","inside",19,2312,5.7
"CA0310002","inside",20,2312,5.7
"CA0310003","inside",0,2312,100
"CA0310003","inside",1,2312,97.9
"CA0310003","inside",2,2312,80.2
"CA0310003","inside",3,2312,67.4
"CA0310003","inside",4,2312,49.6
"CA0310003","inside",5,2312,40.9
"CA0310003","inside",6,2312,36.2
"CA0310003","inside",7,2312,32.8
"CA0310003","inside",8,2312,28.6
"CA0310003","inside",9,2312,24.3
"CA0310003","inside",10,2312,20.3
"CA0310003","inside",11,2312,17.4
"CA0310003","inside",12,2312,15.5
"CA0310003","inside",13,2312,14.3
"CA0310003","inside",14,2312,12.9
"CA0310003","inside",15,2312,12
"CA0310003","inside",16,2312,10.8
"CA0310003","inside",17,2312,9.4
"CA0310003","inside",18,2312,8.5
"CA0310003","inside",19,2312,8.3
"CA0310003","inside",20,2312,7.4
"CA0310005","inside",0,1583,100
"CA0310005","inside",1,1583,88.2
"CA0310005","inside",2,1583,52.9
"CA0310005","inside",3,1583,36.4
"CA0310005","inside",4,1583,28.8
"CA0310005","inside",5,1583,20
"CA0310005","inside",6,1583,15.5
"CA0310005","inside",7,1583,13.6
"CA0310005","inside",8,1583,12.5
"CA0310005","inside",9,1583,8.8
"CA0310005","inside",10,1583,6.6
"CA0310005","inside",11,1583,4.9
"CA0310005","inside",12,1583,4.4
"CA0310005","inside",13,1583,3.4
"CA0310005","inside",14,1583,2.7
"CA0310005","inside",15,1583,1.9
"CA0310005","inside",16,1583,1.5
"CA0310005","inside",17,1583,1.4
"CA0310005","inside",18,1583,1.2
"CA0310005","inside",19,1583,1
"CA0310005","inside",20,1583,0.8
"CA0310012","inside",0,2312,100
"CA0310012","inside",1,2312,98.3
"CA0310012","inside",2,2312,80.3
"CA0310012","inside",3,2312,56.8
"CA0310012","inside",4,2312,44.4
"CA0310012","inside",5,2312,38.8
"CA0310012","inside",6,2312,31.9
"CA0310012","inside",7,2312,28.1
"CA0310012","inside",8,2312,22.2
"CA0310012","inside",9,2312,17.8
"CA0310012","inside",10,2312,14.9
"CA0310012","inside",11,2312,13.2
"CA0310012","inside",12,2312,10.8
"CA0310012","inside",13,2312,9.3
"CA0310012","inside",14,2312,7.8
"CA0310012","inside",15,2312,7.2
"CA0310012","inside",16,2312,6.5
"CA0310012","inside",17,2312,6.3
"CA0310012","inside",18,2312,5.9
"CA0310012","inside",19,2312,5.7
"CA0310012","inside",20,2312,5.2
"CA0410001","inside",0,1553,100
"CA0410001","inside",1,1553,90.6
"CA0410001","inside",2,1553,71.9
"CA0410001","inside",3,1553,42.7
"CA0410001","inside",4,1553,30.2
"CA0410001","inside",5,1553,22.9
"CA0410001","inside",6,1553,15.6
"CA0410001","inside",7,1553,13.5
"CA0410001","inside",8,1553,8.3
"CA0410001","inside",9,1553,6.2
"CA0410001","inside",10,1553,4.2
"CA0410001","inside",11,1553,2.1
"CA0410001","inside",12,1553,1
"CA0410001","inside",13,1553,1
"CA0410001","inside",14,1553,0
"CA0410001","inside",15,1553,0
"CA0410001","inside",16,1553,0
"CA0410001","inside",17,1553,0
"CA0410001","inside",18,1553,0
"CA0410001","inside",19,1553,0
"CA0410001","inside",20,1553,0
"CA0410002","inside",0,745,100
"CA0410002","inside",1,745,66.1
"CA0410002","inside",2,745,39.1
"CA0410002","inside",3,745,27.6
"CA0410002","inside",4,745,21.1
"CA0410002","inside",5,745,16.6
"CA0410002","inside",6,745,12.9
"CA0410002","inside",7,745,10.4
"CA0410002","inside",8,745,8.9
"CA0410002","inside",9,745,7.8
"CA0410002","inside",10,745,7.1
"CA0410002","inside",11,745,6.4
"CA0410002","inside",12,745,5.8
"CA0410002","inside",13,745,5.4
"CA0410002","inside",14,745,5
"CA0410002","inside",15,745,4.7
"CA0410002","inside",16,745,4.4
"CA0410002","inside",17,745,4.2
"CA0410002","inside",18,745,3.9
"CA0410002","inside",19,745,3.7
"CA0410002","inside",20,745,3.5
"CA0410005","inside",0,1399,100
"CA0410005","inside",1,1399,97.6
"CA0410005","inside",2,1399,86.6
"CA0410005","inside",3,1399,66.7
"CA0410005","inside",4,1399,58.1
"CA0410005","inside",5,1399,45.7
"CA0410005","inside",6,1399,36.8
"CA0410005","inside",7,1399,30.1
"CA0410005","inside",8,1399,23.1
"CA0410005","inside",9,1399,18.2
"CA0410005","inside",10,1399,15.2
"CA0410005","inside",11,1399,12.3
"CA0410005","inside",12,1399,10.1
"CA0410005","inside",13,1399,8.2
"CA0410005","inside",14,1399,6.4
"CA0410005","inside",15,1399,5.7
"CA0410005","inside",16,1399,5.2
"CA0410005","inside",17,1399,5
"CA0410005","inside",18,1399,4.7
"CA0410005","inside",19,1399,4.5
"CA0410005","inside",20,1399,4.3
"CA0410007","inside",0,1194,100
"CA0410007","inside",1,1194,87.8
"CA0410007","inside",2,1194,57.8
"CA0410007","inside",3,1194,42.7
"CA0410007","inside",4,1194,33.8
"CA0410007","inside",5,1194,26
"CA0410007","inside",6,1194,21.2
"CA0410007","inside",7,1194,17.8
"CA0410007","inside",8,1194,15.4
"CA0410007","inside",9,1194,13.1
"CA0410007","inside",10,1194,11.2
"CA0410007","inside",11,1194,9.7
"CA0410007","inside",12,1194,8.1
"CA0410007","inside",13,1194,7.2
"CA0410007","inside",14,1194,6.7
"CA0410007","inside",15,1194,6.2
