"pwsid","category","percent_income","annual_cost","percent_pays_more"
"OR4100893","inside",16,1577,11.7
"OR4100893","inside",17,1577,10.9
"OR4100893","inside",18,1577,10.3
"OR4100893","inside",19,1577,9.8
"OR4100893","inside",20,1577,9.4
"OR4100566","inside",0,1095,100
"OR4100566","inside",1,1095,89.7
"OR4100566","inside",2,1095,54.8
"OR4100566","inside",3,1095,40.4
"OR4100566","inside",4,1095,32
"OR4100566","inside",5,1095,22.3
"OR4100566","inside",6,1095,16.4
"OR4100566","inside",7,1095,14.1
"OR4100566","inside",8,1095,11.2
"OR4100566","inside",9,1095,8.4
"OR4100566","inside",10,1095,6.4
"OR4100566","inside",11,1095,5.2
"OR4100566","inside",12,1095,4.6
"OR4100566","inside",13,1095,4.2
"OR4100566","inside",14,1095,3.8
"OR4100566","inside",15,1095,3.6
"OR4100566","inside",16,1095,3.4
"OR4100566","inside",17,1095,3.3
"OR4100566","inside",18,1095,3.1
"OR4100566","inside",19,1095,3
"OR4100566","inside",20,1095,2.9
"OR4100483","inside",0,1126,100
"OR4100483","inside",1,1126,90.5
"OR4100483","inside",2,1126,65
"OR4100483","inside",3,1126,48.6
"OR4100483","inside",4,1126,34.6
"OR4100483","inside",5,1126,25.9
"OR4100483","inside",6,1126,20
"OR4100483","inside",7,1126,17
"OR4100483","inside",8,1126,14.2
"OR4100483","inside",9,1126,11.4
"OR4100483","inside",10,1126,9.3
"OR4100483","inside",11,1126,7.6
"OR4100483","inside",12,1126,7
"OR4100483","inside",13,1126,6.3
"OR4100483","inside",14,1126,5.9
"OR4100483","inside",15,1126,5.6
"OR4100483","inside",16,1126,5.1
"OR4100483","inside",17,1126,4.8
"OR4100483","inside",18,1126,4.5
"OR4100483","inside",19,1126,4.2
"OR4100483","inside",20,1126,4.1
"OR4100731","inside",0,917,100
"OR4100731","inside",1,917,73.4
"OR4100731","inside",2,917,41.8
"OR4100731","inside",3,917,26
"OR4100731","inside",4,917,18.6
"OR4100731","inside",5,917,14.1
"OR4100731","inside",6,917,10.8
"OR4100731","inside",7,917,8.7
"OR4100731","inside",8,917,7.2
"OR4100731","inside",9,917,6
"OR4100731","inside",10,917,5.3
"OR4100731","inside",11,917,4.8
"OR4100731","inside",12,917,4.4
"OR4100731","inside",13,917,4.1
"OR4100731","inside",14,917,3.8
"OR4100731","inside",15,917,3.5
"OR4100731","inside",16,917,3.3
"OR4100731","inside",17,917,3.1
"OR4100731","inside",18,917,2.9
"OR4100731","inside",19,917,2.8
"OR4100731","inside",20,917,2.6
"CA0110001","inside",0,1056,100
"CA0110001","outside",0,1100,100
"CA0110001","inside",1,1056,39.6
"CA0110001","outside",1,1100,28.2
"CA0110001","inside",2,1056,16.8
"CA0110001","outside",2,1100,16.9
"CA0110001","inside",3,1056,10.7
"CA0110001","outside",3,1100,11.3
"CA0110001","inside",4,1056,7.5
"CA0110001","outside",4,1100,8.4
"CA0110001","inside",5,1056,5.8
"CA0110001","outside",5,1100,5.6
"CA0110001","inside",6,1056,4.7
"CA0110001","outside",6,1100,4.2
"CA0110001","inside",7,1056,4
"CA0110001","outside",7,1100,4.2
"CA0110001","inside",8,1056,3.4
"CA0110001","outside",8,1100,4.2
"CA0110001","inside",9,1056,2.9
"CA0110001","outside",9,1100,2.8
"CA0110001","inside",10,1056,2.6
"CA0110001","outside",10,1100,2.8
"CA0110001","inside",11,1056,2.3
"CA0110001","outside",11,1100,2.8
"CA0110001","inside",12,1056,2.1
"CA0110001","outside",12,1100,2.8
"CA0110001","inside",13,1056,1.9
"CA0110001","outside",13,1100,2.8
"CA0110001","inside",14,1056,1.8
"CA0110001","outside",14,1100,2.8
"CA0110001","inside",15,1056,1.7
"CA0110001","outside",15,1100,2.8
"CA0110001","inside",16,1056,1.5
"CA0110001","outside",16,1100,2.8
"CA0110001","inside",17,1056,1.5
"CA0110001","outside",17,1100,2.8
"CA0110001","inside",18,1056,1.4
"CA0110001","outside",18,1100,2.8
"CA0110001","inside",19,1056,1.3
"CA0110001","outside",19,1100,2.8
"CA0110001","inside",20,1056,1.2
"CA0110001","outside",20,1100,2.8
"CA1910001","inside",0,503,100
"CA1910001","inside",1,503,41.1
"CA1910001","inside",2,503,21.1
"CA1910001","inside",3,503,12.8
"CA1910001","inside",4,503,8.7
"CA1910001","inside",5,503,6.6
"CA1910001","inside",6,503,5.5
"CA1910001","inside",7,503,4.7
"CA1910001","inside",8,503,4.1
"CA1910001","inside",9,503,3.7
"CA1910001","inside",10,503,3.3
"CA1910001","inside",11,503,3
"CA1910001","inside",12,503,2.7
"CA1910001","inside",13,503,2.5
"CA1910001","inside",14,503,2.3
"CA1910001","inside",15,503,2.1
"CA1910001","inside",16,503,2
"CA1910001","inside",17,503,1.9
"CA1910001","inside",18,503,1.8
"CA1910001","inside",19,503,1.7
"CA1910001","inside",20,503,1.6
"CA2810005","inside",0,1217,100
"CA2810005","inside",1,1217,57.9
"CA2810005","inside",2,1217,30.1
"CA2810005","inside",3,1217,17.5
"CA2810005","inside",4,1217,13.3
"CA2810005","inside",5,1217,10.6
"CA2810005","inside",6,1217,9.4
"CA2810005","inside",7,1217,8.1
"CA2810005","inside",8,1217,6.8
"CA2810005","inside",9,1217,5.3
"CA2810005","inside",10,1217,4
"CA2810005","inside",11,1217,3.2
"CA2810005","inside",12,1217,2.5
"CA2810005","inside",13,1217,2.2
"CA2810005","inside",14,1217,2.2
"CA2810005","inside",15,1217,2
"CA2810005","inside",16,1217,1.9
"CA2810005","inside",17,1217,1.8
"CA2810005","inside",18,1217,1.7
"CA2810005","inside",19,1217,1.6
"CA2810005","inside",20,1217,1.5
"CA3010001","inside",0,223,96
"CA3010001","inside",1,223,12.7
"CA3010001","inside",2,223,4.8
"CA3010001","inside",3,223,3
"CA3010001","inside",4,223,2.2
"CA3010001","inside",5,223,1.8
"CA3010001","inside",6,223,1.5
"CA3010001","inside",7,223,1.2
"CA3010001","inside",8,223,1.1
"CA3010001","inside",9,223,0.9
"CA3010001","inside",10,223,0.8
"CA3010001","inside",11,223,0.8
"CA3010001","inside",12,223,0.7
"CA3010001","inside",13,223,0.7
"CA3010001","inside",14,223,0.6
"CA3010001","inside",15,223,0.6
"CA3010001","inside",16,223,0.5
"CA3010001","inside",17,223,0.5
"CA3010001","inside",18,223,0.5
"CA3010001","inside",19,223,0.4
"CA3010001","inside",20,223,0.4
"CA4510001","inside",0,591,100
"CA4510001","outside",0,593,100
"CA4510001","inside",1,591,61.2
"CA4510001","outside",1,593,55.6
"CA4510001","inside",2,591,33.6
"CA4510001","outside",2,593,29.6
"CA4510001","inside",3,591,21.8
"CA4510001","outside",3,593,18.5
"CA4510001","inside",4,591,13.9
"CA4510001","outside",4,593,11.1
"CA4510001","inside",5,591,8.2
"CA4510001","outside",5,593,7.4
"CA4510001","inside",6,591,4.7
"CA4510001","outside",6,593,3.7
"CA4510001","inside",7,591,4
"CA4510001","outside",7,593,3.7
"CA4510001","inside",8,591,3.7
"CA4510001","outside",8,593,3.7
"CA4510001","inside",9,591,3.3
"CA4510001","outside",9,593,3.7
"CA4510001","inside",10,591,3.1
"CA4510001","outside",10,593,3.7
"CA4510001","inside",11,591,3
"CA4510001","outside",11,593,3.7
"CA4510001","inside",12,591,2.7
"CA4510001","outside",12,593,3.7
"CA4510001","inside",13,591,2.4
"CA4510001","outside",13,593,3.7
"CA4510001","inside",14,591,2.2
"CA4510001","outside",14,593,3.7
"CA4510001","inside",15,591,2.1
"CA4510001","outside",15,593,3.7
"CA4510001","inside",16,591,2
"CA4510001","outside",16,593,3.7
"CA4510001","inside",17,591,2
"CA4510001","outside",17,593,3.7
"CA4510001","inside",18,591,1.8
"CA4510001","outside",18,593,3.7
"CA4510001","inside",19,591,1.7
"CA4510001","outside",19,593,3.7
"CA4510001","inside",20,591,1.6
"CA4510001","outside",20,593,3.7
"CA0710001","inside",0,715,100
"CA0710001","inside",1,715,48
"CA0710001","inside",2,715,23.3
"CA0710001","inside",3,715,14.3
"CA0710001","inside",4,715,9.9
"CA0710001","inside",5,715,7.5
"CA0710001","inside",6,715,5.8
"CA0710001","inside",7,715,4.6
"CA0710001","inside",8,715,4
"CA0710001","inside",9,715,3.5
"CA0710001","inside",10,715,3.2
"CA0710001","inside",11,715,2.9
"CA0710001","inside",12,715,2.7
"CA0710001","inside",13,715,2.4
"CA0710001","inside",14,715,2.2
"CA0710001","inside",15,715,2.1
"CA0710001","inside",16,715,1.9
"CA0710001","inside",17,715,1.8
"CA0710001","inside",18,715,1.7
"CA0710001","inside",19,715,1.7
"CA0710001","inside",20,715,1.6
"CA1910003","inside",0,400,100
"CA1910003","inside",1,400,21.5
"CA1910003","inside",2,400,10.4
"CA1910003","inside",3,400,7.2
"CA1910003","inside",4,400,5.5
"CA1910003","inside",5,400,4.3
"CA1910003","inside",6,400,3.5
"CA1910003","inside",7,400,3
"CA1910003","inside",8,400,2.7
"CA1910003","inside",9,400,2.3
"CA1910003","inside",10,400,2.1
"CA1910003","inside",11,400,1.9
"CA1910003","inside",12,400,1.7
"CA1910003","inside",13,400,1.6
"CA1910003","inside",14,400,1.4
"CA1910003","inside",15,400,1.4
"CA1910003","inside",16,400,1.3
"CA1910003","inside",17,400,1.2
"CA1910003","inside",18,400,1.1
"CA1910003","inside",19,400,1.1
"CA1910003","inside",20,400,1
"CA1210001","inside",0,1362,100
"CA1210001","outside",0,1431,100
"CA1210001","inside",1,1362,91.4
"CA1210001","outside",1,1431,87.3
"CA1210001","inside",2,1362,72.6
"CA1210001","outside",2,1431,62.9
"CA1210001","inside",3,1362,60.8
"CA1210001","outside",3,1431,46.8
"CA1210001","inside",4,1362,48
"CA1210001","outside",4,1431,34.9
"CA1210001","inside",5,1362,40.7
"CA1210001","outside",5,1431,29.8
"CA1210001","inside",6,1362,33.3
"CA1210001","outside",6,1431,25
"CA1210001","inside",7,1362,29.6
"CA1210001","outside",7,1431,20.2
"CA1210001","inside",8,1362,27.1
"CA1210001","outside",8,1431,16.3
"CA1210001","inside",9,1362,25.1
"CA1210001","outside",9,1431,14.8
"CA1210001","inside",10,1362,21.9
"CA1210001","outside",10,1431,13.3
"CA1210001","inside",11,1362,19.5
"CA1210001","outside",11,1431,11.1
"CA1210001","inside",12,1362,17.3
"CA1210001","outside",12,1431,9.3
"CA1210001","inside",13,1362,15.4
"CA1210001","outside",13,1431,7.2
"CA1210001","inside",14,1362,14.2
"CA1210001","outside",14,1431,6
"CA1210001","inside",15,1362,13.1
"CA1210001","outside",15,1431,5.3
"CA1210001","inside",16,1362,12.2
"CA1210001","outside",16,1431,5.3
"CA1210001","inside",17,1362,11.4
"CA1210001","outside",17,1431,4.9
"CA1210001","inside",18,1362,10.7
"CA1210001","outside",18,1431,4.7
"CA1210001","inside",19,1362,10.1
"CA1210001","outside",19,1431,4.3
"CA1210001","inside",20,1362,9.7
"CA1210001","outside",20,1431,4.3
"CA4010001","inside",0,742,100
"CA4010001","inside",1,742,47
"CA4010001","inside",2,742,22.2
"CA4010001","inside",3,742,14.7
"CA4010001","inside",4,742,10.1
"CA4010001","inside",5,742,7.3
"CA4010001","inside",6,742,5.9
"CA4010001","inside",7,742,5
"CA4010001","inside",8,742,4.3
"CA4010001","inside",9,742,3.8
"CA4010001","inside",10,742,3.3
"CA4010001","inside",11,742,3.1
"CA4010001","inside",12,742,2.7
"CA4010001","inside",13,742,2.5
"CA4010001","inside",14,742,2.3
"CA4010001","inside",15,742,2.1
"CA4010001","inside",16,742,2
"CA4010001","inside",17,742,1.9
"CA4010001","inside",18,742,1.8
"CA4010001","inside",19,742,1.7
"CA4010001","inside",20,742,1.6
"CA1510001","inside",0,767,100
"CA1510001","inside",1,767,89.7
"CA1510001","inside",2,767,59.7
"CA1510001","inside",3,767,31.8
"CA1510001","inside",4,767,19.8
"CA1510001","inside",5,767,14.7
"CA1510001","inside",6,767,11
"CA1510001","inside",7,767,8.4
"CA1510001","inside",8,767,7.4
"CA1510001","inside",9,767,6.5
"CA1510001","inside",10,767,6.1
"CA1510001","inside",11,767,5.6
"CA1510001","inside",12,767,5.2
"CA1510001","inside",13,767,4.8
"CA1510001","inside",14,767,4.4
"CA1510001","inside",15,767,4.2
"CA1510001","inside",16,767,3.8
"CA1510001","inside",17,767,3.6
"CA1510001","inside",18,767,3.5
"CA1510001","inside",19,767,3.2
"CA1510001","inside",20,767,3.1
"CA4010002","inside",0,907,100
"CA4010002","inside",1,907,58.4
"CA4010002","inside",2,907,25.9
"CA4010002","inside",3,907,12.6
"CA4010002","inside",4,907,8.5
"CA4010002","inside",5,907,6.1
"CA4010002","inside",6,907,4.6
"CA4010002","inside",7,907,3.9
"CA4010002","inside",8,907,3.3
"CA4010002","inside",9,907,2.8
"CA4010002","inside",10,907,2.5
"CA4010002","inside",11,907,2.3
"CA4010002","inside",12,907,2.1
"CA4010002","inside",13,907,1.9
"CA4010002","inside",14,907,1.8
"CA4010002","inside",15,907,1.7
"CA4010002","inside",16,907,1.6
"CA4010002","inside",17,907,1.5
"CA4010002","inside",18,907,1.4
"CA4010002","inside",19,907,1.3
"CA4010002","inside",20,907,1.2
"CA1510031","inside",0,545,100
"CA1510031","inside",1,545,31.8
"CA1510031","inside",2,545,13.2
"CA1510031","inside",3,545,7.2
"CA1510031","inside",4,545,5
"CA1510031","inside",5,545,3.8
"CA1510031","inside",6,545,3.1
"CA1510031","inside",7,545,2.6
"CA1510031","inside",8,545,2.4
"CA1510031","inside",9,545,2.1
"CA1510031","inside",10,545,1.9
"CA1510031","inside",11,545,1.7
"CA1510031","inside",12,545,1.6
"CA1510031","inside",13,545,1.5
"CA1510031","inside",14,545,1.4
"CA1510031","inside",15,545,1.3
"CA1510031","inside",16,545,1.2
"CA1510031","inside",17,545,1.2
"CA1510031","inside",18,545,1.1
"CA1510031","inside",19,545,1
"CA1510031","inside",20,545,1
"CA1910007","inside",0,446,100
"CA1910007","outside",0,719,100
"CA1910007","inside",1,446,28.3
"CA1910007","outside",1,719,44.7
"CA1910007","inside",2,446,10
"CA1910007","outside",2,719,15.3
"CA1910007","inside",3,446,5.7
"CA1910007","outside",3,719,5
"CA1910007","inside",4,446,3.5
"CA1910007","outside",4,719,4.3
"CA1910007","inside",5,446,2.5
"CA1910007","outside",5,719,2.9
"CA1910007","inside",6,446,2
"CA1910007","outside",6,719,1.7
"CA1910007","inside",7,446,1.8
"CA1910007","outside",7,719,1.2
"CA1910007","inside",8,446,1.5
"CA1910007","outside",8,719,1.2
"CA1910007","inside",9,446,1.4
"CA1910007","outside",9,719,1.2
"CA1910007","inside",10,446,1.2
"CA1910007","outside",10,719,1.2
"CA1910007","inside",11,446,1.1
"CA1910007","outside",11,719,1
"CA1910007","inside",12,446,1
"CA1910007","outside",12,719,1
"CA1910007","inside",13,446,0.9
"CA1910007","outside",13,719,1
"CA1910007","inside",14,446,0.9
"CA1910007","outside",14,719,1
"CA1910007","inside",15,446,0.8
"CA1910007","outside",15,719,1
"CA1910007","inside",16,446,0.8
"CA1910007","outside",16,719,1
"CA1910007","inside",17,446,0.7
"CA1910007","outside",17,719,0.8
"CA1910007","inside",18,446,0.7
"CA1910007","outside",18,719,0.8
"CA1910007","inside",19,446,0.7
"CA1910007","outside",19,719,0.6
"CA1910007","inside",20,446,0.6
"CA1910007","outside",20,719,0.6
"CA1010001","inside",0,513,100
"CA1010001","inside",1,513,61.3
"CA1010001","inside",2,513,34.2
"CA1010001","inside",3,513,25.4
"CA1010001","inside",4,513,17.4
"CA1010001","inside",5,513,11
"CA1010001","inside",6,513,8.6
"CA1010001","inside",7,513,7.2
"CA1010001","inside",8,513,6.5
"CA1010001","inside",9,513,5.9
"CA1010001","inside",10,513,5
"CA1010001","inside",11,513,4.3
"CA1010001","inside",12,513,3.8
"CA1010001","inside",13,513,3.7
"CA1010001","inside",14,513,3.3
"CA1010001","inside",15,513,3.2
"CA1010001","inside",16,513,3.1
"CA1010001","inside",17,513,2.8
"CA1010001","inside",18,513,2.6
"CA1010001","inside",19,513,2.5
"CA1010001","inside",20,513,2.4
"CA3310006","inside",0,672,100
"CA3310006","inside",1,672,70.7
"CA3310006","inside",2,672,40.9
"CA3310006","inside",3,672,24.4
"CA3310006","inside",4,672,15.8
"CA3310006","inside",5,672,11.8
"CA3310006","inside",6,672,9.1
"CA3310006","inside",7,672,7.2
"CA3310006","inside",8,672,6.2
"CA3310006","inside",9,672,5.3
"CA3310006","inside",10,672,4.7
"CA3310006","inside",11,672,4.3
"CA3310006","inside",12,672,4
"CA3310006","inside",13,672,3.8
"CA3310006","inside",14,672,3.5
"CA3310006","inside",15,672,3.3
"CA3310006","inside",16,672,3.1
"CA3310006","inside",17,672,2.9
"CA3310006","inside",18,672,2.7
"CA3310006","inside",19,672,2.6
"CA3310006","inside",20,672,2.5
"CA3310002","inside",0,583,100
"CA3310002","outside",0,618,100
"CA3310002","inside",1,583,38
"CA3310002","outside",1,618,50.8
"CA3310002","inside",2,583,17.8
"CA3310002","outside",2,618,30.2
"CA3310002","inside",3,583,11.5
"CA3310002","outside",3,618,16.7
"CA3310002","inside",4,583,8.7
"CA3310002","outside",4,618,12.7
"CA3310002","inside",5,583,7
"CA3310002","outside",5,618,7.9
"CA3310002","inside",6,583,5.8
"CA3310002","outside",6,618,6.3
"CA3310002","inside",7,583,4.8
"CA3310002","outside",7,618,4
"CA3310002","inside",8,583,4.1
"CA3310002","outside",8,618,3.2
"CA3310002","inside",9,583,3.6
"CA3310002","outside",9,618,2.4
"CA3310002","inside",10,583,3.2
"CA3310002","outside",10,618,2.4
"CA3310002","inside",11,583,2.9
"CA3310002","outside",11,618,2.4
"CA3310002","inside",12,583,2.7
"CA3310002","outside",12,618,2.4
"CA3310002","inside",13,583,2.5
"CA3310002","outside",13,618,2.4
"CA3310002","inside",14,583,2.3
"CA3310002","outside",14,618,2.4
"CA3310002","inside",15,583,2.1
"CA3310002","outside",15,618,2.4
"CA3310002","inside",16,583,2
"CA3310002","outside",16,618,2.4
"CA3310002","inside",17,583,1.9
"CA3310002","outside",17,618,2.4
"CA3310002","inside",18,583,1.8
"CA3310002","outside",18,618,2.4
"CA3310002","inside",19,583,1.7
"CA3310002","outside",19,618,2.4
"CA3310002","inside",20,583,1.7
"CA3310002","outside",20,618,2.4
"CA4810001","inside",0,1207,100
"CA4810001","inside",1,1207,56.3
"CA4810001","inside",2,1207,25.4
"CA4810001","inside",3,1207,14
"CA4810001","inside",4,1207,10.2
"CA4810001","inside",5,1207,8.3
"CA4810001","inside",6,1207,6.6
"CA4810001","inside",7,1207,4.9
"CA4810001","inside",8,1207,3.7
"CA4810001","inside",9,1207,3.1
"CA4810001","inside",10,1207,2.7
"CA4810001","inside",11,1207,2.4
"CA4810001","inside",12,1207,2.1
"CA4810001","inside",13,1207,1.9
"CA4810001","inside",14,1207,1.8
"CA4810001","inside",15,1207,1.7
"CA4810001","inside",16,1207,1.6
"CA4810001","inside",17,1207,1.5
"CA4810001","inside",18,1207,1.4
"CA4810001","inside",19,1207,1.3
"CA4810001","inside",20,1207,1.3
"CA1910156","inside",0,1063,100
"CA1910156","inside",1,1063,51.7
"CA1910156","inside",2,1063,28.4
"CA1910156","inside",3,1063,21.4
"CA1910156","inside",4,1063,16.8
"CA1910156","inside",5,1063,13.8
"CA1910156","inside",6,1063,11.4
"CA1910156","inside",7,1063,9.6
"CA1910156","inside",8,1063,7.9
"CA1910156","inside",9,1063,6.7
"CA1910156","inside",10,1063,5.8
"CA1910156","inside",11,1063,5
"CA1910156","inside",12,1063,4.6
"CA1910156","inside",13,1063,4.3
"CA1910156","inside",14,1063,4
"CA1910156","inside",15,1063,3.8
"CA1910156","inside",16,1063,3.6
"CA1910156","inside",17,1063,3.4
"CA1910156","inside",18,1063,3.1
"CA1910156","inside",19,1063,3
"CA1910156","inside",20,1063,2.9
"CA3610008","inside",0,823,100
"CA3610008","inside",1,823,73
"CA3610008","inside",2,823,43.4
"CA3610008","inside",3,823,25.1
"CA3610008","inside",4,823,20.2
"CA3610008","inside",5,823,16.4
"CA3610008","inside",6,823,12.7
"CA3610008","inside",7,823,9.5
"CA3610008","inside",8,823,7.3
"CA3610008","inside",9,823,6.4
"CA3610008","inside",10,823,5.7
"CA3610008","inside",11,823,5
"CA3610008","inside",12,823,4.6
"CA3610008","inside",13,823,4.2
"CA3610008","inside",14,823,3.9
"CA3610008","inside",15,823,3.6
"CA3610008","inside",16,823,3.5
"CA3610008","inside",17,823,3.2
"CA3610008","inside",18,823,3.1
"CA3610008","inside",19,823,3
"CA3610008","inside",20,823,2.8
"CA1310001","inside",0,1300,100
"CA1310001","inside",1,1300,93.1
"CA1310001","inside",2,1300,64.1
"CA1310001","inside",3,1300,51.5
"CA1310001","inside",4,1300,41.6
"CA1310001","inside",5,1300,35.5
"CA1310001","inside",6,1300,29.2
"CA1310001","inside",7,1300,24.4
"CA1310001","inside",8,1300,21.1
"CA1310001","inside",9,1300,18
"CA1310001","inside",10,1300,15.1
"CA1310001","inside",11,1300,12.8
"CA1310001","inside",12,1300,10.7
"CA1310001","inside",13,1300,9.2
"CA1310001","inside",14,1300,8.4
"CA1310001","inside",15,1300,7.8
"CA1310001","inside",16,1300,7.3
"CA1310001","inside",17,1300,7
"CA1310001","inside",18,1300,6.5
"CA1310001","inside",19,1300,6.1
"CA1310001","inside",20,1300,5.8
"CA3010002","inside",0,1251,100
"CA3010002","inside",1,1251,65
"CA3010002","inside",2,1251,30.3
"CA3010002","inside",3,1251,16.8
"CA3010002","inside",4,1251,12.2
"CA3010002","inside",5,1251,9.2
"CA3010002","inside",6,1251,7.4
"CA3010002","inside",7,1251,6.2
"CA3010002","inside",8,1251,5.6
"CA3010002","inside",9,1251,4.8
"CA3010002","inside",10,1251,4.1
"CA3010002","inside",11,1251,3.6
"CA3010002","inside",12,1251,3.1
"CA3010002","inside",13,1251,2.8
"CA3010002","inside",14,1251,2.6
"CA3010002","inside",15,1251,2.4
"CA3010002","inside",16,1251,2.2
"CA3010002","inside",17,1251,2.1
"CA3010002","inside",18,1251,2
"CA3010002","inside",19,1251,1.9
"CA3010002","inside",20,1251,1.8
"CA0710004","inside",0,1178,100
"CA0710004","inside",1,1178,56.2
"CA0710004","inside",2,1178,27.7
"CA0710004","inside",3,1178,16.4
"CA0710004","inside",4,1178,12.2
"CA0710004","inside",5,1178,9.1
"CA0710004","inside",6,1178,7.1
"CA0710004","inside",7,1178,5.7
"CA0710004","inside",8,1178,4.5
"CA0710004","inside",9,1178,3.8
"CA0710004","inside",10,1178,3.2
"CA0710004","inside",11,1178,2.8
"CA0710004","inside",12,1178,2.4
"CA0710004","inside",13,1178,2.2
"CA0710004","inside",14,1178,2
"CA0710004","inside",15,1178,1.8
"CA0710004","inside",16,1178,1.7
"CA0710004","inside",17,1178,1.6
"CA0710004","inside",18,1178,1.5
"CA0710004","inside",19,1178,1.4
"CA0710004","inside",20,1178,1.3
"CA3010003","inside",0,854,100
"CA3010003","inside",1,854,55.2
"CA3010003","inside",2,854,26.4
"CA3010003","inside",3,854,14.8
"CA3010003","inside",4,854,10.4
"CA3010003","inside",5,854,8
"CA3010003","inside",6,854,6.3
"CA3010003","inside",7,854,5.1
"CA3010003","inside",8,854,4.2
"CA3010003","inside",9,854,3.6
"CA3010003","inside",10,854,3.3
"CA3010003","inside",11,854,3
"CA3010003","inside",12,854,2.7
