"pwsid","category","percent_income","annual_cost","percent_pays_more"
"CA0110001","inside",0,1277,100
"CA0110001","outside",0,1354,100
"CA0110001","inside",1,1277,49.5
"CA0110001","outside",1,1354,42.3
"CA0110001","inside",2,1277,21.5
"CA0110001","outside",2,1354,21.8
"CA0110001","inside",3,1277,12.9
"CA0110001","outside",3,1354,14.1
"CA0110001","inside",4,1277,9.4
"CA0110001","outside",4,1354,9
"CA0110001","inside",5,1277,7.2
"CA0110001","outside",5,1354,9
"CA0110001","inside",6,1277,5.8
"CA0110001","outside",6,1354,5.1
"CA0110001","inside",7,1277,4.9
"CA0110001","outside",7,1354,5.1
"CA0110001","inside",8,1277,4.2
"CA0110001","outside",8,1354,5.1
"CA0110001","inside",9,1277,3.7
"CA0110001","outside",9,1354,3.9
"CA0110001","inside",10,1277,3.3
"CA0110001","outside",10,1354,2.6
"CA0110001","inside",11,1277,2.9
"CA0110001","outside",11,1354,2.6
"CA0110001","inside",12,1277,2.6
"CA0110001","outside",12,1354,2.6
"CA0110001","inside",13,1277,2.3
"CA0110001","outside",13,1354,2.6
"CA0110001","inside",14,1277,2.2
"CA0110001","outside",14,1354,2.6
"CA0110001","inside",15,1277,2.1
"CA0110001","outside",15,1354,2.6
"CA0110001","inside",16,1277,1.9
"CA0110001","outside",16,1354,2.6
"CA0110001","inside",17,1277,1.8
"CA0110001","outside",17,1354,2.6
"CA0110001","inside",18,1277,1.7
"CA0110001","outside",18,1354,2.6
"CA0110001","inside",19,1277,1.6
"CA0110001","outside",19,1354,2.6
"CA0110001","inside",20,1277,1.6
"CA0110001","outside",20,1354,2.6
"CA0110003","inside",0,1540,100
"CA0110003","inside",1,1540,60.9
"CA0110003","inside",2,1540,30.8
"CA0110003","inside",3,1540,19
"CA0110003","inside",4,1540,13.1
"CA0110003","inside",5,1540,9.8
"CA0110003","inside",6,1540,7.7
"CA0110003","inside",7,1540,6.1
"CA0110003","inside",8,1540,5
"CA0110003","inside",9,1540,4.2
"CA0110003","inside",10,1540,3.5
"CA0110003","inside",11,1540,3.2
"CA0110003","inside",12,1540,2.8
