"pwsid","pop1990","pop2000","pop2010","cwsPop","under18","age18to34","age35to59","age60to64","over65","Asian","Black","Native","Other","White","Hispanic","d0to24k","d25to49k","d50to74k","d75to100k","d100to125k","d125to150k","d150kmore","built_2010later","built_2000to2009","built_1990to1999","built_1980to1989","built_1970to1979","built_1960to1969","built_1950to1959","built_1940to1949","built_1939early","keep"
"PA2408001",43097,41020,44515,45000,23.22,23.54,30.22,5.6,17.42,0.36,8.86,0.14,20.08,70.55,50.81,28.22,30.03,18.37,11.53,6.14,2.25,3.47,0.53,2.9,3.71,6.33,11.92,11.11,13.28,12.43,37.8,"keep"
"PA2408011",95,104,134,125,17.75,26.63,32.34,6.29,17,1.66,1.79,0.08,3.02,93.46,3.29,11.54,12.64,14.84,23.44,5.49,10.99,21.06,6.98,29.13,17.21,10.39,17.38,2.56,4.26,5.11,6.98,"too small"
"PA2409010",56842,54664,53212,52640,18.95,21.68,32.49,6.99,19.89,1.4,5.11,0.19,3.94,89.36,6.92,25.95,24.77,18.56,12.3,7.33,4.55,6.54,1.23,3.51,5.71,6.23,14.31,7.67,10.6,9.32,41.42,"keep"
"PA2450023",11222,12345,12537,13000,16.48,32.89,27.61,5.97,17.05,3.2,17.35,0.1,14.32,65.03,16.79,30.21,18.26,17.62,13.05,5.12,5.57,10.17,1.25,7.77,11.06,13.1,14.1,5.28,10.66,4.9,31.89,"keep"
"PA2450034",19895,24070,28937,30000,22.9,19.74,29.86,8.82,18.68,4.1,12.68,0.29,5.22,77.71,15.39,24.73,26.88,12.97,10.24,8.76,6.2,10.22,3.71,8.6,11.15,14.09,12.87,7.7,9.29,4.63,27.96,"keep"
"PA2450039",1115,1363,1482,1450,20.58,20.17,32.15,5.3,21.8,3.88,16.67,0,5.83,73.61,13.04,44.16,25.46,10.27,4.01,7.68,1.5,6.93,0.94,10.97,13.85,8.86,8.7,3.05,17.62,6.87,29.14,"keep"
"PA2450044",1039,1258,1360,1500,14.77,20.25,38.19,8.66,18.14,3.33,3.33,0.32,3.97,89.04,7.39,17.24,20.78,17.89,12.59,7.54,5.54,18.42,1.54,13.16,16.83,25.87,14.49,8.9,9.08,1.68,8.45,"keep"
"PA2450045",1343,2256,3644,3235,18.56,23.4,37.52,3.86,16.66,0,21.48,0.25,3.06,75.21,7.66,7.65,13.39,28.69,17.21,16.67,5.01,11.38,4.23,27.01,15.06,29.03,12.55,2.08,2.82,2.02,5.21,"too small"
"PA2450049",2035,2336,3846,3200,16.24,27.06,38.76,4.11,13.83,6.1,14.33,0.39,1.1,78.09,6.95,13.58,14.94,13.41,33.11,6.96,16.98,1.02,0.94,27.91,19.94,14.07,15.87,3.28,1.02,1.88,15.09,"keep"
"PA2450063",6815,13302,17945,17860,21.41,25.12,35.26,5.27,12.95,2.2,27.27,0.51,10.79,59.23,27.3,20.5,23.58,17.67,14.52,6.55,5.73,11.44,1.22,18.34,18.61,33.24,13.86,3.54,4.46,1.75,4.98,"keep"
"PA2450086",130,244,345,500,20.16,13.96,35.47,5.77,24.63,0,16.44,0,9.15,74.41,20.49,3.26,42.66,25.17,23.08,2.8,0,3.03,3.89,34.15,12.88,28.22,1.43,5.01,0,0,14.42,"too small"
"PA2450119",679,1020,1449,1580,20.12,22.55,34.34,7.18,15.81,2.53,18.86,0.9,7.34,70.37,20.22,12.86,20.63,21.46,13.94,9.84,6.92,14.34,6.74,27.14,19.01,18.2,11.89,5.55,4.26,1.83,5.38,"keep"
"PA2450122",1194,1769,2084,2100,22.28,21.3,33.34,7.16,15.93,4.21,10.63,0.31,4.73,80.12,14.64,15.17,18.09,17.15,14.54,15.75,7.23,12.07,0.74,15.14,17.76,22.02,25.32,6.32,1.29,4.41,7,"keep"
"PA2450133",688,1086,1666,1753,21.85,22.38,33.01,8.87,13.89,1.6,23.44,0.96,8.67,65.33,23.54,11.95,23.4,17.8,9.4,4.75,7.9,24.8,9.69,39.23,16.27,8.49,4.82,6.94,5.14,5.14,4.27,"keep"
"PA2450141",115,215,303,440,20.16,13.96,35.47,5.77,24.63,0,16.44,0,9.15,74.41,20.49,3.26,42.66,25.17,23.08,2.8,0,3.03,3.89,34.15,12.88,28.22,1.43,5.01,0,0,14.42,"too small"
"PA2520033",2796,6182,8640,8321,19.87,12.8,38.52,5.11,23.69,1.1,4.07,0.16,3.52,91.15,8.92,14.34,19.45,23.81,13.28,10.43,5.36,13.33,0.94,16.57,9.12,22.81,27.98,11.18,5.21,0.66,5.53,"keep"
"PA2520034",1338,2690,3207,2943,19.06,21.58,33.6,11.01,14.75,0.36,0.44,0,0.77,98.43,11.68,17.93,15.9,25.05,19.04,9.33,0.92,11.83,2.7,27.63,16.78,15.76,21.69,5.13,1.67,0,8.63,"keep"
"PA2520035",389,761,935,845,19.37,19.21,37.99,8.38,15.05,0.37,0.5,0,3.71,95.43,13.17,28.07,12.5,23.03,13.38,7.68,1.32,14.04,1.54,19.91,19.5,19.71,21.58,8.58,4.62,0.6,3.95,"keep"
"PA2520037",2987,5134,6220,6533,15.3,16.66,27.47,5.61,34.96,0,7.76,0,2.7,89.55,5.64,14.28,21.83,18.76,10.18,15.17,5.31,14.47,3.66,25.12,16.75,26.8,16.09,2.15,2.87,2,4.55,"keep"
"PA2520050",85,167,207,203,19.06,21.58,33.6,11.01,14.75,0.36,0.44,0,0.77,98.43,11.68,34.28,13.84,22.64,5.03,11.32,0,12.89,3.43,26.86,24.38,7.24,13.33,11.81,1.71,0,11.24,"too small"
"PA2520051",213,263,308,300,17.67,14.16,33.57,10.69,23.91,1.41,0,0,2.06,96.53,6.75,12.02,18.29,16.9,15.33,12.72,11.67,13.07,0.71,10.87,14.71,23.62,18.81,13.55,9.09,2.14,6.51,"too small"
"PA2520062",2096,4751,7657,7016,19.31,18,39.63,6.25,16.81,1.57,24.13,0.06,5.58,68.66,26.54,19.93,18.46,19.32,14.05,13.77,6.25,8.21,0.97,19.41,21.05,40.23,11.72,2.65,0.83,0.76,2.39,"keep"
"PA2520096",930,2041,2530,2450,19.07,20.73,36.34,8.01,15.84,1.83,25.55,0,10.68,61.95,24.16,11.43,29.7,11.9,22.24,3.42,10.58,10.73,0,22.06,28.25,20.9,17.57,1.01,1.96,1.43,6.83,"keep"
"PA2590038",4660,4693,4802,4100,21.2,26.67,25.58,8.68,17.88,1.05,1.01,0,2.94,95,2.63,32.15,25.25,16.12,10.91,6.71,5.3,3.56,1.39,9.73,13.54,10.08,18.58,8.96,4.42,3.27,30.01,"keep"
"PA2590042",8112,8123,8141,8225,19.15,18.51,31.05,5.8,25.49,0.64,1.2,0,1.22,96.94,0.86,20.94,25.68,21.79,10.45,11.26,5.02,4.86,5.82,7.35,7.38,12.94,13.88,4.91,7.82,6.13,33.76,"keep"
"PA2640025",4782,7344,9679,7105,15.08,18.24,31.48,7.88,27.32,0.85,0.55,0,0.83,97.77,3.04,20.34,17.25,21.12,17.68,12.1,3.35,8.15,0,8.38,19.28,44.9,18.14,3.19,1.37,2.37,2.39,"keep"
"PA2660014",6256,5981,5813,5349,19.78,17.63,33.47,6.8,22.33,0.32,1.05,0.06,0.88,97.69,0.76,22.8,28.39,13.05,8.38,16.4,7.82,3.15,4.08,8.16,10.63,8.98,16.45,12.33,8.43,2.47,28.46,"keep"
"PA3060010",4402,5326,5429,5353,20.24,19.07,41.56,5.42,13.72,1.27,1.01,0,2.02,95.7,3.48,13.18,26.86,14.76,15.55,12.43,6.28,10.94,0.04,4,13.01,12.84,16,4.84,5.14,7.43,36.7,"keep"
"PA3060018",4155,4256,4814,5100,15.19,15.43,34.58,5.95,28.85,2.16,2.83,0,6.38,88.63,8.82,9.03,22.65,17.69,19.78,12.73,3.47,14.64,1.1,11.85,6.2,22.05,35.55,5.43,5.43,2.63,9.76,"keep"
"PA3060035",4420,4723,4767,4990,18.75,21.23,33.48,6.99,19.55,0.29,0.15,0.47,2.58,96.5,3.52,16.13,19.48,24.25,17.39,9.44,7.46,5.85,6.46,4.93,11.2,8.72,12.99,8.42,10.15,7.93,29.19,"keep"
"PA3060038",16377,17713,19924,21000,21.28,19.55,34.66,4.74,19.76,2.63,7.93,1.63,9.68,78.12,19.7,13.58,21.39,24,16.37,12.13,6.16,6.38,2.64,10.46,13.08,6.42,8.54,11.13,18.57,7.57,21.58,"keep"
"PA3060041",12053,12751,14828,14200,14.12,38.16,28.05,3.36,16.31,2.76,1.52,0,1.48,94.24,2.3,24.69,23.14,11.57,13.39,10.84,4.56,11.8,0.08,12.48,1.49,8.78,8.82,17.06,6.41,2.33,42.56,"keep"
"PA3060059",78420,80828,86999,87000,28.22,26.09,29.11,4.82,11.75,0.98,12.47,1.77,26.53,58.25,59.2,38.51,27.66,15.97,9.11,4.74,1.84,2.17,0.78,1.28,3.18,3.32,10.11,9.24,11.31,10.33,50.46,"keep"
"PA3060069",19942,23874,27584,28508,22.83,20.61,32.1,5.35,19.12,2.75,7.93,0.33,6.48,82.51,15.11,11.58,19.21,18.65,14.79,10.54,7.97,17.26,2.16,14.88,16.42,10.34,13.6,14.48,13.18,3.37,11.58,"keep"
"PA3060076",4000,5559,7210,7654,21.05,18.37,35.06,6.64,18.87,2.99,3.05,0,4.93,89.03,5.98,10.73,25.79,20.55,13.67,8.64,6.96,13.67,5.07,19.28,24.47,8.14,9.82,5.87,9.06,5.07,13.21,"keep"
"PA3060078",4426,4129,4268,4300,23.52,24.75,29.79,3.36,18.58,3.05,7.41,0.02,23.54,65.98,26.2,20.7,30.76,19.62,15,6.96,2.03,4.94,0.06,1.31,0.06,1.25,11.66,6.48,9.82,19.63,49.73,"keep"
"PA3060081",8045,8010,7940,8000,19.24,17.33,33.25,7.67,22.51,1.11,2.18,0,0.86,95.84,2.04,21.64,22.72,16.33,17.71,6.76,3.41,11.43,1.28,4.21,6.39,5.52,16.51,7.01,15.16,7.49,36.43,"keep"
"PA3060082",8946,9446,10196,10400,21.64,22.21,30.39,8.12,17.65,1.52,4.28,0.17,11.73,82.31,16.68,16.97,26.67,18.66,15.29,11.7,4.36,6.34,0.83,1.72,4.93,6.48,6.98,11.71,23.11,10.4,33.84,"keep"
"PA3060083",8003,8390,8417,8500,18.35,19.43,28.16,6.79,27.27,2.19,2.36,0.15,7.69,87.6,10.62,10.24,21.55,16.17,10.89,6.61,12.99,21.55,1.53,5.81,10.22,18.38,11.78,15.62,10.25,3.24,23.17,"keep"
"PA3060088",15967,19498,24312,24951,22.39,16.81,35.54,6.79,18.47,2.09,4.78,0.07,2.92,90.14,8.07,9.63,14.89,18.7,12.79,13.62,11.37,19.01,1.46,21.41,20.89,18.81,16.74,6.79,6.77,2.25,4.88,"keep"
"PA3060098",1357,1674,2064,2175,20.28,19.3,38.43,7.44,14.56,2.45,3.82,0.18,2.82,90.72,8.87,8.37,12.57,18.33,18.15,15.73,8.52,18.33,5.45,22.75,20.25,13.43,12.18,3.52,5.09,2.94,14.39,"keep"
"PA3061153",56,60,68,75,17.67,15.79,34.64,7.14,24.75,1.57,2.02,0,4.17,92.25,5.74,8.82,16.66,15.16,24.55,13.59,7.24,13.99,1.8,14.6,12.35,14.71,30.43,4,9.77,2.92,9.43,"too small"
"PA3130004",10390,10137,9368,9300,21.79,22.23,33.61,5.74,16.62,0.02,2.25,0.07,1.49,96.17,8.12,34.7,27.71,10.8,16.3,5.4,1.44,3.65,1.06,0.61,2.44,5.82,3.3,4.23,4.48,12.37,65.7,"keep"
"PA3130021",844,877,872,900,19.13,18.05,36.06,7.87,18.89,0.24,0.33,0,0.35,99.08,1.33,20.96,16.94,26.99,14.93,9,6.6,4.59,0.17,3.14,4.67,4.67,16.14,8.5,5.18,14.02,43.5,"keep"
"PA3390024",104470,105914,114712,118000,25.35,26.11,29.45,4.97,14.11,3.76,13.04,0.54,16.26,66.41,45.13,28.97,27.65,19.11,10.41,5.72,2.82,5.33,2.11,5.02,4.07,5.97,10.92,12.22,16.33,7.08,36.28,"keep"
"PA3390032",13101,13769,13755,14000,19.38,21.1,33.52,8.3,17.69,2.44,3.38,0.32,3.52,90.34,7.42,14.31,27.76,15.71,11.66,10.76,9.38,10.43,1.98,2.66,10.04,4.3,11.27,13.32,22.95,9.21,24.27,"keep"
"PA3390035",85,106,112,122,18.8,14.41,36.92,9.71,20.16,0.96,0.45,0,2.07,96.52,1.72,5.79,15.19,7.95,10.74,13.12,12.29,34.92,3.31,7.02,20.14,12.91,17.87,14.26,8.99,2.79,12.71,"too small"
"PA3390047",548,500,503,509,19.97,12.68,42.22,7.44,17.69,0,1.82,0,1.57,96.61,3.85,13.68,24.42,24.84,18.32,5.26,1.47,12,2.83,3.84,3.03,24.44,42.42,2.83,3.64,2.63,14.34,"too small"
"PA3390055",1966,2570,2781,2910,21.53,18.91,33.37,7.39,18.81,0.77,1.03,0.28,4.51,93.4,12.7,8.95,16.67,18.56,16.34,12.48,8.29,18.72,1.37,8.76,22.89,18.8,23.86,9.08,2.97,1.61,10.68,"keep"
"PA3390062",8576,8747,8581,8522,17.24,16.51,36.06,7.34,22.85,1.24,2.29,0.11,7.67,88.69,11.17,14.77,21.64,12.56,17.77,9.97,6.59,16.7,0.53,5.31,2.54,13.48,14.28,27.89,19.49,4.22,12.27,"keep"
"PA3390065",13521,13656,14042,14500,21.69,19.18,28.57,8.84,21.71,6.73,2.52,0.01,7.37,83.37,10.89,8.03,19.36,19.75,14.82,11.13,10.4,16.52,1.59,9.33,5.12,15.41,16.4,12.81,26.71,5.62,7,"keep"
"PA3390073",23771,31058,43322,47693,23.83,15.87,35.59,7.16,17.56,7.83,4.52,0.08,3.7,83.86,8,8.57,16.04,16.8,12.04,11.15,8.89,26.51,9.97,30.36,15.41,14.83,13.26,7.7,3.09,1.4,3.98,"keep"
"PA3390075",971,1034,1038,1046,17.94,17.28,32.98,7.85,23.94,2.57,1.85,0.4,3.3,91.89,5.87,12.32,24.64,11.59,10.87,13.77,8.7,18.12,4.56,4.56,15.09,12.98,11.58,12.28,19.65,6.67,12.63,"keep"
"PA3390076",219,242,275,256,18.77,15.1,35.42,9.6,21.11,0.74,0.2,0,2.17,96.89,2.41,5.04,11.94,27.85,15.65,0,8.22,31.3,0,13,17.77,13.26,15.12,11.14,12.47,0,17.24,"too small"
"PA3390077",4132,5090,6474,7300,20.38,19.95,33.79,8.39,17.5,3.25,0.88,0,4.21,91.66,6.26,7.24,13.74,14.03,16.4,12.92,6.79,28.88,11.24,19.65,15.19,5.44,9.68,10.81,10.18,4.17,13.64,"keep"
"PA3390078",880,911,921,965,22.18,16.6,39.18,6.03,16,0.04,0.15,0,1.96,97.84,1.36,14.24,24.74,15.69,10.55,15.11,6.69,12.98,1.97,7.42,11.92,14,14.05,12.14,5.4,4.55,28.56,"keep"
"PA3390080",84,88,89,88,21.42,14.77,40.65,6.4,16.77,0,0.72,0,1.52,97.76,1.69,14.24,14.92,20.5,16.07,9.43,6.35,18.48,6.61,4.82,10.67,29.46,24.36,1.32,1.7,5.85,15.2,"too small"
"PA3390081",10422,11468,12587,13063,21.55,25.51,28.8,6.72,17.43,6.59,13.17,0.03,8.32,71.88,24.12,13.41,23.39,20.3,17.29,10.84,7.18,7.59,1.3,11.18,15.62,17.9,19.51,15.24,10.25,3.98,5.03,"keep"
"PA3390085",169,184,174,158,20.28,18.84,35.95,8.48,16.44,0,0.41,0,4.48,95.11,3.64,9.24,6.64,15.88,21.33,12.8,10.43,23.7,0,10.02,14.29,24.31,14.71,7.04,7.25,2.13,20.26,"too small"
"PA3390111",4087,4909,5040,5529,18.13,17.28,33.76,9.62,21.21,2.42,0.35,0.17,1.75,95.31,3.44,5.59,17.98,16.09,15.14,9.15,10.41,25.64,5.55,11.19,17.35,20.8,11.32,6.08,5.73,5.33,16.65,"too small"
"PA3390115",161,211,275,290,20.28,18.84,35.95,8.48,16.44,0,0.41,0,4.48,95.11,3.64,5.34,12.24,12.76,33.45,13.28,6.72,16.21,0,29.66,22.93,4.14,9.83,2.93,5.86,0,24.66,"too small"
"PA3480027",4714,5383,5796,5700,22.53,15.23,32.49,8.29,21.46,2.64,2.08,0,2.49,92.79,8.18,14.84,16.54,12.91,11.21,10.36,6.26,27.9,1.57,14.21,18.85,12.49,14.21,9.65,9.42,4.04,15.56,"keep"
"PA3480028",178,183,186,170,18.29,13.08,33.25,9.54,25.83,0,0,0,0,100,1.71,15.84,20.95,10.6,21.07,9.58,2.68,19.28,0.25,14.87,11.56,7.5,11.44,9.4,6.23,0,38.75,"too small"
"PA3480038",7974,8179,8876,9008,23.19,23.85,29.74,6.56,16.65,0.77,0.31,0.38,2.04,96.49,4.68,27.69,21.96,16.1,17.89,6.36,2.85,7.14,0.39,3.34,2.42,6.15,9.38,7.18,12.67,9.33,49.14,"keep"
"PA3480046",100110,105765,114876,117259,19.01,23.9,30.86,6.81,19.43,3.04,6.46,0.11,7.82,82.57,20.53,18.11,22.95,17.59,13.21,9.83,6.36,11.95,1.75,7.58,9.02,10.81,11.99,10.44,15.44,6.74,26.22,"keep"
"PA3480050",72978,81412,95251,96867,19.86,22.02,33.2,6.99,17.94,4.29,8.82,0.15,6.21,80.53,11.82,12.8,18.19,19.46,13.39,11.65,8.2,16.3,3.98,14,12.72,8.05,9.85,6.54,10.72,3.95,30.19,"keep"
"PA3480052",4711,4722,5446,5800,21.32,19.73,34.86,5.2,18.89,3.89,1.71,1.02,1.19,92.19,8.04,16.33,19.24,20.52,13.78,14.14,6.02,9.95,2.87,2.78,2.78,7.56,8.09,8.47,17.04,18.53,31.88,"keep"
"PA3480055",15298,18317,22593,23763,21.56,19.53,34.11,5.49,19.32,1.74,1.79,0.12,2.88,93.47,6.67,13.28,22.01,18.88,13.46,12.29,5.63,14.44,4.2,14.49,9.23,4.73,6.79,8.28,11.89,6.36,34.04,"keep"
"PA3480057",32951,36085,39329,40000,20.58,20.18,33.96,6.43,18.85,2.04,2.98,0.5,5.56,88.92,12.9,16.15,26.2,17.29,16.3,9.59,6.76,7.7,1.23,6.32,8.26,9.74,7.63,10.77,15.61,6.95,33.5,"keep"
"PA3540011",5030,4468,5672,5584,14.96,28.64,38.07,5.68,12.65,0.91,21.8,0.59,8.37,68.32,11.02,35.96,30.42,15.87,8.94,6.55,0.63,1.64,0.04,0.62,1.16,2.93,6.65,0.04,2.89,5.66,80.02,"keep"
"PA3540017",8348,8303,7418,7100,16.9,19.65,35.67,6.82,20.96,0.31,0.62,0.2,0.48,98.39,2.55,29.35,23.66,16.45,13.98,7.74,3.23,5.59,0.87,2.69,2.86,4.07,5.81,6.76,9.01,9.01,58.93,"keep"
"PA3540032",6479,7137,5738,5583,21.42,17.03,33.05,8.02,20.48,1.97,0.42,0.16,4.16,93.29,6.26,23.52,22.49,20.26,17.87,9.45,4.29,2.12,0.13,1.01,3.9,1.3,9.35,7.88,10.15,4.61,61.68,"keep"
"PA3540035",8226,8146,7769,7275,23.21,15.49,31.75,10.05,19.5,0.32,0.22,0,1.93,97.52,2.73,34.32,27.4,20.17,8.87,5.94,1.99,1.29,0.24,2.08,2.45,2.79,18.44,5.84,6.79,8.33,53.04,"keep"
"PA3540038",32764,33282,32582,31850,18.01,19.68,35.41,6.52,20.37,0.29,4.83,0.25,1.83,92.81,3.6,27.98,26.49,17.13,11.88,7.33,3.55,5.64,0.38,2.74,4.48,3.64,9.54,5.91,8.96,7.86,56.49,"keep"
"PA3540041",6017,5903,5997,6000,21.48,21.98,30.13,5.57,20.83,0.75,0.57,0,1.51,97.17,1.69,22.56,24.59,15,18.48,8.57,4.49,6.31,0.6,3.16,6.09,5.41,8.38,8,13.71,8.6,46.06,"keep"
"PA4050002",5196,5474,5356,5127,17.75,16.2,26.95,8.77,30.34,3.47,2.16,0.03,0.46,93.88,0.4,26.71,22.46,25.56,11.52,6.34,3.89,3.53,0,2.73,4.31,7.36,7.99,7.99,19.97,6.47,43.18,"keep"
"PA4070011",2156,2344,2567,2550,17.56,17.26,31.15,5.9,28.12,3.58,0.42,0.01,0.38,95.61,0.43,16.22,28.57,17.86,10.55,11.98,5.87,8.95,7.11,15.93,19.02,5.83,15.09,13.66,7.36,2.68,13.31,"keep"
"PA4070017",8657,8978,8929,8523,16.9,15.67,32.15,6.55,28.73,1.73,1.33,0.04,0.28,96.62,0.14,21.14,27.44,19.34,11.18,7.75,5.89,7.26,3.84,9.87,9.48,3.67,11.06,5.53,14.01,8.03,34.52,"keep"
"PA4070023",67790,66704,64383,62500,19.8,20.99,32.49,7,19.72,0.46,2.37,0.1,2.27,94.79,1.38,29.68,26.72,18.06,11.22,6.71,2.86,4.75,0.97,3.21,5.71,5.25,12.1,9.06,13.83,9.51,40.36,"keep"
"PA4110009",9987,9206,8954,8500,16.28,19,30.91,10.99,22.82,0.07,0.83,0,0.45,98.65,0.59,22.71,29.91,20.34,12.22,6.17,3.35,5.3,1.39,12.74,3.03,7.61,9.4,9.6,20.2,13.23,22.79,"keep"
"PA4110017",26712,25958,25433,23140,20.55,21.29,30.55,6.37,21.23,0.46,0.57,0.03,1.05,97.88,0.72,20.23,24.5,18.56,13.07,11.12,5.22,7.3,2.66,5.23,6.32,8.24,16.49,8.04,15.69,9.13,28.19,"keep"
"PA4110021",4083,3815,3491,3198,18.72,16.24,29.26,10.6,25.18,0.06,0.38,0,0.79,98.78,0.58,16.89,26.97,17.98,14.25,10.09,7.68,6.14,2.67,5.15,12.4,10.11,14.5,14.12,14.12,13.55,13.36,"keep"
"PA4110027",8962,8435,7968,7600,19.11,15.23,30.42,10.02,25.22,0.13,0.4,0,1.05,98.43,0.9,24.68,27.03,19.26,14.37,6.95,4.18,3.53,1.04,2.92,4.38,5.58,13.77,6.83,16.22,12.88,36.36,"keep"
"PA4110034",64725,58399,53193,49500,19.5,17.73,30.18,9.08,23.52,0.59,8.07,0.08,4.19,87.07,2.62,36.06,27.76,15.41,9.05,5.08,3.37,3.26,0.17,1.46,2.16,2.8,7.67,10.16,19,15.97,40.61,"keep"
"PA4110046",1597,1441,1445,1388,24.57,14.32,32.61,7.69,20.81,0,0.58,0,0.78,98.64,0.27,17.51,30.45,18.19,13.52,12.16,4.47,3.7,1.69,6.42,6.51,9.72,16.41,6.69,8.74,11.15,32.65,"keep"
"PA4140075",7139,7699,8798,9500,17.74,20.54,34.19,7.83,19.69,0.53,3.35,0,1.24,94.88,1.95,16.92,26.76,19.1,13.86,7.91,8.82,6.64,3.05,7.42,8.49,4.03,10.83,9.42,18.45,3.39,34.92,"keep"
"PA4140082",4071,5060,5639,6000,16.97,27.27,30.35,7.48,17.92,5.04,2.72,0.39,3.17,88.68,3.1,12.79,16.95,18.65,10.64,15.43,5.01,20.53,9.11,18.06,11.38,23.56,7.56,9.91,10.04,3.4,6.97,"keep"
"PA4140083",2724,2879,2902,2750,18.16,20.47,36.36,9.24,15.77,0,0,0,0,100,0.49,18.96,22.7,23.56,14.17,11.22,4.99,4.4,2.25,6.64,14.64,14.13,14.7,10.87,11.43,1.63,23.7,"keep"
"PA4140087",18647,19520,20205,20095,17.36,16.3,40.19,6.69,19.46,0.64,2.77,0.23,1.74,94.61,4.7,29.22,24.18,19.78,11.6,7.35,4.06,3.81,2.45,7.7,11.99,8.5,12.66,6.77,7.76,9.02,33.16,"keep"
"PA4140096",51128,58215,68408,72000,12.79,48.78,22.04,4.61,11.78,11.17,4.28,0.07,2.89,81.59,3.78,29.89,19.58,15.51,9.11,8.75,4.46,12.69,5.43,11.99,18.8,13.35,17.23,14.22,8.27,3.88,6.84,"keep"
"PA4140118",1924,2210,2857,3300,21.2,15.72,37.89,7.01,18.18,0.44,0.75,0,1.61,97.2,0.39,13.05,20.51,19.16,18.45,13.21,6.25,9.38,10.79,22.85,11.04,13.03,10.56,6.75,9.64,3.23,12.11,"keep"
"PA4140120",1963,2273,2998,3250,22.73,16.61,36.62,7.6,16.44,0.29,0.16,0,0.67,98.89,0.34,10.74,21.31,18.7,18.05,17.67,4.02,9.51,8.33,22.38,12.8,16.4,14.3,6.6,4.26,0.22,14.71,"keep"
"PA4180048",9412,9830,10564,9890,15.18,46.49,21.02,3.91,13.39,1.34,4.7,0.68,0.99,92.29,1.89,35.55,30.38,16.46,7.35,5.58,1.67,3.02,2.69,3.14,11.16,4.76,17.45,6.85,16.31,8.69,28.94,"keep"
"PA4190008",23141,23857,27200,26407,12.61,53.74,18.59,3,12.05,2.3,5.42,0.01,2.4,89.87,3.79,37.11,25.56,14.4,8.96,5.07,3.59,5.3,5.38,5.61,4.05,8.62,11.62,8.83,10.6,4.79,40.49,"keep"
"PA4190013",13382,13148,12991,12880,17.89,20.19,34.61,6.73,20.58,0.07,1.74,0.04,2.27,95.87,5.61,26.77,26.82,21.76,11.93,4.43,3.5,4.8,0.72,1.54,4.71,6.72,13.56,10.89,16.53,11.18,34.15,"keep"
"PA4190016",1315,1284,1335,1220,17.27,17.87,35.35,9.91,19.6,0,1.57,0,1.35,97.08,3.98,18.73,23.09,21.31,14.97,9.42,7.04,5.45,2.42,7.42,7.51,11.72,15.21,11.54,12.34,8.5,23.35,"keep"
"PA4190840",254,293,303,341,17.69,16.48,36.89,6.08,22.86,2.63,2.07,0.21,1.34,93.75,2.58,19.28,28.27,15.4,10.91,8.88,3.65,13.6,8.74,12.47,11.29,12.13,18.8,11.09,13.4,1.23,10.85,"too small"
"PA4310012",13438,13887,13957,13776,16.53,32.93,25.32,4.34,20.88,2.49,3.42,0.6,2.52,90.97,1.52,32.42,26.13,16.13,12.31,6.75,3.51,2.74,1.16,3.67,5.23,3.38,8.53,4.43,13.04,13.62,46.95,"keep"
"PA4410156",6737,7148,6840,6600,26.49,19.07,30.29,6.53,17.62,0.05,0.03,0,1.32,98.6,1.77,23,29.96,21.06,12.6,7.13,3.59,2.65,1.21,6.27,7.21,7.17,4.7,5.15,5.28,8.42,54.59,"keep"
"PA4410173",54703,53984,52113,51000,20.58,24.3,30.15,6.84,18.13,1.66,8.46,0.34,2.51,87.03,2.24,28.85,24.97,16.94,12.27,7.82,3.86,5.29,1.28,3.94,5.23,5.06,9.05,9.89,14.53,8.29,42.73,"keep"
"PA4410175",4856,4836,4915,4983,25.27,19,29.59,5.63,20.51,0.68,0.08,0.01,4.18,95.04,2.06,16.92,24.63,25.05,11.46,8.67,4.5,8.78,0.15,5.35,4.48,2.5,8.56,24.5,30.51,3.21,20.73,"keep"
"PA4440010",27364,27262,27110,26765,20.53,19.54,31.38,6.91,21.64,0.31,0.7,0.42,2.91,95.66,1.83,28.07,28.53,20.86,11.5,4.92,2.89,3.23,2.74,2.3,5.06,5.39,10.74,6.36,16.79,15.02,35.59,"keep"
"PA4470007",5163,5091,4935,4897,16.06,28.45,27.77,7.42,20.3,1.96,1.11,0.01,0.92,96,1.55,34.58,24.63,13.63,12.75,4.97,3.96,5.48,2.93,0.88,3.81,13.02,11.56,13.07,9,9.42,36.31,"keep"
"PA4470010",5973,6003,5860,5661,17.53,23.19,28.35,7.45,23.48,6.82,3.21,0.11,1.03,88.82,4.31,23.14,21.95,18.95,15.24,5.08,3.84,11.79,3.17,5.85,14.86,12.06,21.71,10.98,6.45,4.25,20.67,"keep"
"PA4490007",13441,12399,11775,11043,21.36,28.55,27.39,5.94,16.76,0.01,3.69,0.15,2.75,93.4,5.79,33.92,30.89,17.39,9.95,2.97,2.73,2.15,0.07,0.35,1,5.75,13.14,7.65,12.71,9.56,49.78,"keep"
"PA4490016",710,709,728,705,22.73,13.21,34.44,9.32,20.3,0.32,0.49,0,2.34,96.86,2.58,15.57,20.93,20.53,14.05,11.32,7.89,9.71,2.75,11.27,8.81,8.24,18.56,9.85,7.48,5.11,27.94,"keep"
