"pwsid","year","unemploy_rate"
"TX0790435",1996,3.07
"TX0790435",1998,2.83
"TX0790435",2000,3.52
"TX0790435",2002,5.17
"TX0790435",2004,5.46
"TX0790435",2006,4.72
"TX0790435",2008,4.38
"TX0790435",2010,7.62
"TX0790435",2012,5.95
"TX0790435",2014,4.51
"TX0790435",2016,4.99
"TX0790435",2018,3.94
"TX0790435",2020,7.86
"TX0790435",2021,6.66
"TX0790440",1990,3.49
"TX0790440",1992,4.62
"TX0790440",1994,4.49
"TX0790440",1996,3.07
"TX0790440",1998,2.83
"TX0790440",2000,3.52
"TX0790440",2002,5.17
"TX0790440",2004,5.46
"TX0790440",2006,4.72
"TX0790440",2008,4.38
"TX0790440",2010,7.62
"TX0790440",2012,5.95
"TX0790440",2014,4.51
"TX0790440",2016,4.99
"TX0790440",2018,3.94
"TX0790440",2020,7.86
"TX0790440",2021,6.66
"TX0790472",1990,3.49
"TX0790472",1992,4.62
"TX0790472",1994,4.49
"TX0790472",1996,3.07
"TX0790472",1998,2.83
"TX0790472",2000,3.52
"TX0790472",2002,5.17
"TX0790472",2004,5.46
"TX0790472",2006,4.72
"TX0790472",2008,4.38
"TX0790472",2010,7.62
"TX0790472",2012,5.95
"TX0790472",2014,4.51
"TX0790472",2016,4.99
"TX0790472",2018,3.94
"TX0790472",2020,7.86
"TX0790472",2021,6.66
"TX0790474",1990,3.49
"TX0790474",1992,4.62
"TX0790474",1994,4.49
"TX0790474",1996,3.07
"TX0790474",1998,2.83
"TX0790474",2000,3.52
"TX0790474",2002,5.17
"TX0790474",2004,5.46
"TX0790474",2006,4.72
"TX0790474",2008,4.38
"TX0790474",2010,7.62
"TX0790474",2012,5.95
"TX0790474",2014,4.51
"TX0790474",2016,4.99
"TX0790474",2018,3.94
"TX0790474",2020,7.86
"TX0790474",2021,6.66
"TX0790478",1990,3.49
"TX0790478",1992,4.62
"TX0790478",1994,4.49
"TX0790478",1996,3.07
"TX0790478",1998,2.83
"TX0790478",2000,3.52
"TX0790478",2002,5.17
"TX0790478",2004,5.46
"TX0790478",2006,4.72
"TX0790478",2008,4.38
"TX0790478",2010,7.62
"TX0790478",2012,5.95
"TX0790478",2014,4.51
"TX0790478",2016,4.99
"TX0790478",2018,3.94
"TX0790478",2020,7.86
"TX0790478",2021,6.66
"TX0790543",1990,3.49
"TX0790543",1992,4.62
"TX0790543",1994,4.49
"TX0790543",1996,3.07
"TX0790543",1998,2.83
"TX0790543",2000,3.52
"TX0790543",2002,5.17
"TX0790543",2004,5.46
"TX0790543",2006,4.72
"TX0790543",2008,4.38
"TX0790543",2010,7.62
"TX0790543",2012,5.95
"TX0790543",2014,4.51
"TX0790543",2016,4.99
"TX0790543",2018,3.94
"TX0790543",2020,7.86
"TX0790543",2021,6.66
"TX0790566",1990,3.49
"TX0790566",1992,4.62
"TX0790566",1994,4.49
"TX0790566",1996,3.07
"TX0790566",1998,2.83
"TX0790566",2000,3.52
"TX0790566",2002,5.17
"TX0790566",2004,5.46
"TX0790566",2006,4.72
"TX0790566",2008,4.38
"TX0790566",2010,7.62
"TX0790566",2012,5.95
"TX0790566",2014,4.51
"TX0790566",2016,4.99
"TX0790566",2018,3.94
"TX0790566",2020,7.86
"TX0790566",2021,6.66
"TX0800001",1990,5.98
"TX0800001",1992,9.01
"TX0800001",1994,7.3
"TX0800001",1996,6.23
"TX0800001",1998,4.38
"TX0800001",2000,4.19
"TX0800001",2002,4.8
"TX0800001",2004,4.53
"TX0800001",2006,4.14
"TX0800001",2008,4.19
"TX0800001",2010,8.61
"TX0800001",2012,7.39
"TX0800001",2014,5.15
"TX0800001",2016,4.88
"TX0800001",2018,4.1
"TX0800001",2020,5.81
"TX0800001",2021,5.07
"TX0800016",1990,6.48
"TX0800016",1992,8.81
"TX0800016",1994,7.64
"TX0800016",1996,6.78
"TX0800016",1998,6.17
"TX0800016",2000,4.71
"TX0800016",2002,5.94
"TX0800016",2004,5.48
"TX0800016",2006,4.68
"TX0800016",2008,4.64
"TX0800016",2010,8.83
"TX0800016",2012,7.71
"TX0800016",2014,5.99
"TX0800016",2016,5.7
"TX0800016",2018,4.55
"TX0800016",2020,6.9
"TX0800016",2021,5.85
"TX0810002",1990,5.52
"TX0810002",1992,6.69
"TX0810002",1994,6.98
"TX0810002",1996,5.34
"TX0810002",1998,5.53
"TX0810002",2000,5.04
"TX0810002",2002,5.74
"TX0810002",2004,4.75
"TX0810002",2006,3.92
"TX0810002",2008,3.96
"TX0810002",2010,8.23
"TX0810002",2012,6.74
"TX0810002",2014,5.62
"TX0810002",2016,6.67
"TX0810002",2018,5.83
"TX0810002",2020,8.79
"TX0810002",2021,8.09
"TX0820002",1990,6.93
"TX0820002",1992,14.43
"TX0820002",1994,11.34
"TX0820002",1996,9.67
"TX0820002",1998,8.85
"TX0820002",2000,6.03
"TX0820002",2002,7.73
"TX0820002",2004,6.95
"TX0820002",2006,5.4
"TX0820002",2008,5.33
"TX0820002",2010,7.29
"TX0820002",2012,5.04
"TX0820002",2014,3.57
"TX0820002",2016,4.85
"TX0820002",2018,2.83
"TX0820002",2020,5.75
"TX0820002",2021,5.42
"TX0840002",1990,5.21
"TX0840002",1992,7.42
"TX0840002",1994,6.91
"TX0840002",1996,5.79
"TX0840002",1998,4.57
"TX0840002",2000,4.33
"TX0840002",2002,6.17
"TX0840002",2004,6.25
"TX0840002",2006,5.04
"TX0840002",2008,4.77
"TX0840002",2010,8.36
"TX0840002",2012,6.7
"TX0840002",2014,5.02
"TX0840002",2016,5.31
"TX0840002",2018,4.4
"TX0840002",2020,8.82
"TX0840002",2021,7.14
"TX0840003",1990,7.03
"TX0840003",1992,8.91
"TX0840003",1994,8.48
"TX0840003",1996,8.18
"TX0840003",1998,6.74
"TX0840003",2000,4.82
"TX0840003",2002,6.51
"TX0840003",2004,6.75
"TX0840003",2006,5.1
"TX0840003",2008,5.6
"TX0840003",2010,9.13
"TX0840003",2012,7.64
"TX0840003",2014,5.61
"TX0840003",2016,5.32
"TX0840003",2018,4.6
"TX0840003",2020,8.7
"TX0840003",2021,7.24
"TX0840004",1990,7.03
"TX0840004",1992,8.91
"TX0840004",1994,8.48
"TX0840004",1996,8.18
"TX0840004",1998,6.74
"TX0840004",2000,4.82
"TX0840004",2002,6.51
"TX0840004",2004,6.75
"TX0840004",2006,5.1
"TX0840004",2008,5.6
"TX0840004",2010,9.13
"TX0840004",2012,7.64
"TX0840004",2014,5.61
"TX0840004",2016,5.32
"TX0840004",2018,4.6
"TX0840004",2020,8.7
"TX0840004",2021,7.24
"TX0840006",1990,7.03
"TX0840006",1992,8.91
"TX0840006",1994,8.48
"TX0840006",1996,8.18
"TX0840006",1998,6.74
"TX0840006",2000,4.82
"TX0840006",2002,6.51
"TX0840006",2004,6.75
"TX0840006",2006,5.1
"TX0840006",2008,5.6
"TX0840006",2010,9.13
"TX0840006",2012,7.64
"TX0840006",2014,5.61
"TX0840006",2016,5.32
"TX0840006",2018,4.6
"TX0840006",2020,8.7
"TX0840006",2021,7.24
"TX0840007",1990,5.25
"TX0840007",1992,7.44
"TX0840007",1994,6.89
"TX0840007",1996,5.73
"TX0840007",1998,4.48
"TX0840007",2000,4.29
"TX0840007",2002,6.16
"TX0840007",2004,6.21
"TX0840007",2006,5.04
"TX0840007",2008,4.75
"TX0840007",2010,8.35
"TX0840007",2012,6.7
"TX0840007",2014,5.02
"TX0840007",2016,5.32
"TX0840007",2018,4.39
"TX0840007",2020,8.82
"TX0840007",2021,7.11
"TX0840008",1990,7.03
"TX0840008",1992,8.91
"TX0840008",1994,8.48
"TX0840008",1996,8.18
"TX0840008",1998,6.74
"TX0840008",2000,4.82
"TX0840008",2002,6.51
"TX0840008",2004,6.75
"TX0840008",2006,5.1
"TX0840008",2008,5.6
"TX0840008",2010,9.13
"TX0840008",2012,7.64
"TX0840008",2014,5.61
"TX0840008",2016,5.32
"TX0840008",2018,4.6
"TX0840008",2020,8.7
"TX0840008",2021,7.24
"TX0840010",1990,7.03
"TX0840010",1992,8.91
"TX0840010",1994,8.48
"TX0840010",1996,8.18
"TX0840010",1998,6.74
"TX0840010",2000,4.82
"TX0840010",2002,6.51
"TX0840010",2004,6.75
"TX0840010",2006,5.1
"TX0840010",2008,5.6
"TX0840010",2010,9.13
"TX0840010",2012,7.64
"TX0840010",2014,5.61
"TX0840010",2016,5.32
"TX0840010",2018,4.6
"TX0840010",2020,8.7
"TX0840010",2021,7.24
"TX0840011",1990,7.03
"TX0840011",1992,8.91
"TX0840011",1994,8.48
"TX0840011",1996,8.18
"TX0840011",1998,6.74
"TX0840011",2000,4.82
"TX0840011",2002,6.51
"TX0840011",2004,6.75
"TX0840011",2006,5.1
"TX0840011",2008,5.6
"TX0840011",2010,9.13
"TX0840011",2012,7.64
"TX0840011",2014,5.61
"TX0840011",2016,5.32
"TX0840011",2018,4.6
"TX0840011",2020,8.7
"TX0840011",2021,7.24
"TX0840030",1990,7.03
"TX0840030",1992,8.91
"TX0840030",1994,8.48
"TX0840030",1996,8.18
"TX0840030",1998,6.74
"TX0840030",2000,4.82
"TX0840030",2002,6.51
"TX0840030",2004,6.75
"TX0840030",2006,5.1
"TX0840030",2008,5.6
"TX0840030",2010,9.13
"TX0840030",2012,7.64
"TX0840030",2014,5.61
"TX0840030",2016,5.32
"TX0840030",2018,4.6
"TX0840030",2020,8.7
"TX0840030",2021,7.24
"TX0840044",1990,7.03
"TX0840044",1992,8.91
"TX0840044",1994,8.48
"TX0840044",1996,8.18
"TX0840044",1998,6.74
"TX0840044",2000,4.82
"TX0840044",2002,6.51
"TX0840044",2004,6.75
"TX0840044",2006,5.1
"TX0840044",2008,5.6
"TX0840044",2010,9.13
"TX0840044",2012,7.64
"TX0840044",2014,5.61
"TX0840044",2016,5.32
"TX0840044",2018,4.6
"TX0840044",2020,8.7
"TX0840044",2021,7.24
"TX0850001",1990,4.31
"TX0850001",1992,5.38
"TX0850001",1994,6.66
"TX0850001",1996,5.7
"TX0850001",1998,6.84
"TX0850001",2000,4.33
"TX0850001",2002,5.37
"TX0850001",2004,5.33
"TX0850001",2006,3.81
"TX0850001",2008,3.79
"TX0850001",2010,5.88
"TX0850001",2012,4.96
"TX0850001",2014,3.65
"TX0850001",2016,3.9
"TX0850001",2018,2.9
"TX0850001",2020,7.07
"TX0850001",2021,5.53
"TX0860001",1990,1.62
"TX0860001",1992,2.48
"TX0860001",1994,1.98
"TX0860001",1996,1.66
"TX0860001",1998,1.8
"TX0860001",2000,3.83
"TX0860001",2002,4.09
"TX0860001",2004,3.72
"TX0860001",2006,3.25
"TX0860001",2008,3.04
"TX0860001",2010,5.46
"TX0860001",2012,4.7
"TX0860001",2014,3.52
"TX0860001",2016,2.84
"TX0860001",2018,2.52
"TX0860001",2020,4.37
"TX0860001",2021,3.64
"TX0880001",1990,4.55
"TX0880001",1992,5.82
"TX0880001",1994,6.63
"TX0880001",1996,4.82
"TX0880001",1998,3.71
"TX0880001",2000,3.78
"TX0880001",2002,5.21
"TX0880001",2004,5.56
"TX0880001",2006,4.01
"TX0880001",2008,3.72
"TX0880001",2010,7.39
"TX0880001",2012,5.49
"TX0880001",2014,4.08
"TX0880001",2016,5.79
"TX0880001",2018,3.78
"TX0880001",2020,8.23
"TX0880001",2021,7.39
"TX0880011",1990,4.55
"TX0880011",1992,5.82
"TX0880011",1994,6.63
"TX0880011",1996,4.82
"TX0880011",1998,3.71
"TX0880011",2000,3.78
"TX0880011",2002,5.21
"TX0880011",2004,5.56
"TX0880011",2006,4.01
"TX0880011",2008,3.72
"TX0880011",2010,7.39
"TX0880011",2012,5.49
"TX0880011",2014,4.08
"TX0880011",2016,5.79
"TX0880011",2018,3.78
"TX0880011",2020,8.23
"TX0880011",2021,7.39
"TX0880012",1990,4.55
"TX0880012",1992,5.82
"TX0880012",1994,6.63
"TX0880012",1996,4.82
"TX0880012",1998,3.71
"TX0880012",2000,3.78
"TX0880012",2002,5.21
"TX0880012",2004,5.56
"TX0880012",2006,4.01
"TX0880012",2008,3.72
"TX0880012",2010,7.39
"TX0880012",2012,5.49
"TX0880012",2014,4.08
"TX0880012",2016,5.79
"TX0880012",2018,3.78
"TX0880012",2020,8.23
"TX0880012",2021,7.39
"TX0890001",1990,3.02
"TX0890001",1992,5.41
"TX0890001",1994,4.5
"TX0890001",1996,4.95
"TX0890001",1998,3.94
"TX0890001",2000,3.44
"TX0890001",2002,4.96
"TX0890001",2004,4.58
"TX0890001",2006,4
"TX0890001",2008,3.88
"TX0890001",2010,6.81
"TX0890001",2012,5.08
"TX0890001",2014,3.85
"TX0890001",2016,4.23
"TX0890001",2018,3.01
"TX0890001",2020,5.74
"TX0890001",2021,4.58
"TX0890002",1990,3.02
"TX0890002",1992,5.41
"TX0890002",1994,4.5
"TX0890002",1996,4.95
"TX0890002",1998,3.94
"TX0890002",2000,3.44
"TX0890002",2002,4.96
"TX0890002",2004,4.58
"TX0890002",2006,4
"TX0890002",2008,3.88
"TX0890002",2010,6.81
"TX0890002",2012,5.08
"TX0890002",2014,3.85
"TX0890002",2016,4.23
"TX0890002",2018,3.01
"TX0890002",2020,5.74
"TX0890002",2021,4.58
"TX0890004",1990,3.02
"TX0890004",1992,5.41
"TX0890004",1994,4.5
"TX0890004",1996,4.95
"TX0890004",1998,3.94
"TX0890004",2000,3.44
"TX0890004",2002,4.96
"TX0890004",2004,4.58
"TX0890004",2006,4
"TX0890004",2008,3.88
"TX0890004",2010,6.81
"TX0890004",2012,5.08
"TX0890004",2014,3.85
"TX0890004",2016,4.23
"TX0890004",2018,3.01
"TX0890004",2020,5.74
"TX0890004",2021,4.58
"TX0910003",1990,5.65
"TX0910003",1992,7.98
"TX0910003",1994,6.16
"TX0910003",1996,4.88
"TX0910003",1998,4.9
"TX0910003",2000,3.99
"TX0910003",2002,6.64
"TX0910003",2004,6.09
"TX0910003",2006,4.84
"TX0910003",2008,5.12
"TX0910003",2010,8.18
"TX0910003",2012,6.85
"TX0910003",2014,4.85
"TX0910003",2016,3.85
"TX0910003",2018,3.26
"TX0910003",2020,5.69
"TX0910003",2021,4.72
"TX0910004",1990,5.65
"TX0910004",1992,7.98
"TX0910004",1994,6.16
"TX0910004",1996,4.88
"TX0910004",1998,4.9
"TX0910004",2000,3.99
"TX0910004",2002,6.64
"TX0910004",2004,6.09
"TX0910004",2006,4.84
"TX0910004",2008,5.12
"TX0910004",2010,8.18
"TX0910004",2012,6.85
"TX0910004",2014,4.85
"TX0910004",2016,3.85
"TX0910004",2018,3.26
"TX0910004",2020,5.69
"TX0910004",2021,4.72
"TX0910006",1990,5.65
"TX0910006",1992,7.98
"TX0910006",1994,6.16
"TX0910006",1996,4.88
"TX0910006",1998,4.9
"TX0910006",2000,3.99
"TX0910006",2002,6.64
"TX0910006",2004,6.09
"TX0910006",2006,4.84
"TX0910006",2008,5.12
"TX0910006",2010,8.18
"TX0910006",2012,6.85
"TX0910006",2014,4.85
"TX0910006",2016,3.85
"TX0910006",2018,3.26
"TX0910006",2020,5.69
"TX0910006",2021,4.72
"TX0910008",1990,5.65
"TX0910008",1992,7.98
"TX0910008",1994,6.16
"TX0910008",1996,4.88
"TX0910008",1998,4.9
"TX0910008",2000,3.99
"TX0910008",2002,6.64
"TX0910008",2004,6.09
"TX0910008",2006,4.84
"TX0910008",2008,5.12
"TX0910008",2010,8.18
"TX0910008",2012,6.85
"TX0910008",2014,4.85
"TX0910008",2016,3.85
"TX0910008",2018,3.26
"TX0910008",2020,5.69
"TX0910008",2021,4.72
"TX0910009",1990,4.23
"TX0910009",1992,5.78
"TX0910009",1994,4.25
"TX0910009",1996,2.99
"TX0910009",1998,2.5
"TX0910009",2000,2.99
"TX0910009",2002,6.17
"TX0910009",2004,5.12
"TX0910009",2006,4.31
"TX0910009",2008,4.55
"TX0910009",2010,7.33
"TX0910009",2012,6
"TX0910009",2014,4.58
"TX0910009",2016,3.56
"TX0910009",2018,3.3
"TX0910009",2020,5.88
"TX0910009",2021,4.82
"TX0910012",1990,5.65
"TX0910012",1992,7.98
"TX0910012",1994,6.16
"TX0910012",1996,4.88
"TX0910012",1998,4.9
"TX0910012",2000,3.99
"TX0910012",2002,6.64
"TX0910012",2004,6.09
"TX0910012",2006,4.84
"TX0910012",2008,5.12
"TX0910012",2010,8.18
"TX0910012",2012,6.85
"TX0910012",2014,4.85
"TX0910012",2016,3.85
"TX0910012",2018,3.26
"TX0910012",2020,5.69
"TX0910012",2021,4.72
"TX0910013",1990,5.65
"TX0910013",1992,7.98
"TX0910013",1994,6.16
"TX0910013",1996,4.88
"TX0910013",1998,4.9
"TX0910013",2000,3.99
"TX0910013",2002,6.64
"TX0910013",2004,6.09
"TX0910013",2006,4.84
"TX0910013",2008,5.12
"TX0910013",2010,8.18
"TX0910013",2012,6.85
"TX0910013",2014,4.85
"TX0910013",2016,3.85
"TX0910013",2018,3.26
"TX0910013",2020,5.69
"TX0910013",2021,4.72
"TX0910028",1990,5.65
"TX0910028",1992,7.98
"TX0910028",1994,6.16
"TX0910028",1996,4.88
"TX0910028",1998,4.9
"TX0910028",2000,3.99
"TX0910028",2002,6.64
"TX0910028",2004,6.09
"TX0910028",2006,4.84
"TX0910028",2008,5.12
"TX0910028",2010,8.18
"TX0910028",2012,6.85
"TX0910028",2014,4.85
"TX0910028",2016,3.85
"TX0910028",2018,3.26
"TX0910028",2020,5.69
"TX0910028",2021,4.72
"TX0910055",1990,5.65
"TX0910055",1992,7.98
"TX0910055",1994,6.16
"TX0910055",1996,4.88
"TX0910055",1998,4.9
"TX0910055",2000,3.99
"TX0910055",2002,6.64
"TX0910055",2004,6.09
"TX0910055",2006,4.84
"TX0910055",2008,5.12
"TX0910055",2010,8.18
"TX0910055",2012,6.85
"TX0910055",2014,4.85
"TX0910055",2016,3.85
"TX0910055",2018,3.26
"TX0910055",2020,5.69
"TX0910055",2021,4.72
"TX0910060",1990,5.65
"TX0910060",1992,7.98
"TX0910060",1994,6.16
"TX0910060",1996,4.88
"TX0910060",1998,4.9
"TX0910060",2000,3.99
"TX0910060",2002,6.64
"TX0910060",2004,6.09
"TX0910060",2006,4.84
"TX0910060",2008,5.12
"TX0910060",2010,8.18
"TX0910060",2012,6.85
"TX0910060",2014,4.85
"TX0910060",2016,3.85
"TX0910060",2018,3.26
"TX0910060",2020,5.69
"TX0910060",2021,4.72
"TX0920001",1990,7.63
"TX0920001",1992,9.74
"TX0920001",1994,8.13
"TX0920001",1996,7.1
"TX0920001",1998,7.05
"TX0920001",2000,5.25
"TX0920001",2002,6.86
"TX0920001",2004,5.76
"TX0920001",2006,4.52
"TX0920001",2008,3.99
"TX0920001",2010,8.14
"TX0920001",2012,6.32
"TX0920001",2014,4.92
"TX0920001",2016,6.15
"TX0920001",2018,4.11
"TX0920001",2020,8.28
"TX0920001",2021,6.9
"TX0920003",1990,7.79
"TX0920003",1992,9.53
"TX0920003",1994,8.42
"TX0920003",1996,7.11
"TX0920003",1998,6.81
"TX0920003",2000,5.24
"TX0920003",2002,6.89
"TX0920003",2004,5.75
"TX0920003",2006,4.53
"TX0920003",2008,4.02
"TX0920003",2010,7.9
"TX0920003",2012,6.22
"TX0920003",2014,4.88
"TX0920003",2016,6
"TX0920003",2018,4.08
"TX0920003",2020,8.15
"TX0920003",2021,6.86
"TX0920004",1990,7.59
"TX0920004",1992,10.1
"TX0920004",1994,9.06
"TX0920004",1996,8.1
"TX0920004",1998,7.27
"TX0920004",2000,5.21
"TX0920004",2002,6.88
"TX0920004",2004,5.75
"TX0920004",2006,4.69
"TX0920004",2008,4.16
"TX0920004",2010,8.43
"TX0920004",2012,6.6
"TX0920004",2014,5.08
"TX0920004",2016,6.05
"TX0920004",2018,4.17
"TX0920004",2020,8.35
"TX0920004",2021,7.03
"TX0920006",1990,8.06
"TX0920006",1992,10.16
"TX0920006",1994,8.76
"TX0920006",1996,7.32
"TX0920006",1998,7.11
"TX0920006",2000,5.37
"TX0920006",2002,7.02
"TX0920006",2004,5.79
"TX0920006",2006,4.5
"TX0920006",2008,3.93
"TX0920006",2010,7.94
"TX0920006",2012,6.2
"TX0920006",2014,4.86
"TX0920006",2016,6.07
"TX0920006",2018,4.1
"TX0920006",2020,8.37
"TX0920006",2021,6.97
"TX0930011",1990,5.19
"TX0930011",1992,5.99
"TX0930011",1994,4.67
"TX0930011",1996,6.42
"TX0930011",1998,4.87
"TX0930011",2000,5.32
"TX0930011",2002,7.66
"TX0930011",2004,6.94
"TX0930011",2006,5.34
"TX0930011",2008,5.09
"TX0930011",2010,8.9
"TX0930011",2012,6.43
"TX0930011",2014,4.76
"TX0930011",2016,6.6
"TX0930011",2018,4.09
"TX0930011",2020,8.24
"TX0930011",2021,7.38
"TX0930048",1990,4.33
"TX0930048",1992,4.46
"TX0930048",1994,3.99
"TX0930048",1996,4.31
"TX0930048",1998,3.72
"TX0930048",2000,4.35
"TX0930048",2002,5.82
"TX0930048",2004,5.93
"TX0930048",2006,4.88
"TX0930048",2008,4.61
"TX0930048",2010,8.23
"TX0930048",2012,6.41
"TX0930048",2014,4.86
"TX0930048",2016,5.65
"TX0930048",2018,4.01
"TX0930048",2020,7.51
"TX0930048",2021,6.8
"TX0930049",1990,5.19
"TX0930049",1992,5.99
"TX0930049",1994,4.67
"TX0930049",1996,6.42
"TX0930049",1998,4.87
"TX0930049",2000,5.32
"TX0930049",2002,7.66
"TX0930049",2004,6.94
"TX0930049",2006,5.34
"TX0930049",2008,5.09
"TX0930049",2010,8.9
"TX0930049",2012,6.43
"TX0930049",2014,4.76
"TX0930049",2016,6.6
"TX0930049",2018,4.09
"TX0930049",2020,8.24
"TX0930049",2021,7.38
"TX0940001",1990,4.42
"TX0940001",1992,4.2
"TX0940001",1994,3.18
"TX0940001",1996,3.06
"TX0940001",1998,2.58
"TX0940001",2000,3.38
"TX0940001",2002,5.26
"TX0940001",2004,4.83
"TX0940001",2006,4.3
"TX0940001",2008,4.24
"TX0940001",2010,6.72
"TX0940001",2012,5.68
"TX0940001",2014,4.32
"TX0940001",2016,3.58
"TX0940001",2018,3.12
"TX0940001",2020,5.81
"TX0940001",2021,4.68
"TX0940002",1990,4.42
"TX0940002",1992,4.2
"TX0940002",1994,3.18
"TX0940002",1996,3.06
"TX0940002",1998,2.58
"TX0940002",2000,3.38
"TX0940002",2002,5.26
"TX0940002",2004,4.83
"TX0940002",2006,4.3
"TX0940002",2008,4.24
"TX0940002",2010,6.72
"TX0940002",2012,5.68
"TX0940002",2014,4.32
"TX0940002",2016,3.58
"TX0940002",2018,3.12
"TX0940002",2020,5.81
"TX0940002",2021,4.68
"TX0940003",1990,7.06
"TX0940003",1992,6.25
"TX0940003",1994,4.63
"TX0940003",1996,4.4
"TX0940003",1998,3.75
"TX0940003",2000,3.94
"TX0940003",2002,5.76
"TX0940003",2004,5.59
"TX0940003",2006,4.6
"TX0940003",2008,4.58
"TX0940003",2010,7.23
"TX0940003",2012,6.28
"TX0940003",2014,4.64
"TX0940003",2016,3.72
"TX0940003",2018,3.3
"TX0940003",2020,7.12
"TX0940003",2021,5.62
"TX0940018",1990,7.14
"TX0940018",1992,6.29
"TX0940018",1994,4.67
"TX0940018",1996,4.46
"TX0940018",1998,3.8
"TX0940018",2000,3.97
"TX0940018",2002,5.76
"TX0940018",2004,5.62
"TX0940018",2006,4.63
"TX0940018",2008,4.62
"TX0940018",2010,7.24
"TX0940018",2012,6.29
"TX0940018",2014,4.65
"TX0940018",2016,3.73
"TX0940018",2018,3.31
"TX0940018",2020,7.2
"TX0940018",2021,5.67
"TX0950003",1990,4.94
"TX0950003",1992,6.38
"TX0950003",1994,4.93
"TX0950003",1996,6.5
"TX0950003",1998,6.08
"TX0950003",2000,4.45
"TX0950003",2002,5.64
"TX0950003",2004,5.89
"TX0950003",2006,5.17
"TX0950003",2008,4.44
"TX0950003",2010,7.4
"TX0950003",2012,6.92
"TX0950003",2014,9.39
"TX0950003",2016,5.61
"TX0950003",2018,4.75
"TX0950003",2020,7.1
"TX0950003",2021,7.17
"TX0970001",1990,4.95
"TX0970001",1992,3.53
"TX0970001",1994,3.2
"TX0970001",1996,3.53
"TX0970001",1998,4.03
"TX0970001",2000,3.73
"TX0970001",2002,4.39
"TX0970001",2004,4.54
"TX0970001",2006,4.18
"TX0970001",2008,3.55
"TX0970001",2010,6.8
"TX0970001",2012,5.81
"TX0970001",2014,4.62
"TX0970001",2016,4.89
"TX0970001",2018,3.27
"TX0970001",2020,4.87
"TX0970001",2021,4.24
"TX0970002",1990,4.95
"TX0970002",1992,3.53
"TX0970002",1994,3.2
"TX0970002",1996,3.53
"TX0970002",1998,4.03
"TX0970002",2000,3.73
"TX0970002",2002,4.39
"TX0970002",2004,4.54
"TX0970002",2006,4.18
"TX0970002",2008,3.55
"TX0970002",2010,6.8
"TX0970002",2012,5.81
"TX0970002",2014,4.62
"TX0970002",2016,4.89
"TX0970002",2018,3.27
"TX0970002",2020,4.87
"TX0970002",2021,4.24
"TX1000015",1990,6.31
"TX1000015",1992,7.59
"TX1000015",1994,8.51
"TX1000015",1996,8.16
"TX1000015",1998,6.44
"TX1000015",2000,5.52
"TX1000015",2002,7.31
"TX1000015",2004,7.33
"TX1000015",2006,5.2
"TX1000015",2008,5.25
"TX1000015",2010,9.9
"TX1000015",2012,8.42
"TX1000015",2014,6.27
"TX1000015",2016,6.08
"TX1000015",2018,5.14
"TX1000015",2020,9.32
"TX1000015",2021,8.49
"TX1000016",1990,6.31
"TX1000016",1992,7.59
"TX1000016",1994,8.51
"TX1000016",1996,8.16
"TX1000016",1998,6.44
"TX1000016",2000,5.52
"TX1000016",2002,7.31
"TX1000016",2004,7.33
"TX1000016",2006,5.2
"TX1000016",2008,5.25
"TX1000016",2010,9.9
"TX1000016",2012,8.42
"TX1000016",2014,6.27
"TX1000016",2016,6.08
"TX1000016",2018,5.14
"TX1000016",2020,9.32
"TX1000016",2021,8.49
"TX1010003",1990,5.11
"TX1010003",1992,7.32
"TX1010003",1994,6.77
"TX1010003",1996,5.55
"TX1010003",1998,4.32
"TX1010003",2000,4.25
"TX1010003",2002,6.13
"TX1010003",2004,6.17
"TX1010003",2006,5.04
"TX1010003",2008,4.7
"TX1010003",2010,8.3
"TX1010003",2012,6.65
"TX1010003",2014,4.98
"TX1010003",2016,5.33
"TX1010003",2018,4.38
"TX1010003",2020,8.84
"TX1010003",2021,7.11
"TX1010004",1990,5.12
"TX1010004",1992,7.33
"TX1010004",1994,6.77
"TX1010004",1996,5.55
"TX1010004",1998,4.32
"TX1010004",2000,4.25
"TX1010004",2002,6.13
"TX1010004",2004,6.17
"TX1010004",2006,5.04
"TX1010004",2008,4.69
"TX1010004",2010,8.29
"TX1010004",2012,6.64
"TX1010004",2014,4.98
"TX1010004",2016,5.32
"TX1010004",2018,4.37
"TX1010004",2020,8.83
"TX1010004",2021,7.1
"TX1010007",1990,5.12
"TX1010007",1992,7.33
"TX1010007",1994,6.77
"TX1010007",1996,5.55
"TX1010007",1998,4.32
"TX1010007",2000,4.25
"TX1010007",2002,6.13
"TX1010007",2004,6.17
"TX1010007",2006,5.04
"TX1010007",2008,4.69
"TX1010007",2010,8.29
"TX1010007",2012,6.64
"TX1010007",2014,4.98
"TX1010007",2016,5.32
"TX1010007",2018,4.37
"TX1010007",2020,8.83
"TX1010007",2021,7.1
"TX1010009",1990,5.12
"TX1010009",1992,7.33
"TX1010009",1994,6.77
"TX1010009",1996,5.55
"TX1010009",1998,4.32
"TX1010009",2000,4.25
"TX1010009",2002,6.13
"TX1010009",2004,6.17
"TX1010009",2006,5.04
"TX1010009",2008,4.69
"TX1010009",2010,8.29
"TX1010009",2012,6.64
"TX1010009",2014,4.98
"TX1010009",2016,5.32
"TX1010009",2018,4.37
"TX1010009",2020,8.83
