"pwsid","year","unemploy_rate"
"CA3710020",2021,6.88
"CA3710021",1990,4.63
"CA3710021",1992,7.22
"CA3710021",1994,7.06
"CA3710021",1996,5.35
"CA3710021",1998,3.52
"CA3710021",2000,3.92
"CA3710021",2002,5.1
"CA3710021",2004,4.71
"CA3710021",2006,3.97
"CA3710021",2008,6.03
"CA3710021",2010,10.75
"CA3710021",2012,9.12
"CA3710021",2014,6.42
"CA3710021",2016,4.73
"CA3710021",2018,3.38
"CA3710021",2020,8.5
"CA3710021",2021,6.88
"CA3710023",1990,4.63
"CA3710023",1992,7.22
"CA3710023",1994,7.06
"CA3710023",1996,5.35
"CA3710023",1998,3.52
"CA3710023",2000,3.92
"CA3710023",2002,5.1
"CA3710023",2004,4.71
"CA3710023",2006,3.97
"CA3710023",2008,6.03
"CA3710023",2010,10.75
"CA3710023",2012,9.12
"CA3710023",2014,6.42
"CA3710023",2016,4.73
"CA3710023",2018,3.38
"CA3710023",2020,8.5
"CA3710023",2021,6.88
"CA3710025",1990,4.63
"CA3710025",1992,7.22
"CA3710025",1994,7.06
"CA3710025",1996,5.35
"CA3710025",1998,3.52
"CA3710025",2000,3.92
"CA3710025",2002,5.1
"CA3710025",2004,4.71
"CA3710025",2006,3.97
"CA3710025",2008,6.03
"CA3710025",2010,10.75
"CA3710025",2012,9.12
"CA3710025",2014,6.42
"CA3710025",2016,4.73
"CA3710025",2018,3.38
"CA3710025",2020,8.5
"CA3710025",2021,6.88
"CA3710026",1990,4.63
"CA3710026",1992,7.22
"CA3710026",1994,7.06
"CA3710026",1996,5.35
"CA3710026",1998,3.52
"CA3710026",2000,3.92
"CA3710026",2002,5.1
"CA3710026",2004,4.71
"CA3710026",2006,3.97
"CA3710026",2008,6.03
"CA3710026",2010,10.75
"CA3710026",2012,9.12
"CA3710026",2014,6.42
"CA3710026",2016,4.73
"CA3710026",2018,3.38
"CA3710026",2020,8.5
"CA3710026",2021,6.88
"CA3710027",1990,4.63
"CA3710027",1992,7.22
"CA3710027",1994,7.06
"CA3710027",1996,5.35
"CA3710027",1998,3.52
"CA3710027",2000,3.92
"CA3710027",2002,5.1
"CA3710027",2004,4.71
"CA3710027",2006,3.97
"CA3710027",2008,6.03
"CA3710027",2010,10.75
"CA3710027",2012,9.12
"CA3710027",2014,6.42
"CA3710027",2016,4.73
"CA3710027",2018,3.38
"CA3710027",2020,8.5
"CA3710027",2021,6.88
"CA3710029",1990,4.63
"CA3710029",1992,7.22
"CA3710029",1994,7.06
"CA3710029",1996,5.35
"CA3710029",1998,3.52
"CA3710029",2000,3.92
"CA3710029",2002,5.1
"CA3710029",2004,4.71
"CA3710029",2006,3.97
"CA3710029",2008,6.03
"CA3710029",2010,10.75
"CA3710029",2012,9.12
"CA3710029",2014,6.42
"CA3710029",2016,4.73
"CA3710029",2018,3.38
"CA3710029",2020,8.5
"CA3710029",2021,6.88
"CA3710034",1990,4.63
"CA3710034",1992,7.22
"CA3710034",1994,7.06
"CA3710034",1996,5.35
"CA3710034",1998,3.52
"CA3710034",2000,3.92
"CA3710034",2002,5.1
"CA3710034",2004,4.71
"CA3710034",2006,3.97
"CA3710034",2008,6.03
"CA3710034",2010,10.75
"CA3710034",2012,9.12
"CA3710034",2014,6.42
"CA3710034",2016,4.73
"CA3710034",2018,3.38
"CA3710034",2020,8.5
"CA3710034",2021,6.88
"CA3710036",1990,4.63
"CA3710036",1992,7.22
"CA3710036",1994,7.06
"CA3710036",1996,5.35
"CA3710036",1998,3.52
"CA3710036",2000,3.92
"CA3710036",2002,5.1
"CA3710036",2004,4.71
"CA3710036",2006,3.97
"CA3710036",2008,6.03
"CA3710036",2010,10.75
"CA3710036",2012,9.12
"CA3710036",2014,6.42
"CA3710036",2016,4.73
"CA3710036",2018,3.38
"CA3710036",2020,8.5
"CA3710036",2021,6.88
"CA3710037",1990,4.63
"CA3710037",1992,7.22
"CA3710037",1994,7.06
"CA3710037",1996,5.35
"CA3710037",1998,3.52
"CA3710037",2000,3.92
"CA3710037",2002,5.1
"CA3710037",2004,4.71
"CA3710037",2006,3.97
"CA3710037",2008,6.03
"CA3710037",2010,10.75
"CA3710037",2012,9.12
"CA3710037",2014,6.42
"CA3710037",2016,4.73
"CA3710037",2018,3.38
"CA3710037",2020,8.5
"CA3710037",2021,6.88
"CA3810011",1990,3.23
"CA3810011",1992,5.98
"CA3810011",1994,5.58
"CA3810011",1996,4.12
"CA3810011",1998,3.08
"CA3810011",2000,3.16
"CA3810011",2002,6.31
"CA3810011",2004,5.33
"CA3810011",2006,3.95
"CA3810011",2008,5.09
"CA3810011",2010,8.66
"CA3810011",2012,6.61
"CA3810011",2014,4.3
"CA3810011",2016,3.19
"CA3810011",2018,2.34
"CA3810011",2020,7.09
"CA3810011",2021,5.18
"CA3910001",1990,9.92
"CA3910001",1992,14.06
"CA3910001",1994,12.79
"CA3910001",1996,11.34
"CA3910001",1998,10.6
"CA3910001",2000,6.97
"CA3910001",2002,8.79
"CA3910001",2004,8.71
"CA3910001",2006,7.42
"CA3910001",2008,10.44
"CA3910001",2010,16.52
"CA3910001",2012,14.35
"CA3910001",2014,10.53
"CA3910001",2016,8.13
"CA3910001",2018,6.14
"CA3910001",2020,10.92
"CA3910001",2021,9.03
"CA3910003",1990,9.92
"CA3910003",1992,14.06
"CA3910003",1994,12.79
"CA3910003",1996,11.34
"CA3910003",1998,10.6
"CA3910003",2000,6.97
"CA3910003",2002,8.79
"CA3910003",2004,8.71
"CA3910003",2006,7.42
"CA3910003",2008,10.44
"CA3910003",2010,16.52
"CA3910003",2012,14.35
"CA3910003",2014,10.53
"CA3910003",2016,8.13
"CA3910003",2018,6.14
"CA3910003",2020,10.92
"CA3910003",2021,9.03
"CA3910004",1990,9.92
"CA3910004",1992,14.06
"CA3910004",1994,12.79
"CA3910004",1996,11.34
"CA3910004",1998,10.6
"CA3910004",2000,6.97
"CA3910004",2002,8.79
"CA3910004",2004,8.71
"CA3910004",2006,7.42
"CA3910004",2008,10.44
"CA3910004",2010,16.52
"CA3910004",2012,14.35
"CA3910004",2014,10.53
"CA3910004",2016,8.13
"CA3910004",2018,6.14
"CA3910004",2020,10.92
"CA3910004",2021,9.03
"CA3910005",1990,9.92
"CA3910005",1992,14.06
"CA3910005",1994,12.79
"CA3910005",1996,11.34
"CA3910005",1998,10.6
"CA3910005",2000,6.97
"CA3910005",2002,8.79
"CA3910005",2004,8.71
"CA3910005",2006,7.42
"CA3910005",2008,10.44
"CA3910005",2010,16.52
"CA3910005",2012,14.35
"CA3910005",2014,10.53
"CA3910005",2016,8.13
"CA3910005",2018,6.14
"CA3910005",2020,10.92
"CA3910005",2021,9.03
"CA3910007",1990,10.77
"CA3910007",1992,15.1
"CA3910007",1994,14.14
"CA3910007",1996,12.67
"CA3910007",1998,11.34
"CA3910007",2000,7.34
"CA3910007",2002,9.15
"CA3910007",2004,8.92
"CA3910007",2006,7.66
"CA3910007",2008,10.73
"CA3910007",2010,16.68
"CA3910007",2012,14.59
"CA3910007",2014,10.81
"CA3910007",2016,8.34
"CA3910007",2018,6.29
"CA3910007",2020,10.58
"CA3910007",2021,8.88
"CA3910010",1990,9.92
"CA3910010",1992,14.06
"CA3910010",1994,12.79
"CA3910010",1996,11.34
"CA3910010",1998,10.6
"CA3910010",2000,6.97
"CA3910010",2002,8.79
"CA3910010",2004,8.71
"CA3910010",2006,7.42
"CA3910010",2008,10.44
"CA3910010",2010,16.52
"CA3910010",2012,14.35
"CA3910010",2014,10.53
"CA3910010",2016,8.13
"CA3910010",2018,6.14
"CA3910010",2020,10.92
"CA3910010",2021,9.03
"CA3910011",1990,9.92
"CA3910011",1992,14.06
"CA3910011",1994,12.79
"CA3910011",1996,11.34
"CA3910011",1998,10.6
"CA3910011",2000,6.97
"CA3910011",2002,8.79
"CA3910011",2004,8.71
"CA3910011",2006,7.42
"CA3910011",2008,10.44
"CA3910011",2010,16.52
"CA3910011",2012,14.35
"CA3910011",2014,10.53
"CA3910011",2016,8.13
"CA3910011",2018,6.14
"CA3910011",2020,10.92
"CA3910011",2021,9.03
"CA3910012",1990,9.92
"CA3910012",1992,14.06
"CA3910012",1994,12.79
"CA3910012",1996,11.34
"CA3910012",1998,10.6
"CA3910012",2000,6.97
"CA3910012",2002,8.79
"CA3910012",2004,8.71
"CA3910012",2006,7.42
"CA3910012",2008,10.44
"CA3910012",2010,16.52
"CA3910012",2012,14.35
"CA3910012",2014,10.53
"CA3910012",2016,8.13
"CA3910012",2018,6.14
"CA3910012",2020,10.92
"CA3910012",2021,9.03
"CA3910015",1990,9.92
"CA3910015",1992,14.06
"CA3910015",1994,12.79
"CA3910015",1996,11.34
"CA3910015",1998,10.6
"CA3910015",2000,6.97
"CA3910015",2002,8.79
"CA3910015",2004,8.71
"CA3910015",2006,7.42
"CA3910015",2008,10.44
"CA3910015",2010,16.52
"CA3910015",2012,14.35
"CA3910015",2014,10.53
"CA3910015",2016,8.13
"CA3910015",2018,6.14
"CA3910015",2020,10.92
"CA3910015",2021,9.03
"CA3910027",1990,9.92
"CA3910027",1992,14.06
"CA3910027",1994,12.79
"CA3910027",1996,11.34
"CA3910027",1998,10.6
"CA3910027",2000,6.97
"CA3910027",2002,8.79
"CA3910027",2004,8.71
"CA3910027",2006,7.42
"CA3910027",2008,10.44
"CA3910027",2010,16.52
"CA3910027",2012,14.35
"CA3910027",2014,10.53
"CA3910027",2016,8.13
"CA3910027",2018,6.14
"CA3910027",2020,10.92
"CA3910027",2021,9.03
"CA4000222",1990,4.63
"CA4000222",1992,7.44
"CA4000222",1994,7.18
"CA4000222",1996,5.62
"CA4000222",1998,4.18
"CA4000222",2000,4.04
"CA4000222",2002,4.62
"CA4000222",2004,4.55
"CA4000222",2006,3.94
"CA4000222",2008,5.78
"CA4000222",2010,10.06
"CA4000222",2012,8.24
"CA4000222",2014,5.58
"CA4000222",2016,4.32
"CA4000222",2018,3.02
"CA4000222",2020,6.92
"CA4000222",2021,5.76
"CA4000568",1990,4.63
"CA4000568",1992,7.44
"CA4000568",1994,7.18
"CA4000568",1996,5.62
"CA4000568",1998,4.18
"CA4000568",2000,4.04
"CA4000568",2002,4.62
"CA4000568",2004,4.55
"CA4000568",2006,3.94
"CA4000568",2008,5.78
"CA4000568",2010,10.06
"CA4000568",2012,8.24
"CA4000568",2014,5.58
"CA4000568",2016,4.32
"CA4000568",2018,3.02
"CA4000568",2020,6.92
"CA4000568",2021,5.76
"CA4010001",1990,4.63
"CA4010001",1992,7.44
"CA4010001",1994,7.18
"CA4010001",1996,5.62
"CA4010001",1998,4.18
"CA4010001",2000,4.04
"CA4010001",2002,4.62
"CA4010001",2004,4.55
"CA4010001",2006,3.94
"CA4010001",2008,5.78
"CA4010001",2010,10.06
"CA4010001",2012,8.24
"CA4010001",2014,5.58
"CA4010001",2016,4.32
"CA4010001",2018,3.02
"CA4010001",2020,6.92
"CA4010001",2021,5.76
"CA4010002",1990,4.63
"CA4010002",1992,7.44
"CA4010002",1994,7.18
"CA4010002",1996,5.62
"CA4010002",1998,4.18
"CA4010002",2000,4.04
"CA4010002",2002,4.62
"CA4010002",2004,4.55
"CA4010002",2006,3.94
"CA4010002",2008,5.78
"CA4010002",2010,10.06
"CA4010002",2012,8.24
"CA4010002",2014,5.58
"CA4010002",2016,4.32
"CA4010002",2018,3.02
"CA4010002",2020,6.92
"CA4010002",2021,5.76
"CA4010003",1990,4.63
"CA4010003",1992,7.44
"CA4010003",1994,7.18
"CA4010003",1996,5.62
"CA4010003",1998,4.18
"CA4010003",2000,4.04
"CA4010003",2002,4.62
"CA4010003",2004,4.55
"CA4010003",2006,3.94
"CA4010003",2008,5.78
"CA4010003",2010,10.06
"CA4010003",2012,8.24
"CA4010003",2014,5.58
"CA4010003",2016,4.32
"CA4010003",2018,3.02
"CA4010003",2020,6.92
"CA4010003",2021,5.76
"CA4010004",1990,4.63
"CA4010004",1992,7.44
"CA4010004",1994,7.18
"CA4010004",1996,5.62
"CA4010004",1998,4.18
"CA4010004",2000,4.04
"CA4010004",2002,4.62
"CA4010004",2004,4.55
"CA4010004",2006,3.94
"CA4010004",2008,5.78
"CA4010004",2010,10.06
"CA4010004",2012,8.24
"CA4010004",2014,5.58
"CA4010004",2016,4.32
"CA4010004",2018,3.02
"CA4010004",2020,6.92
"CA4010004",2021,5.76
"CA4010005",1990,4.63
"CA4010005",1992,7.44
"CA4010005",1994,7.18
"CA4010005",1996,5.62
"CA4010005",1998,4.18
"CA4010005",2000,4.04
"CA4010005",2002,4.62
"CA4010005",2004,4.55
"CA4010005",2006,3.94
"CA4010005",2008,5.78
"CA4010005",2010,10.06
"CA4010005",2012,8.24
"CA4010005",2014,5.58
"CA4010005",2016,4.32
"CA4010005",2018,3.02
"CA4010005",2020,6.92
"CA4010005",2021,5.76
"CA4010007",1990,4.63
"CA4010007",1992,7.44
"CA4010007",1994,7.18
"CA4010007",1996,5.62
"CA4010007",1998,4.18
"CA4010007",2000,4.04
"CA4010007",2002,4.62
"CA4010007",2004,4.55
"CA4010007",2006,3.94
"CA4010007",2008,5.78
"CA4010007",2010,10.06
"CA4010007",2012,8.24
"CA4010007",2014,5.58
"CA4010007",2016,4.32
"CA4010007",2018,3.02
"CA4010007",2020,6.92
"CA4010007",2021,5.76
"CA4010008",1990,4.63
"CA4010008",1992,7.44
"CA4010008",1994,7.18
"CA4010008",1996,5.62
"CA4010008",1998,4.18
"CA4010008",2000,4.04
"CA4010008",2002,4.62
"CA4010008",2004,4.55
"CA4010008",2006,3.94
"CA4010008",2008,5.78
"CA4010008",2010,10.06
"CA4010008",2012,8.24
"CA4010008",2014,5.58
"CA4010008",2016,4.32
"CA4010008",2018,3.02
"CA4010008",2020,6.92
"CA4010008",2021,5.76
"CA4010009",1990,4.63
"CA4010009",1992,7.44
"CA4010009",1994,7.18
"CA4010009",1996,5.62
"CA4010009",1998,4.18
"CA4010009",2000,4.04
"CA4010009",2002,4.62
"CA4010009",2004,4.55
"CA4010009",2006,3.94
"CA4010009",2008,5.78
"CA4010009",2010,10.06
"CA4010009",2012,8.24
"CA4010009",2014,5.58
"CA4010009",2016,4.32
"CA4010009",2018,3.02
"CA4010009",2020,6.92
"CA4010009",2021,5.76
"CA4010010",1990,4.63
"CA4010010",1992,7.44
"CA4010010",1994,7.18
"CA4010010",1996,5.62
"CA4010010",1998,4.18
"CA4010010",2000,4.04
"CA4010010",2002,4.62
"CA4010010",2004,4.55
"CA4010010",2006,3.94
"CA4010010",2008,5.78
"CA4010010",2010,10.06
"CA4010010",2012,8.24
"CA4010010",2014,5.58
"CA4010010",2016,4.32
"CA4010010",2018,3.02
"CA4010010",2020,6.92
"CA4010010",2021,5.76
"CA4010011",1990,4.63
"CA4010011",1992,7.44
"CA4010011",1994,7.18
"CA4010011",1996,5.62
"CA4010011",1998,4.18
"CA4010011",2000,4.04
"CA4010011",2002,4.62
"CA4010011",2004,4.55
"CA4010011",2006,3.94
"CA4010011",2008,5.78
"CA4010011",2010,10.06
"CA4010011",2012,8.24
"CA4010011",2014,5.58
"CA4010011",2016,4.32
"CA4010011",2018,3.02
"CA4010011",2020,6.92
"CA4010011",2021,5.76
"CA4010012",1990,4.63
"CA4010012",1992,7.44
"CA4010012",1994,7.18
"CA4010012",1996,5.62
"CA4010012",1998,4.18
"CA4010012",2000,4.04
"CA4010012",2002,4.62
"CA4010012",2004,4.55
"CA4010012",2006,3.94
"CA4010012",2008,5.78
"CA4010012",2010,10.06
"CA4010012",2012,8.24
"CA4010012",2014,5.58
"CA4010012",2016,4.32
"CA4010012",2018,3.02
"CA4010012",2020,6.92
"CA4010012",2021,5.76
"CA4010014",1990,4.63
"CA4010014",1992,7.44
"CA4010014",1994,7.18
"CA4010014",1996,5.62
"CA4010014",1998,4.18
"CA4010014",2000,4.04
"CA4010014",2002,4.62
"CA4010014",2004,4.55
"CA4010014",2006,3.94
"CA4010014",2008,5.78
"CA4010014",2010,10.06
"CA4010014",2012,8.24
"CA4010014",2014,5.58
"CA4010014",2016,4.32
"CA4010014",2018,3.02
"CA4010014",2020,6.92
"CA4010014",2021,5.76
"CA4010016",1990,4.63
"CA4010016",1992,7.44
"CA4010016",1994,7.18
"CA4010016",1996,5.62
"CA4010016",1998,4.18
"CA4010016",2000,4.04
"CA4010016",2002,4.62
"CA4010016",2004,4.55
"CA4010016",2006,3.94
"CA4010016",2008,5.78
"CA4010016",2010,10.06
"CA4010016",2012,8.24
"CA4010016",2014,5.58
"CA4010016",2016,4.32
"CA4010016",2018,3.02
"CA4010016",2020,6.92
"CA4010016",2021,5.76
"CA4010017",1990,4.63
"CA4010017",1992,7.44
"CA4010017",1994,7.18
"CA4010017",1996,5.62
"CA4010017",1998,4.18
"CA4010017",2000,4.04
"CA4010017",2002,4.62
"CA4010017",2004,4.55
"CA4010017",2006,3.94
"CA4010017",2008,5.78
"CA4010017",2010,10.06
"CA4010017",2012,8.24
"CA4010017",2014,5.58
"CA4010017",2016,4.32
"CA4010017",2018,3.02
"CA4010017",2020,6.92
"CA4010017",2021,5.76
"CA4010018",1990,4.63
"CA4010018",1992,7.44
"CA4010018",1994,7.18
"CA4010018",1996,5.62
"CA4010018",1998,4.18
"CA4010018",2000,4.04
"CA4010018",2002,4.62
"CA4010018",2004,4.55
"CA4010018",2006,3.94
"CA4010018",2008,5.78
"CA4010018",2010,10.06
"CA4010018",2012,8.24
"CA4010018",2014,5.58
"CA4010018",2016,4.32
"CA4010018",2018,3.02
"CA4010018",2020,6.92
"CA4010018",2021,5.76
"CA4010019",1990,4.63
"CA4010019",1992,7.44
"CA4010019",1994,7.18
"CA4010019",1996,5.62
"CA4010019",1998,4.18
"CA4010019",2000,4.04
"CA4010019",2002,4.62
"CA4010019",2004,4.55
"CA4010019",2006,3.94
"CA4010019",2008,5.78
"CA4010019",2010,10.06
"CA4010019",2012,8.24
"CA4010019",2014,5.58
"CA4010019",2016,4.32
"CA4010019",2018,3.02
"CA4010019",2020,6.92
"CA4010019",2021,5.76
"CA4010023",1990,4.63
"CA4010023",1992,7.44
"CA4010023",1994,7.18
"CA4010023",1996,5.62
"CA4010023",1998,4.18
"CA4010023",2000,4.04
"CA4010023",2002,4.62
"CA4010023",2004,4.55
"CA4010023",2006,3.94
"CA4010023",2008,5.78
"CA4010023",2010,10.06
"CA4010023",2012,8.24
"CA4010023",2014,5.58
"CA4010023",2016,4.32
"CA4010023",2018,3.02
"CA4010023",2020,6.92
"CA4010023",2021,5.76
"CA4010026",1990,4.63
"CA4010026",1992,7.44
"CA4010026",1994,7.18
"CA4010026",1996,5.62
"CA4010026",1998,4.18
"CA4010026",2000,4.04
"CA4010026",2002,4.62
"CA4010026",2004,4.55
"CA4010026",2006,3.94
"CA4010026",2008,5.78
"CA4010026",2010,10.06
"CA4010026",2012,8.24
"CA4010026",2014,5.58
"CA4010026",2016,4.32
"CA4010026",2018,3.02
"CA4010026",2020,6.92
"CA4010026",2021,5.76
"CA4010040",1990,4.63
"CA4010040",1992,7.44
"CA4010040",1994,7.18
"CA4010040",1996,5.62
"CA4010040",1998,4.18
"CA4010040",2000,4.04
"CA4010040",2002,4.62
"CA4010040",2004,4.55
"CA4010040",2006,3.94
"CA4010040",2008,5.78
"CA4010040",2010,10.06
"CA4010040",2012,8.24
"CA4010040",2014,5.58
"CA4010040",2016,4.32
"CA4010040",2018,3.02
"CA4010040",2020,6.92
"CA4010040",2021,5.76
"CA4110001",1990,2.62
"CA4110001",1992,5.07
"CA4110001",1994,4.68
"CA4110001",1996,3.41
"CA4110001",1998,2.45
"CA4110001",2000,2.87
"CA4110001",2002,5.63
"CA4110001",2004,4.84
"CA4110001",2006,3.67
"CA4110001",2008,4.89
"CA4110001",2010,8.36
"CA4110001",2012,6.41
"CA4110001",2014,4.21
"CA4110001",2016,3.05
"CA4110001",2018,2.26
"CA4110001",2020,6.46
"CA4110001",2021,4.95
"CA4110002",1990,3.23
"CA4110002",1992,5.98
"CA4110002",1994,5.58
"CA4110002",1996,4.12
"CA4110002",1998,3.08
"CA4110002",2000,3.16
"CA4110002",2002,6.31
"CA4110002",2004,5.33
"CA4110002",2006,3.95
"CA4110002",2008,5.09
"CA4110002",2010,8.66
"CA4110002",2012,6.61
"CA4110002",2014,4.3
"CA4110002",2016,3.19
"CA4110002",2018,2.34
"CA4110002",2020,7.09
"CA4110002",2021,5.18
"CA4110003",1990,2.62
"CA4110003",1992,5.07
"CA4110003",1994,4.68
"CA4110003",1996,3.41
"CA4110003",1998,2.45
"CA4110003",2000,2.87
"CA4110003",2002,5.63
"CA4110003",2004,4.84
"CA4110003",2006,3.67
"CA4110003",2008,4.89
"CA4110003",2010,8.36
"CA4110003",2012,6.41
"CA4110003",2014,4.21
"CA4110003",2016,3.05
"CA4110003",2018,2.26
"CA4110003",2020,6.46
"CA4110003",2021,4.95
"CA4110007",1990,2.62
"CA4110007",1992,5.07
"CA4110007",1994,4.68
"CA4110007",1996,3.41
"CA4110007",1998,2.45
"CA4110007",2000,2.87
"CA4110007",2002,5.63
"CA4110007",2004,4.84
"CA4110007",2006,3.67
"CA4110007",2008,4.89
"CA4110007",2010,8.36
"CA4110007",2012,6.41
"CA4110007",2014,4.21
"CA4110007",2016,3.05
"CA4110007",2018,2.26
"CA4110007",2020,6.46
"CA4110007",2021,4.95
"CA4110008",1990,2.62
"CA4110008",1992,5.07
"CA4110008",1994,4.68
"CA4110008",1996,3.41
"CA4110008",1998,2.45
"CA4110008",2000,2.87
"CA4110008",2002,5.63
"CA4110008",2004,4.84
"CA4110008",2006,3.67
"CA4110008",2008,4.89
"CA4110008",2010,8.36
"CA4110008",2012,6.41
"CA4110008",2014,4.21
"CA4110008",2016,3.05
"CA4110008",2018,2.26
"CA4110008",2020,6.46
"CA4110008",2021,4.95
"CA4110009",1990,2.62
"CA4110009",1992,5.07
"CA4110009",1994,4.68
"CA4110009",1996,3.41
"CA4110009",1998,2.45
"CA4110009",2000,2.87
"CA4110009",2002,5.63
"CA4110009",2004,4.84
"CA4110009",2006,3.67
"CA4110009",2008,4.89
"CA4110009",2010,8.36
"CA4110009",2012,6.41
"CA4110009",2014,4.21
"CA4110009",2016,3.05
"CA4110009",2018,2.26
"CA4110009",2020,6.46
"CA4110009",2021,4.95
"CA4110010",1990,2.62
"CA4110010",1992,5.07
"CA4110010",1994,4.68
"CA4110010",1996,3.41
"CA4110010",1998,2.45
"CA4110010",2000,2.87
"CA4110010",2002,5.63
"CA4110010",2004,4.84
"CA4110010",2006,3.67
"CA4110010",2008,4.89
"CA4110010",2010,8.36
"CA4110010",2012,6.41
"CA4110010",2014,4.21
"CA4110010",2016,3.05
"CA4110010",2018,2.26
"CA4110010",2020,6.46
"CA4110010",2021,4.95
"CA4110011",1990,2.62
"CA4110011",1992,5.07
"CA4110011",1994,4.68
"CA4110011",1996,3.41
"CA4110011",1998,2.45
"CA4110011",2000,2.87
"CA4110011",2002,5.63
"CA4110011",2004,4.84
"CA4110011",2006,3.67
"CA4110011",2008,4.89
"CA4110011",2010,8.36
"CA4110011",2012,6.41
"CA4110011",2014,4.21
"CA4110011",2016,3.05
"CA4110011",2018,2.26
"CA4110011",2020,6.46
"CA4110011",2021,4.95
"CA4110013",1990,3.23
"CA4110013",1992,5.98
"CA4110013",1994,5.58
"CA4110013",1996,4.12
"CA4110013",1998,3.08
"CA4110013",2000,3.16
"CA4110013",2002,6.31
"CA4110013",2004,5.33
"CA4110013",2006,3.95
"CA4110013",2008,5.09
"CA4110013",2010,8.66
"CA4110013",2012,6.61
"CA4110013",2014,4.3
"CA4110013",2016,3.19
"CA4110013",2018,2.34
"CA4110013",2020,7.09
"CA4110013",2021,5.18
"CA4110016",1990,2.62
"CA4110016",1992,5.07
"CA4110016",1994,4.68
"CA4110016",1996,3.41
"CA4110016",1998,2.45
"CA4110016",2000,2.87
"CA4110016",2002,5.63
"CA4110016",2004,4.84
"CA4110016",2006,3.67
"CA4110016",2008,4.89
"CA4110016",2010,8.36
"CA4110016",2012,6.41
"CA4110016",2014,4.21
"CA4110016",2016,3.05
"CA4110016",2018,2.26
"CA4110016",2020,6.46
"CA4110016",2021,4.95
"CA4110017",1990,3.56
"CA4110017",1992,6.29
"CA4110017",1994,5.8
"CA4110017",1996,3.58
"CA4110017",1998,3.01
"CA4110017",2000,3.04
"CA4110017",2002,7.5
"CA4110017",2004,5.93
"CA4110017",2006,4.23
"CA4110017",2008,5.68
"CA4110017",2010,9.8
"CA4110017",2012,7.42
"CA4110017",2014,4.87
"CA4110017",2016,3.55
"CA4110017",2018,2.54
"CA4110017",2020,6.45
"CA4110017",2021,4.98
"CA4110018",1990,2.62
"CA4110018",1992,5.07
"CA4110018",1994,4.68
"CA4110018",1996,3.41
"CA4110018",1998,2.45
"CA4110018",2000,2.87
"CA4110018",2002,5.63
"CA4110018",2004,4.84
"CA4110018",2006,3.67
"CA4110018",2008,4.89
"CA4110018",2010,8.36
"CA4110018",2012,6.41
"CA4110018",2014,4.21
"CA4110018",2016,3.05
"CA4110018",2018,2.26
"CA4110018",2020,6.46
"CA4110018",2021,4.95
"CA4110021",1990,2.62
"CA4110021",1992,5.07
"CA4110021",1994,4.68
"CA4110021",1996,3.41
"CA4110021",1998,2.45
"CA4110021",2000,2.87
"CA4110021",2002,5.63
"CA4110021",2004,4.84
"CA4110021",2006,3.67
"CA4110021",2008,4.89
"CA4110021",2010,8.36
"CA4110021",2012,6.41
"CA4110021",2014,4.21
"CA4110021",2016,3.05
"CA4110021",2018,2.26
"CA4110021",2020,6.46
"CA4110021",2021,4.95
"CA4110022",1990,2.62
"CA4110022",1992,5.07
"CA4110022",1994,4.68
"CA4110022",1996,3.41
"CA4110022",1998,2.45
"CA4110022",2000,2.87
"CA4110022",2002,5.63
"CA4110022",2004,4.84
"CA4110022",2006,3.67
"CA4110022",2008,4.89
"CA4110022",2010,8.36
"CA4110022",2012,6.41
"CA4110022",2014,4.21
"CA4110022",2016,3.05
"CA4110022",2018,2.26
"CA4110022",2020,6.46
"CA4110022",2021,4.95
"CA4110023",1990,2.62
"CA4110023",1992,5.07
"CA4110023",1994,4.68
"CA4110023",1996,3.41
"CA4110023",1998,2.45
"CA4110023",2000,2.87
"CA4110023",2002,5.63
"CA4110023",2004,4.84
"CA4110023",2006,3.67
"CA4110023",2008,4.89
"CA4110023",2010,8.36
"CA4110023",2012,6.41
"CA4110023",2014,4.21
"CA4110023",2016,3.05
"CA4110023",2018,2.26
"CA4110023",2020,6.46
"CA4110023",2021,4.95
"CA4110024",1990,3.56
"CA4110024",1992,6.29
"CA4110024",1994,5.8
"CA4110024",1996,3.58
"CA4110024",1998,3.01
"CA4110024",2000,3.04
"CA4110024",2002,7.5
"CA4110024",2004,5.93
"CA4110024",2006,4.23
"CA4110024",2008,5.68
"CA4110024",2010,9.8
"CA4110024",2012,7.42
"CA4110024",2014,4.87
"CA4110024",2016,3.55
"CA4110024",2018,2.54
"CA4110024",2020,6.45
"CA4110024",2021,4.98
"CA4110025",1990,2.62
"CA4110025",1992,5.07
"CA4110025",1994,4.68
"CA4110025",1996,3.41
"CA4110025",1998,2.45
"CA4110025",2000,2.87
"CA4110025",2002,5.63
"CA4110025",2004,4.84
"CA4110025",2006,3.67
"CA4110025",2008,4.89
"CA4110025",2010,8.36
"CA4110025",2012,6.41
"CA4110025",2014,4.21
"CA4110025",2016,3.05
"CA4110025",2018,2.26
"CA4110025",2020,6.46
"CA4110025",2021,4.95
"CA4110027",1990,2.62
"CA4110027",1992,5.07
"CA4110027",1994,4.68
"CA4110027",1996,3.41
"CA4110027",1998,2.45
"CA4110027",2000,2.87
"CA4110027",2002,5.63
"CA4110027",2004,4.84
"CA4110027",2006,3.67
"CA4110027",2008,4.89
"CA4110027",2010,8.36
