"pwsid","date","unemploy_rate"
"CA3310008","2020-05-01",15.92
"CA3310008","2020-06-01",14.77
"CA3310008","2020-07-01",13.69
"CA3310008","2020-08-01",10.66
"CA3310008","2020-09-01",10.53
"CA3310008","2020-10-01",8.68
"CA3310008","2020-11-01",7.81
"CA3310008","2020-12-01",9.05
"CA3310008","2021-01-01",8.61
"CA3310008","2021-02-01",8
"CA3310008","2021-03-01",7.67
"CA3310008","2021-04-01",7.57
"CA3310008","2021-05-01",7.1
"CA3310008","2021-06-01",7.86
"CA3310008","2021-07-01",7.87
"CA3310008","2021-08-01",7.64
"CA3310008","2021-09-01",6.58
"CA3310009","2020-01-01",4.23
"CA3310009","2020-02-01",4.14
"CA3310009","2020-03-01",5.38
"CA3310009","2020-04-01",15.62
"CA3310009","2020-05-01",15.92
"CA3310009","2020-06-01",14.77
"CA3310009","2020-07-01",13.69
"CA3310009","2020-08-01",10.66
"CA3310009","2020-09-01",10.53
"CA3310009","2020-10-01",8.68
"CA3310009","2020-11-01",7.81
"CA3310009","2020-12-01",9.05
"CA3310009","2021-01-01",8.61
"CA3310009","2021-02-01",8
"CA3310009","2021-03-01",7.67
"CA3310009","2021-04-01",7.57
"CA3310009","2021-05-01",7.1
"CA3310009","2021-06-01",7.86
"CA3310009","2021-07-01",7.87
"CA3310009","2021-08-01",7.64
"CA3310009","2021-09-01",6.58
"CA3310012","2020-01-01",4.23
"CA3310012","2020-02-01",4.14
"CA3310012","2020-03-01",5.38
"CA3310012","2020-04-01",15.62
"CA3310012","2020-05-01",15.92
"CA3310012","2020-06-01",14.77
"CA3310012","2020-07-01",13.69
"CA3310012","2020-08-01",10.66
"CA3310012","2020-09-01",10.53
"CA3310012","2020-10-01",8.68
"CA3310012","2020-11-01",7.81
"CA3310012","2020-12-01",9.05
"CA3310012","2021-01-01",8.61
"CA3310012","2021-02-01",8
"CA3310012","2021-03-01",7.67
"CA3310012","2021-04-01",7.57
"CA3310012","2021-05-01",7.1
"CA3310012","2021-06-01",7.86
"CA3310012","2021-07-01",7.87
"CA3310012","2021-08-01",7.64
"CA3310012","2021-09-01",6.58
"CA3310016","2020-01-01",4.23
"CA3310016","2020-02-01",4.14
"CA3310016","2020-03-01",5.38
"CA3310016","2020-04-01",15.62
"CA3310016","2020-05-01",15.92
"CA3310016","2020-06-01",14.77
"CA3310016","2020-07-01",13.69
"CA3310016","2020-08-01",10.66
"CA3310016","2020-09-01",10.53
"CA3310016","2020-10-01",8.68
"CA3310016","2020-11-01",7.81
"CA3310016","2020-12-01",9.05
"CA3310016","2021-01-01",8.61
"CA3310016","2021-02-01",8
"CA3310016","2021-03-01",7.67
"CA3310016","2021-04-01",7.57
"CA3310016","2021-05-01",7.1
"CA3310016","2021-06-01",7.86
"CA3310016","2021-07-01",7.87
"CA3310016","2021-08-01",7.64
"CA3310016","2021-09-01",6.58
"CA3310019","2020-01-01",4.23
"CA3310019","2020-02-01",4.14
"CA3310019","2020-03-01",5.38
"CA3310019","2020-04-01",15.62
"CA3310019","2020-05-01",15.92
"CA3310019","2020-06-01",14.77
"CA3310019","2020-07-01",13.69
"CA3310019","2020-08-01",10.66
"CA3310019","2020-09-01",10.53
"CA3310019","2020-10-01",8.68
"CA3310019","2020-11-01",7.81
"CA3310019","2020-12-01",9.05
"CA3310019","2021-01-01",8.61
"CA3310019","2021-02-01",8
"CA3310019","2021-03-01",7.67
"CA3310019","2021-04-01",7.57
"CA3310019","2021-05-01",7.1
"CA3310019","2021-06-01",7.86
"CA3310019","2021-07-01",7.87
"CA3310019","2021-08-01",7.64
"CA3310019","2021-09-01",6.58
"CA3310020","2020-01-01",4.23
"CA3310020","2020-02-01",4.14
"CA3310020","2020-03-01",5.38
"CA3310020","2020-04-01",15.62
"CA3310020","2020-05-01",15.92
"CA3310020","2020-06-01",14.77
"CA3310020","2020-07-01",13.69
"CA3310020","2020-08-01",10.66
"CA3310020","2020-09-01",10.53
"CA3310020","2020-10-01",8.68
"CA3310020","2020-11-01",7.81
"CA3310020","2020-12-01",9.05
"CA3310020","2021-01-01",8.61
"CA3310020","2021-02-01",8
"CA3310020","2021-03-01",7.67
"CA3310020","2021-04-01",7.57
"CA3310020","2021-05-01",7.1
"CA3310020","2021-06-01",7.86
"CA3310020","2021-07-01",7.87
"CA3310020","2021-08-01",7.64
"CA3310020","2021-09-01",6.58
"CA3310021","2020-01-01",4.08
"CA3310021","2020-02-01",3.99
"CA3310021","2020-03-01",5.2
"CA3310021","2020-04-01",14.7
"CA3310021","2020-05-01",15.06
"CA3310021","2020-06-01",14.32
"CA3310021","2020-07-01",13.39
"CA3310021","2020-08-01",10.5
"CA3310021","2020-09-01",10.43
"CA3310021","2020-10-01",8.71
"CA3310021","2020-11-01",7.88
"CA3310021","2020-12-01",9.13
"CA3310021","2021-01-01",8.63
"CA3310021","2021-02-01",8.05
"CA3310021","2021-03-01",7.74
"CA3310021","2021-04-01",7.63
"CA3310021","2021-05-01",7.17
"CA3310021","2021-06-01",7.93
"CA3310021","2021-07-01",7.91
"CA3310021","2021-08-01",7.63
"CA3310021","2021-09-01",6.59
"CA3310022","2020-01-01",4.23
"CA3310022","2020-02-01",4.14
"CA3310022","2020-03-01",5.38
"CA3310022","2020-04-01",15.62
"CA3310022","2020-05-01",15.92
"CA3310022","2020-06-01",14.77
"CA3310022","2020-07-01",13.69
"CA3310022","2020-08-01",10.66
"CA3310022","2020-09-01",10.53
"CA3310022","2020-10-01",8.68
"CA3310022","2020-11-01",7.81
"CA3310022","2020-12-01",9.05
"CA3310022","2021-01-01",8.61
"CA3310022","2021-02-01",8
"CA3310022","2021-03-01",7.67
"CA3310022","2021-04-01",7.57
"CA3310022","2021-05-01",7.1
"CA3310022","2021-06-01",7.86
"CA3310022","2021-07-01",7.87
"CA3310022","2021-08-01",7.64
"CA3310022","2021-09-01",6.58
"CA3310031","2020-01-01",4.23
"CA3310031","2020-02-01",4.14
"CA3310031","2020-03-01",5.38
"CA3310031","2020-04-01",15.62
"CA3310031","2020-05-01",15.92
"CA3310031","2020-06-01",14.77
"CA3310031","2020-07-01",13.69
"CA3310031","2020-08-01",10.66
"CA3310031","2020-09-01",10.53
"CA3310031","2020-10-01",8.68
"CA3310031","2020-11-01",7.81
"CA3310031","2020-12-01",9.05
"CA3310031","2021-01-01",8.61
"CA3310031","2021-02-01",8
"CA3310031","2021-03-01",7.67
"CA3310031","2021-04-01",7.57
"CA3310031","2021-05-01",7.1
"CA3310031","2021-06-01",7.86
"CA3310031","2021-07-01",7.87
"CA3310031","2021-08-01",7.64
"CA3310031","2021-09-01",6.58
"CA3310032","2020-01-01",4.23
"CA3310032","2020-02-01",4.14
"CA3310032","2020-03-01",5.38
"CA3310032","2020-04-01",15.62
"CA3310032","2020-05-01",15.92
"CA3310032","2020-06-01",14.77
"CA3310032","2020-07-01",13.69
"CA3310032","2020-08-01",10.66
"CA3310032","2020-09-01",10.53
"CA3310032","2020-10-01",8.68
"CA3310032","2020-11-01",7.81
"CA3310032","2020-12-01",9.05
"CA3310032","2021-01-01",8.61
"CA3310032","2021-02-01",8
"CA3310032","2021-03-01",7.67
"CA3310032","2021-04-01",7.57
"CA3310032","2021-05-01",7.1
"CA3310032","2021-06-01",7.86
"CA3310032","2021-07-01",7.87
"CA3310032","2021-08-01",7.64
"CA3310032","2021-09-01",6.58
"CA3310036","2020-01-01",4.23
"CA3310036","2020-02-01",4.14
"CA3310036","2020-03-01",5.38
"CA3310036","2020-04-01",15.62
"CA3310036","2020-05-01",15.92
"CA3310036","2020-06-01",14.77
"CA3310036","2020-07-01",13.69
"CA3310036","2020-08-01",10.66
"CA3310036","2020-09-01",10.53
"CA3310036","2020-10-01",8.68
"CA3310036","2020-11-01",7.81
"CA3310036","2020-12-01",9.05
"CA3310036","2021-01-01",8.61
"CA3310036","2021-02-01",8
"CA3310036","2021-03-01",7.67
"CA3310036","2021-04-01",7.57
"CA3310036","2021-05-01",7.1
"CA3310036","2021-06-01",7.86
"CA3310036","2021-07-01",7.87
"CA3310036","2021-08-01",7.64
"CA3310036","2021-09-01",6.58
"CA3310037","2020-01-01",4.23
"CA3310037","2020-02-01",4.14
"CA3310037","2020-03-01",5.38
"CA3310037","2020-04-01",15.62
"CA3310037","2020-05-01",15.92
"CA3310037","2020-06-01",14.77
"CA3310037","2020-07-01",13.69
"CA3310037","2020-08-01",10.66
"CA3310037","2020-09-01",10.53
"CA3310037","2020-10-01",8.68
"CA3310037","2020-11-01",7.81
"CA3310037","2020-12-01",9.05
"CA3310037","2021-01-01",8.61
"CA3310037","2021-02-01",8
"CA3310037","2021-03-01",7.67
"CA3310037","2021-04-01",7.57
"CA3310037","2021-05-01",7.1
"CA3310037","2021-06-01",7.86
"CA3310037","2021-07-01",7.87
"CA3310037","2021-08-01",7.64
"CA3310037","2021-09-01",6.58
"CA3310038","2020-01-01",4.23
"CA3310038","2020-02-01",4.14
"CA3310038","2020-03-01",5.38
"CA3310038","2020-04-01",15.62
"CA3310038","2020-05-01",15.92
"CA3310038","2020-06-01",14.77
"CA3310038","2020-07-01",13.69
"CA3310038","2020-08-01",10.66
"CA3310038","2020-09-01",10.53
"CA3310038","2020-10-01",8.68
"CA3310038","2020-11-01",7.81
"CA3310038","2020-12-01",9.05
"CA3310038","2021-01-01",8.61
"CA3310038","2021-02-01",8
"CA3310038","2021-03-01",7.67
"CA3310038","2021-04-01",7.57
"CA3310038","2021-05-01",7.1
"CA3310038","2021-06-01",7.86
"CA3310038","2021-07-01",7.87
"CA3310038","2021-08-01",7.64
"CA3310038","2021-09-01",6.58
"CA3310046","2020-01-01",4.23
"CA3310046","2020-02-01",4.14
"CA3310046","2020-03-01",5.38
"CA3310046","2020-04-01",15.62
"CA3310046","2020-05-01",15.92
"CA3310046","2020-06-01",14.77
"CA3310046","2020-07-01",13.69
"CA3310046","2020-08-01",10.66
"CA3310046","2020-09-01",10.53
"CA3310046","2020-10-01",8.68
"CA3310046","2020-11-01",7.81
"CA3310046","2020-12-01",9.05
"CA3310046","2021-01-01",8.61
"CA3310046","2021-02-01",8
"CA3310046","2021-03-01",7.67
"CA3310046","2021-04-01",7.57
"CA3310046","2021-05-01",7.1
"CA3310046","2021-06-01",7.86
"CA3310046","2021-07-01",7.87
"CA3310046","2021-08-01",7.64
"CA3310046","2021-09-01",6.58
"CA3310047","2020-01-01",4.23
"CA3310047","2020-02-01",4.14
"CA3310047","2020-03-01",5.38
"CA3310047","2020-04-01",15.62
"CA3310047","2020-05-01",15.92
"CA3310047","2020-06-01",14.77
"CA3310047","2020-07-01",13.69
"CA3310047","2020-08-01",10.66
"CA3310047","2020-09-01",10.53
"CA3310047","2020-10-01",8.68
"CA3310047","2020-11-01",7.81
"CA3310047","2020-12-01",9.05
"CA3310047","2021-01-01",8.61
"CA3310047","2021-02-01",8
"CA3310047","2021-03-01",7.67
"CA3310047","2021-04-01",7.57
"CA3310047","2021-05-01",7.1
"CA3310047","2021-06-01",7.86
"CA3310047","2021-07-01",7.87
"CA3310047","2021-08-01",7.64
"CA3310047","2021-09-01",6.58
"CA3310048","2020-01-01",4.23
"CA3310048","2020-02-01",4.14
"CA3310048","2020-03-01",5.38
"CA3310048","2020-04-01",15.62
"CA3310048","2020-05-01",15.92
"CA3310048","2020-06-01",14.77
"CA3310048","2020-07-01",13.69
"CA3310048","2020-08-01",10.66
"CA3310048","2020-09-01",10.53
"CA3310048","2020-10-01",8.68
"CA3310048","2020-11-01",7.81
"CA3310048","2020-12-01",9.05
"CA3310048","2021-01-01",8.61
"CA3310048","2021-02-01",8
"CA3310048","2021-03-01",7.67
"CA3310048","2021-04-01",7.57
"CA3310048","2021-05-01",7.1
"CA3310048","2021-06-01",7.86
"CA3310048","2021-07-01",7.87
"CA3310048","2021-08-01",7.64
"CA3310048","2021-09-01",6.58
"CA3310049","2020-01-01",4.08
"CA3310049","2020-02-01",3.99
"CA3310049","2020-03-01",5.2
"CA3310049","2020-04-01",14.7
"CA3310049","2020-05-01",15.06
"CA3310049","2020-06-01",14.32
"CA3310049","2020-07-01",13.39
"CA3310049","2020-08-01",10.5
"CA3310049","2020-09-01",10.43
"CA3310049","2020-10-01",8.71
"CA3310049","2020-11-01",7.88
"CA3310049","2020-12-01",9.13
"CA3310049","2021-01-01",8.63
"CA3310049","2021-02-01",8.05
"CA3310049","2021-03-01",7.74
"CA3310049","2021-04-01",7.63
"CA3310049","2021-05-01",7.17
"CA3310049","2021-06-01",7.93
"CA3310049","2021-07-01",7.91
"CA3310049","2021-08-01",7.63
"CA3310049","2021-09-01",6.59
"CA3310051","2020-01-01",4.23
"CA3310051","2020-02-01",4.14
"CA3310051","2020-03-01",5.38
"CA3310051","2020-04-01",15.62
"CA3310051","2020-05-01",15.92
"CA3310051","2020-06-01",14.77
"CA3310051","2020-07-01",13.69
"CA3310051","2020-08-01",10.66
"CA3310051","2020-09-01",10.53
"CA3310051","2020-10-01",8.68
"CA3310051","2020-11-01",7.81
"CA3310051","2020-12-01",9.05
"CA3310051","2021-01-01",8.61
"CA3310051","2021-02-01",8
"CA3310051","2021-03-01",7.67
"CA3310051","2021-04-01",7.57
"CA3310051","2021-05-01",7.1
"CA3310051","2021-06-01",7.86
"CA3310051","2021-07-01",7.87
"CA3310051","2021-08-01",7.64
"CA3310051","2021-09-01",6.58
"CA3310074","2020-01-01",4.23
"CA3310074","2020-02-01",4.14
"CA3310074","2020-03-01",5.38
"CA3310074","2020-04-01",15.62
"CA3310074","2020-05-01",15.92
"CA3310074","2020-06-01",14.77
"CA3310074","2020-07-01",13.69
"CA3310074","2020-08-01",10.66
"CA3310074","2020-09-01",10.53
"CA3310074","2020-10-01",8.68
"CA3310074","2020-11-01",7.81
"CA3310074","2020-12-01",9.05
"CA3310074","2021-01-01",8.61
"CA3310074","2021-02-01",8
"CA3310074","2021-03-01",7.67
"CA3310074","2021-04-01",7.57
"CA3310074","2021-05-01",7.1
"CA3310074","2021-06-01",7.86
"CA3310074","2021-07-01",7.87
"CA3310074","2021-08-01",7.64
"CA3310074","2021-09-01",6.58
"CA3410001","2020-01-01",3.75
"CA3410001","2020-02-01",3.63
"CA3410001","2020-03-01",4.67
"CA3410001","2020-04-01",14.16
"CA3410001","2020-05-01",13.92
"CA3410001","2020-06-01",13.09
"CA3410001","2020-07-01",11.91
"CA3410001","2020-08-01",9.35
"CA3410001","2020-09-01",9.24
"CA3410001","2020-10-01",7.6
"CA3410001","2020-11-01",6.92
"CA3410001","2020-12-01",8.07
"CA3410001","2021-01-01",7.7
"CA3410001","2021-02-01",7.24
"CA3410001","2021-03-01",7
"CA3410001","2021-04-01",6.78
"CA3410001","2021-05-01",6.36
"CA3410001","2021-06-01",6.99
"CA3410001","2021-07-01",6.91
"CA3410001","2021-08-01",6.62
"CA3410001","2021-09-01",5.68
"CA3410002","2020-01-01",3.88
"CA3410002","2020-02-01",3.75
"CA3410002","2020-03-01",4.82
"CA3410002","2020-04-01",14.46
"CA3410002","2020-05-01",14.28
"CA3410002","2020-06-01",13.58
"CA3410002","2020-07-01",12.46
"CA3410002","2020-08-01",9.85
"CA3410002","2020-09-01",9.79
"CA3410002","2020-10-01",8.08
"CA3410002","2020-11-01",7.36
"CA3410002","2020-12-01",8.55
"CA3410002","2021-01-01",8.15
"CA3410002","2021-02-01",7.66
"CA3410002","2021-03-01",7.39
"CA3410002","2021-04-01",7.18
"CA3410002","2021-05-01",6.75
"CA3410002","2021-06-01",7.4
"CA3410002","2021-07-01",7.33
"CA3410002","2021-08-01",7.02
"CA3410002","2021-09-01",6.06
"CA3410003","2020-01-01",3.88
"CA3410003","2020-02-01",3.75
"CA3410003","2020-03-01",4.82
"CA3410003","2020-04-01",14.46
"CA3410003","2020-05-01",14.28
"CA3410003","2020-06-01",13.58
"CA3410003","2020-07-01",12.46
"CA3410003","2020-08-01",9.85
"CA3410003","2020-09-01",9.79
"CA3410003","2020-10-01",8.08
"CA3410003","2020-11-01",7.36
"CA3410003","2020-12-01",8.55
"CA3410003","2021-01-01",8.15
"CA3410003","2021-02-01",7.66
"CA3410003","2021-03-01",7.39
"CA3410003","2021-04-01",7.18
"CA3410003","2021-05-01",6.75
"CA3410003","2021-06-01",7.4
"CA3410003","2021-07-01",7.33
"CA3410003","2021-08-01",7.02
"CA3410003","2021-09-01",6.06
"CA3410004","2020-01-01",3.88
"CA3410004","2020-02-01",3.75
"CA3410004","2020-03-01",4.82
"CA3410004","2020-04-01",14.46
"CA3410004","2020-05-01",14.28
"CA3410004","2020-06-01",13.58
"CA3410004","2020-07-01",12.46
"CA3410004","2020-08-01",9.85
"CA3410004","2020-09-01",9.79
"CA3410004","2020-10-01",8.08
"CA3410004","2020-11-01",7.36
"CA3410004","2020-12-01",8.55
"CA3410004","2021-01-01",8.15
"CA3410004","2021-02-01",7.66
"CA3410004","2021-03-01",7.39
"CA3410004","2021-04-01",7.18
"CA3410004","2021-05-01",6.75
"CA3410004","2021-06-01",7.4
"CA3410004","2021-07-01",7.33
"CA3410004","2021-08-01",7.02
"CA3410004","2021-09-01",6.06
"CA3410005","2020-01-01",3.88
"CA3410005","2020-02-01",3.75
"CA3410005","2020-03-01",4.82
"CA3410005","2020-04-01",14.46
"CA3410005","2020-05-01",14.28
"CA3410005","2020-06-01",13.58
"CA3410005","2020-07-01",12.46
"CA3410005","2020-08-01",9.85
"CA3410005","2020-09-01",9.79
"CA3410005","2020-10-01",8.08
"CA3410005","2020-11-01",7.36
"CA3410005","2020-12-01",8.55
"CA3410005","2021-01-01",8.15
"CA3410005","2021-02-01",7.66
"CA3410005","2021-03-01",7.39
"CA3410005","2021-04-01",7.18
"CA3410005","2021-05-01",6.75
"CA3410005","2021-06-01",7.4
"CA3410005","2021-07-01",7.33
"CA3410005","2021-08-01",7.02
"CA3410005","2021-09-01",6.06
"CA3410006","2020-01-01",3.75
"CA3410006","2020-02-01",3.63
"CA3410006","2020-03-01",4.67
"CA3410006","2020-04-01",14.16
"CA3410006","2020-05-01",13.92
"CA3410006","2020-06-01",13.09
"CA3410006","2020-07-01",11.91
"CA3410006","2020-08-01",9.35
"CA3410006","2020-09-01",9.24
"CA3410006","2020-10-01",7.6
"CA3410006","2020-11-01",6.92
"CA3410006","2020-12-01",8.07
"CA3410006","2021-01-01",7.7
"CA3410006","2021-02-01",7.24
"CA3410006","2021-03-01",7
"CA3410006","2021-04-01",6.78
"CA3410006","2021-05-01",6.36
"CA3410006","2021-06-01",6.99
"CA3410006","2021-07-01",6.91
"CA3410006","2021-08-01",6.62
"CA3410006","2021-09-01",5.68
"CA3410007","2020-01-01",3.88
"CA3410007","2020-02-01",3.75
"CA3410007","2020-03-01",4.82
"CA3410007","2020-04-01",14.46
"CA3410007","2020-05-01",14.28
"CA3410007","2020-06-01",13.58
"CA3410007","2020-07-01",12.46
"CA3410007","2020-08-01",9.85
"CA3410007","2020-09-01",9.79
"CA3410007","2020-10-01",8.08
"CA3410007","2020-11-01",7.36
"CA3410007","2020-12-01",8.55
"CA3410007","2021-01-01",8.15
"CA3410007","2021-02-01",7.66
"CA3410007","2021-03-01",7.39
"CA3410007","2021-04-01",7.18
"CA3410007","2021-05-01",6.75
"CA3410007","2021-06-01",7.4
"CA3410007","2021-07-01",7.33
"CA3410007","2021-08-01",7.02
"CA3410007","2021-09-01",6.06
"CA3410008","2020-01-01",3.88
"CA3410008","2020-02-01",3.75
"CA3410008","2020-03-01",4.82
"CA3410008","2020-04-01",14.46
"CA3410008","2020-05-01",14.28
"CA3410008","2020-06-01",13.58
"CA3410008","2020-07-01",12.46
"CA3410008","2020-08-01",9.85
"CA3410008","2020-09-01",9.79
"CA3410008","2020-10-01",8.08
"CA3410008","2020-11-01",7.36
"CA3410008","2020-12-01",8.55
"CA3410008","2021-01-01",8.15
"CA3410008","2021-02-01",7.66
"CA3410008","2021-03-01",7.39
"CA3410008","2021-04-01",7.18
"CA3410008","2021-05-01",6.75
"CA3410008","2021-06-01",7.4
"CA3410008","2021-07-01",7.33
"CA3410008","2021-08-01",7.02
"CA3410008","2021-09-01",6.06
"CA3410009","2020-01-01",3.88
"CA3410009","2020-02-01",3.75
"CA3410009","2020-03-01",4.82
"CA3410009","2020-04-01",14.46
"CA3410009","2020-05-01",14.28
"CA3410009","2020-06-01",13.58
"CA3410009","2020-07-01",12.46
"CA3410009","2020-08-01",9.85
"CA3410009","2020-09-01",9.79
"CA3410009","2020-10-01",8.08
"CA3410009","2020-11-01",7.36
"CA3410009","2020-12-01",8.55
"CA3410009","2021-01-01",8.15
"CA3410009","2021-02-01",7.66
"CA3410009","2021-03-01",7.39
"CA3410009","2021-04-01",7.18
"CA3410009","2021-05-01",6.75
"CA3410009","2021-06-01",7.4
"CA3410009","2021-07-01",7.33
"CA3410009","2021-08-01",7.02
"CA3410009","2021-09-01",6.06
"CA3410010","2020-01-01",3.88
"CA3410010","2020-02-01",3.75
"CA3410010","2020-03-01",4.82
"CA3410010","2020-04-01",14.46
"CA3410010","2020-05-01",14.28
"CA3410010","2020-06-01",13.58
"CA3410010","2020-07-01",12.46
"CA3410010","2020-08-01",9.85
"CA3410010","2020-09-01",9.79
"CA3410010","2020-10-01",8.08
"CA3410010","2020-11-01",7.36
"CA3410010","2020-12-01",8.55
"CA3410010","2021-01-01",8.15
"CA3410010","2021-02-01",7.66
"CA3410010","2021-03-01",7.39
"CA3410010","2021-04-01",7.18
"CA3410010","2021-05-01",6.75
"CA3410010","2021-06-01",7.4
"CA3410010","2021-07-01",7.33
"CA3410010","2021-08-01",7.02
"CA3410010","2021-09-01",6.06
"CA3410011","2020-01-01",3.88
"CA3410011","2020-02-01",3.75
"CA3410011","2020-03-01",4.82
"CA3410011","2020-04-01",14.46
"CA3410011","2020-05-01",14.28
"CA3410011","2020-06-01",13.58
"CA3410011","2020-07-01",12.46
"CA3410011","2020-08-01",9.85
"CA3410011","2020-09-01",9.79
"CA3410011","2020-10-01",8.08
"CA3410011","2020-11-01",7.36
"CA3410011","2020-12-01",8.55
"CA3410011","2021-01-01",8.15
"CA3410011","2021-02-01",7.66
"CA3410011","2021-03-01",7.39
"CA3410011","2021-04-01",7.18
"CA3410011","2021-05-01",6.75
"CA3410011","2021-06-01",7.4
"CA3410011","2021-07-01",7.33
"CA3410011","2021-08-01",7.02
"CA3410011","2021-09-01",6.06
"CA3410013","2020-01-01",3.75
"CA3410013","2020-02-01",3.63
"CA3410013","2020-03-01",4.67
"CA3410013","2020-04-01",14.16
"CA3410013","2020-05-01",13.92
"CA3410013","2020-06-01",13.09
"CA3410013","2020-07-01",11.91
"CA3410013","2020-08-01",9.35
"CA3410013","2020-09-01",9.24
"CA3410013","2020-10-01",7.6
"CA3410013","2020-11-01",6.92
"CA3410013","2020-12-01",8.07
"CA3410013","2021-01-01",7.7
"CA3410013","2021-02-01",7.24
"CA3410013","2021-03-01",7
"CA3410013","2021-04-01",6.78
"CA3410013","2021-05-01",6.36
"CA3410013","2021-06-01",6.99
"CA3410013","2021-07-01",6.91
"CA3410013","2021-08-01",6.62
"CA3410013","2021-09-01",5.68
"CA3410014","2020-01-01",3.88
"CA3410014","2020-02-01",3.75
"CA3410014","2020-03-01",4.82
"CA3410014","2020-04-01",14.46
"CA3410014","2020-05-01",14.28
"CA3410014","2020-06-01",13.58
"CA3410014","2020-07-01",12.46
"CA3410014","2020-08-01",9.85
"CA3410014","2020-09-01",9.79
"CA3410014","2020-10-01",8.08
"CA3410014","2020-11-01",7.36
"CA3410014","2020-12-01",8.55
"CA3410014","2021-01-01",8.15
"CA3410014","2021-02-01",7.66
"CA3410014","2021-03-01",7.39
"CA3410014","2021-04-01",7.18
"CA3410014","2021-05-01",6.75
"CA3410014","2021-06-01",7.4
"CA3410014","2021-07-01",7.33
"CA3410014","2021-08-01",7.02
"CA3410014","2021-09-01",6.06
"CA3410015","2020-01-01",3.88
"CA3410015","2020-02-01",3.75
"CA3410015","2020-03-01",4.82
"CA3410015","2020-04-01",14.46
"CA3410015","2020-05-01",14.28
"CA3410015","2020-06-01",13.58
"CA3410015","2020-07-01",12.46
"CA3410015","2020-08-01",9.85
"CA3410015","2020-09-01",9.79
"CA3410015","2020-10-01",8.08
"CA3410015","2020-11-01",7.36
"CA3410015","2020-12-01",8.55
"CA3410015","2021-01-01",8.15
"CA3410015","2021-02-01",7.66
"CA3410015","2021-03-01",7.39
"CA3410015","2021-04-01",7.18
"CA3410015","2021-05-01",6.75
"CA3410015","2021-06-01",7.4
"CA3410015","2021-07-01",7.33
"CA3410015","2021-08-01",7.02
"CA3410015","2021-09-01",6.06
"CA3410016","2020-01-01",3.88
"CA3410016","2020-02-01",3.75
"CA3410016","2020-03-01",4.82
"CA3410016","2020-04-01",14.46
"CA3410016","2020-05-01",14.28
"CA3410016","2020-06-01",13.58
"CA3410016","2020-07-01",12.46
"CA3410016","2020-08-01",9.85
"CA3410016","2020-09-01",9.79
"CA3410016","2020-10-01",8.08
"CA3410016","2020-11-01",7.36
"CA3410016","2020-12-01",8.55
"CA3410016","2021-01-01",8.15
"CA3410016","2021-02-01",7.66
"CA3410016","2021-03-01",7.39
"CA3410016","2021-04-01",7.18
"CA3410016","2021-05-01",6.75
"CA3410016","2021-06-01",7.4
"CA3410016","2021-07-01",7.33
"CA3410016","2021-08-01",7.02
"CA3410016","2021-09-01",6.06
"CA3410017","2020-01-01",3.88
"CA3410017","2020-02-01",3.75
"CA3410017","2020-03-01",4.82
"CA3410017","2020-04-01",14.46
"CA3410017","2020-05-01",14.28
"CA3410017","2020-06-01",13.58
"CA3410017","2020-07-01",12.46
"CA3410017","2020-08-01",9.85
"CA3410017","2020-09-01",9.79
"CA3410017","2020-10-01",8.08
"CA3410017","2020-11-01",7.36
"CA3410017","2020-12-01",8.55
"CA3410017","2021-01-01",8.15
"CA3410017","2021-02-01",7.66
"CA3410017","2021-03-01",7.39
"CA3410017","2021-04-01",7.18
"CA3410017","2021-05-01",6.75
"CA3410017","2021-06-01",7.4
"CA3410017","2021-07-01",7.33
"CA3410017","2021-08-01",7.02
"CA3410017","2021-09-01",6.06
"CA3410018","2020-01-01",3.88
"CA3410018","2020-02-01",3.75
"CA3410018","2020-03-01",4.82
"CA3410018","2020-04-01",14.46
"CA3410018","2020-05-01",14.28
"CA3410018","2020-06-01",13.58
"CA3410018","2020-07-01",12.46
"CA3410018","2020-08-01",9.85
"CA3410018","2020-09-01",9.79
"CA3410018","2020-10-01",8.08
"CA3410018","2020-11-01",7.36
"CA3410018","2020-12-01",8.55
"CA3410018","2021-01-01",8.15
"CA3410018","2021-02-01",7.66
"CA3410018","2021-03-01",7.39
"CA3410018","2021-04-01",7.18
"CA3410018","2021-05-01",6.75
"CA3410018","2021-06-01",7.4
"CA3410018","2021-07-01",7.33
"CA3410018","2021-08-01",7.02
"CA3410018","2021-09-01",6.06
"CA3410020","2020-01-01",4.02
"CA3410020","2020-02-01",3.89
"CA3410020","2020-03-01",4.97
"CA3410020","2020-04-01",14.09
"CA3410020","2020-05-01",13.81
"CA3410020","2020-06-01",13.19
"CA3410020","2020-07-01",12.08
"CA3410020","2020-08-01",9.51
"CA3410020","2020-09-01",9.45
"CA3410020","2020-10-01",7.8
"CA3410020","2020-11-01",7.15
"CA3410020","2020-12-01",8.35
"CA3410020","2021-01-01",7.99
"CA3410020","2021-02-01",7.56
"CA3410020","2021-03-01",7.27
"CA3410020","2021-04-01",7.03
"CA3410020","2021-05-01",6.59
"CA3410020","2021-06-01",7.23
"CA3410020","2021-07-01",7.15
"CA3410020","2021-08-01",6.83
"CA3410020","2021-09-01",5.88
"CA3410021","2020-01-01",3.75
"CA3410021","2020-02-01",3.63
"CA3410021","2020-03-01",4.67
"CA3410021","2020-04-01",14.16
"CA3410021","2020-05-01",13.92
"CA3410021","2020-06-01",13.09
