"pwsid","hh_use","HBI","PPI","TRAD","burden","LaborHrs"
"NC0158010",9000,7.12,29.71,3.4,"Moderate-High",17
"NC0158015",0,5.11,23.62,2.1,"Moderate-High",9.89
"NC0158015",1000,5.11,23.62,2.1,"Moderate-High",9.89
"NC0158015",10000,15.6,23.62,6.4,"High",25.05
"NC0158015",11000,16.91,23.62,6.93,"High",26.95
"NC0158015",12000,18.23,23.62,7.47,"High",28.84
"NC0158015",13000,19.54,23.62,8,"High",30.74
"NC0158015",14000,20.85,23.62,8.54,"High",32.63
"NC0158015",15000,22.16,23.62,9.08,"High",34.53
"NC0158015",16000,23.47,23.62,9.62,"High",36.42
"NC0158015",2000,5.11,23.62,2.1,"Moderate-High",9.89
"NC0158015",3000,6.42,23.62,2.63,"Moderate-High",11.79
"NC0158015",4000,7.73,23.62,3.17,"Moderate-High",13.69
"NC0158015",5000,9.04,23.62,3.7,"Moderate-High",15.57
"NC0158015",6000,10.36,23.62,4.25,"High",17.48
"NC0158015",7000,11.67,23.62,4.78,"High",19.37
"NC0158015",8000,12.98,23.62,5.32,"High",21.26
"NC0158015",9000,14.29,23.62,5.85,"High",23.16
"NC0158020",0,2.83,45.33,1.03,"Moderate-High",4.48
"NC0158020",1000,2.83,45.33,1.03,"Moderate-High",4.48
"NC0158020",10000,15.88,45.33,5.81,"Very High",25.17
"NC0158020",11000,17.62,45.33,6.44,"Very High",27.93
"NC0158020",12000,19.36,45.33,7.08,"Very High",30.69
"NC0158020",13000,21.1,45.33,7.71,"Very High",33.45
"NC0158020",14000,22.84,45.33,8.35,"Very High",36.21
"NC0158020",15000,24.58,45.33,8.99,"Very High",38.97
"NC0158020",16000,26.32,45.33,9.62,"Very High",41.72
"NC0158020",2000,2.83,45.33,1.03,"Moderate-High",4.48
"NC0158020",3000,3.7,45.33,1.35,"Moderate-High",5.86
"NC0158020",4000,5.44,45.33,1.99,"High",8.62
"NC0158020",5000,7.18,45.33,2.62,"High",11.38
"NC0158020",6000,8.92,45.33,3.26,"High",14.14
"NC0158020",7000,10.66,45.33,3.9,"Very High",16.89
"NC0158020",8000,12.4,45.33,4.53,"Very High",19.65
"NC0158020",9000,14.14,45.33,5.17,"Very High",22.41
"NC0160010",0,0.98,26.87,0.47,"Low-Moderate",3.26
"NC0160010",1000,1.35,26.87,0.65,"Low-Moderate",4.48
"NC0160010",10000,5.44,26.87,2.62,"Moderate-High",18.11
"NC0160010",11000,5.98,26.87,2.88,"Moderate-High",19.93
"NC0160010",12000,6.54,26.87,3.15,"Moderate-High",21.76
"NC0160010",13000,7.32,26.87,3.52,"Moderate-High",24.38
"NC0160010",14000,8.11,26.87,3.9,"Moderate-High",26.99
"NC0160010",15000,8.89,26.87,4.28,"Moderate-High",29.6
"NC0160010",16000,9.67,26.87,4.66,"High",32.22
"NC0160010",2000,1.71,26.87,0.82,"Low-Moderate",5.7
"NC0160010",3000,2.08,26.87,1,"Low-Moderate",6.92
"NC0160010",4000,2.47,26.87,1.19,"Low-Moderate",8.23
"NC0160010",5000,2.86,26.87,1.38,"Low-Moderate",9.54
"NC0160010",6000,3.26,26.87,1.57,"Low-Moderate",10.86
"NC0160010",7000,3.8,26.87,1.83,"Low-Moderate",12.67
"NC0160010",8000,4.35,26.87,2.09,"Low-Moderate",14.48
"NC0160010",9000,4.89,26.87,2.36,"Moderate-High",16.3
"NC0160156",0,2.62,26.02,1.04,"Low-Moderate",10.18
"NC0160156",1000,3,26.02,1.19,"Low-Moderate",11.66
"NC0160156",10000,6.42,26.02,2.55,"Moderate-High",24.94
"NC0160156",11000,6.8,26.02,2.7,"Moderate-High",26.42
"NC0160156",12000,7.18,26.02,2.85,"Moderate-High",27.9
"NC0160156",13000,7.56,26.02,3.01,"Moderate-High",29.37
"NC0160156",14000,7.94,26.02,3.16,"Moderate-High",30.85
"NC0160156",15000,8.32,26.02,3.31,"Moderate-High",32.32
"NC0160156",16000,8.7,26.02,3.46,"Moderate-High",33.8
"NC0160156",2000,3.38,26.02,1.34,"Low-Moderate",13.14
"NC0160156",3000,3.76,26.02,1.5,"Low-Moderate",14.61
"NC0160156",4000,4.14,26.02,1.65,"Low-Moderate",16.09
"NC0160156",5000,4.52,26.02,1.8,"Low-Moderate",17.56
"NC0160156",6000,4.9,26.02,1.95,"Moderate-High",19.04
"NC0160156",7000,5.28,26.02,2.1,"Moderate-High",20.52
"NC0160156",8000,5.66,26.02,2.25,"Moderate-High",21.99
"NC0160156",9000,6.04,26.02,2.4,"Moderate-High",23.47
"NC0161015",0,2.26,35.53,1.04,"Moderate-High",6.76
"NC0161015",1000,2.26,35.53,1.04,"Moderate-High",6.76
"NC0161015",10000,3.64,35.53,1.68,"Moderate-High",10.89
"NC0161015",11000,3.87,35.53,1.78,"Moderate-High",11.59
"NC0161015",12000,4.1,35.53,1.89,"Moderate-High",12.27
"NC0161015",13000,4.33,35.53,1.99,"Moderate-High",12.96
"NC0161015",14000,4.56,35.53,2.1,"Moderate-High",13.66
"NC0161015",15000,4.79,35.53,2.21,"High",14.34
"NC0161015",16000,5.03,35.53,2.31,"High",15.04
"NC0161015",2000,2.26,35.53,1.04,"Moderate-High",6.76
"NC0161015",3000,2.26,35.53,1.04,"Moderate-High",6.76
"NC0161015",4000,2.26,35.53,1.04,"Moderate-High",6.76
"NC0161015",5000,2.48,35.53,1.14,"Moderate-High",7.45
"NC0161015",6000,2.71,35.53,1.25,"Moderate-High",8.13
"NC0161015",7000,2.95,35.53,1.36,"Moderate-High",8.82
"NC0161015",8000,3.18,35.53,1.47,"Moderate-High",9.52
"NC0161015",9000,3.41,35.53,1.57,"Moderate-High",10.21
"NC0175010",0,1.85,24.68,1.07,"Low-Moderate",8.49
"NC0175010",1000,1.85,24.68,1.07,"Low-Moderate",8.49
"NC0175010",10000,6.31,24.68,3.66,"Moderate-High",33.31
"NC0175010",11000,6.8,24.68,3.95,"Moderate-High",36.08
"NC0175010",12000,7.3,24.68,4.24,"Moderate-High",38.84
"NC0175010",13000,7.79,24.68,4.52,"Moderate-High",41.59
"NC0175010",14000,8.29,24.68,4.81,"Moderate-High",44.35
"NC0175010",15000,8.78,24.68,5.1,"Moderate-High",47.11
"NC0175010",16000,9.28,24.68,5.39,"High",49.87
"NC0175010",2000,2.34,24.68,1.35,"Low-Moderate",11.25
"NC0175010",3000,2.84,24.68,1.64,"Low-Moderate",14
"NC0175010",4000,3.33,24.68,1.93,"Low-Moderate",16.76
"NC0175010",5000,3.83,24.68,2.22,"Low-Moderate",19.52
"NC0175010",6000,4.33,24.68,2.51,"Low-Moderate",22.28
"NC0175010",7000,4.82,24.68,2.8,"Moderate-High",25.04
"NC0175010",8000,5.32,24.68,3.08,"Moderate-High",27.8
"NC0175010",9000,5.81,24.68,3.37,"Moderate-High",30.56
"NC0175015",0,4.28,29.75,1.83,"Low-Moderate",9.73
"NC0175015",1000,4.28,29.75,1.83,"Low-Moderate",9.73
"NC0175015",10000,8.73,29.75,3.72,"Moderate-High",19.85
"NC0175015",11000,9.55,29.75,4.08,"High",21.73
"NC0175015",12000,10.38,29.75,4.43,"High",23.61
"NC0175015",13000,11.21,29.75,4.78,"High",25.49
"NC0175015",14000,12.03,29.75,5.13,"High",27.37
"NC0175015",15000,12.86,29.75,5.48,"High",29.24
"NC0175015",16000,13.68,29.75,5.84,"High",31.12
"NC0175015",2000,4.28,29.75,1.83,"Low-Moderate",9.73
"NC0175015",3000,4.28,29.75,1.83,"Low-Moderate",9.73
"NC0175015",4000,4.92,29.75,2.1,"Moderate-High",11.19
"NC0175015",5000,5.55,29.75,2.37,"Moderate-High",12.63
"NC0175015",6000,6.18,29.75,2.64,"Moderate-High",14.07
"NC0175015",7000,6.82,29.75,2.91,"Moderate-High",15.52
"NC0175015",8000,7.46,29.75,3.18,"Moderate-High",16.96
"NC0175015",9000,8.09,29.75,3.45,"Moderate-High",18.41
"NC0175020",0,3.26,29,1.21,"Low-Moderate",7.9
"NC0175020",1000,4.52,29,1.69,"Low-Moderate",10.64
"NC0175020",10000,15.91,29,5.91,"High",35.31
"NC0175020",11000,17.17,29,6.37,"High",38.06
"NC0175020",12000,18.44,29,6.85,"High",40.8
"NC0175020",13000,19.7,29,7.32,"High",43.53
"NC0175020",14000,20.96,29,7.79,"High",46.27
"NC0175020",15000,22.23,29,8.25,"High",49.01
"NC0175020",16000,23.49,29,8.73,"High",51.75
"NC0175020",2000,5.79,29,2.15,"Moderate-High",13.38
"NC0175020",3000,7.05,29,2.62,"Moderate-High",16.12
"NC0175020",4000,8.31,29,3.09,"Moderate-High",18.87
"NC0175020",5000,9.58,29,3.56,"High",21.61
"NC0175020",6000,10.84,29,4.03,"High",24.35
"NC0175020",7000,12.11,29,4.5,"High",27.09
"NC0175020",8000,13.38,29,4.97,"High",29.83
"NC0175020",9000,14.64,29,5.44,"High",32.57
"NC0180038",0,1.57,35.44,0.65,"Moderate-High",4.14
"NC0180038",1000,2.58,35.44,1.07,"Moderate-High",6.82
"NC0180038",10000,10.94,35.44,4.55,"Very High",28.86
"NC0180038",11000,11.48,35.44,4.77,"Very High",30.3
"NC0180038",12000,12.03,35.44,5,"Very High",31.74
"NC0180038",13000,12.58,35.44,5.23,"Very High",33.18
"NC0180038",14000,13.12,35.44,5.46,"Very High",34.62
"NC0180038",15000,13.67,35.44,5.68,"Very High",36.06
"NC0180038",16000,14.21,35.44,5.91,"Very High",37.51
"NC0180038",2000,3.6,35.44,1.5,"Moderate-High",9.5
"NC0180038",3000,4.62,35.44,1.92,"High",12.19
"NC0180038",4000,5.66,35.44,2.35,"High",14.94
"NC0180038",5000,6.71,35.44,2.79,"High",17.7
"NC0180038",6000,7.76,35.44,3.22,"High",20.46
"NC0180038",7000,8.8,35.44,3.66,"High",23.22
"NC0180038",8000,9.84,35.44,4.09,"Very High",25.98
"NC0180038",9000,10.39,35.44,4.32,"Very High",27.42
"NC0180040",0,0.74,36.74,0.3,"Moderate-High",1.75
"NC0180040",1000,1.46,36.74,0.61,"Moderate-High",3.46
"NC0180040",10000,7.95,36.74,3.3,"High",18.9
"NC0180040",11000,8.68,36.74,3.6,"High",20.61
"NC0180040",12000,9.4,36.74,3.9,"Very High",22.33
"NC0180040",13000,10.12,36.74,4.2,"Very High",24.04
"NC0180040",14000,10.84,36.74,4.5,"Very High",25.76
"NC0180040",15000,11.56,36.74,4.8,"Very High",27.47
"NC0180040",16000,12.28,36.74,5.1,"Very High",29.19
"NC0180040",2000,2.18,36.74,0.9,"Moderate-High",5.18
"NC0180040",3000,2.9,36.74,1.21,"Moderate-High",6.9
"NC0180040",4000,3.63,36.74,1.5,"Moderate-High",8.61
"NC0180040",5000,4.35,36.74,1.8,"Moderate-High",10.32
"NC0180040",6000,5.07,36.74,2.1,"High",12.04
"NC0180040",7000,5.79,36.74,2.4,"High",13.75
"NC0180040",8000,6.51,36.74,2.7,"High",15.47
"NC0180040",9000,7.23,36.74,3,"High",17.18
"NC0180050",0,1.41,31.99,0.43,"Low-Moderate",4.69
"NC0180050",1000,1.95,31.99,0.61,"Low-Moderate",6.52
"NC0180050",10000,6.91,31.99,2.14,"Moderate-High",23.06
"NC0180050",11000,7.47,31.99,2.31,"Moderate-High",24.9
"NC0180050",12000,8.01,31.99,2.48,"Moderate-High",26.73
"NC0180050",13000,8.57,31.99,2.65,"Moderate-High",28.57
"NC0180050",14000,9.12,31.99,2.82,"Moderate-High",30.41
"NC0180050",15000,9.67,31.99,2.99,"High",32.25
"NC0180050",16000,10.22,31.99,3.16,"High",34.08
"NC0180050",2000,2.51,31.99,0.78,"Low-Moderate",8.36
"NC0180050",3000,3.06,31.99,0.95,"Low-Moderate",10.2
"NC0180050",4000,3.61,31.99,1.12,"Low-Moderate",12.04
"NC0180050",5000,4.16,31.99,1.29,"Low-Moderate",13.88
"NC0180050",6000,4.71,31.99,1.46,"Moderate-High",15.71
"NC0180050",7000,5.26,31.99,1.63,"Moderate-High",17.55
"NC0180050",8000,5.81,31.99,1.8,"Moderate-High",19.39
"NC0180050",9000,6.36,31.99,1.97,"Moderate-High",21.23
"NC0180055",0,1.98,33.28,1.14,"Low-Moderate",6.85
"NC0180055",1000,1.98,33.28,1.14,"Low-Moderate",6.85
"NC0180055",10000,5.55,33.28,3.2,"Moderate-High",19.19
"NC0180055",11000,6.09,33.28,3.51,"Moderate-High",21.03
"NC0180055",12000,6.63,33.28,3.82,"Moderate-High",22.88
"NC0180055",13000,7.16,33.28,4.13,"Moderate-High",24.72
"NC0180055",14000,7.7,33.28,4.44,"Moderate-High",26.56
"NC0180055",15000,8.24,33.28,4.75,"Moderate-High",28.4
"NC0180055",16000,8.77,33.28,5.06,"Moderate-High",30.24
"NC0180055",2000,1.98,33.28,1.14,"Low-Moderate",6.85
"NC0180055",3000,2.03,33.28,1.17,"Low-Moderate",7.04
"NC0180055",4000,2.34,33.28,1.35,"Low-Moderate",8.14
"NC0180055",5000,2.87,33.28,1.66,"Low-Moderate",9.98
"NC0180055",6000,3.41,33.28,1.97,"Low-Moderate",11.83
"NC0180055",7000,3.95,33.28,2.28,"Low-Moderate",13.66
"NC0180055",8000,4.48,33.28,2.59,"Low-Moderate",15.5
"NC0180055",9000,5.02,33.28,2.9,"Moderate-High",17.35
"NC0180060",0,0.86,50.07,0.39,"Moderate-High",1.44
"NC0180060",1000,2.76,50.07,1.26,"Moderate-High",4.61
"NC0180060",10000,19.86,50.07,9.03,"Very High",33.12
"NC0180060",11000,21.76,50.07,9.89,"Very High",36.29
"NC0180060",12000,23.66,50.07,10.75,"Very High",39.45
"NC0180060",13000,25.56,50.07,11.61,"Very High",42.62
"NC0180060",14000,27.45,50.07,12.48,"Very High",45.79
"NC0180060",15000,29.35,50.07,13.34,"Very High",48.96
"NC0180060",16000,31.25,50.07,14.21,"Very High",52.12
"NC0180060",2000,4.66,50.07,2.12,"High",7.78
"NC0180060",3000,6.56,50.07,2.98,"High",10.94
"NC0180060",4000,8.46,50.07,3.85,"High",14.11
"NC0180060",5000,10.36,50.07,4.71,"Very High",17.28
"NC0180060",6000,12.26,50.07,5.57,"Very High",20.45
"NC0180060",7000,14.16,50.07,6.43,"Very High",23.61
"NC0180060",8000,16.06,50.07,7.3,"Very High",26.78
"NC0180060",9000,17.96,50.07,8.16,"Very High",29.95
"NC0180065",0,0.84,31.62,0.39,"Low-Moderate",2.06
"NC0180065",1000,1.53,31.62,0.71,"Low-Moderate",4
"NC0180065",10000,7.81,31.62,3.61,"Moderate-High",21.61
"NC0180065",11000,8.52,31.62,3.94,"Moderate-High",23.59
"NC0180065",12000,9.23,31.62,4.27,"High",25.59
"NC0180065",13000,9.93,31.62,4.59,"High",27.57
"NC0180065",14000,10.64,31.62,4.92,"High",29.55
"NC0180065",15000,11.35,31.62,5.25,"High",31.54
"NC0180065",16000,12.06,31.62,5.58,"High",33.52
"NC0180065",2000,2.23,31.62,1.03,"Low-Moderate",5.95
"NC0180065",3000,2.92,31.62,1.35,"Low-Moderate",7.89
"NC0180065",4000,3.61,31.62,1.67,"Low-Moderate",9.83
"NC0180065",5000,4.3,31.62,1.99,"Low-Moderate",11.77
"NC0180065",6000,5,31.62,2.31,"Moderate-High",13.71
"NC0180065",7000,5.69,31.62,2.63,"Moderate-High",15.65
"NC0180065",8000,6.39,31.62,2.96,"Moderate-High",17.64
"NC0180065",9000,7.1,31.62,3.29,"Moderate-High",19.62
"NC0181020",0,5.1,29.87,2.1,"Moderate-High",20
"NC0181020",1000,5.33,29.87,2.2,"Moderate-High",20.92
"NC0181020",10000,7.72,29.87,3.18,"Moderate-High",30.25
"NC0181020",11000,8.01,29.87,3.3,"Moderate-High",31.43
"NC0181020",12000,8.32,29.87,3.42,"Moderate-High",32.61
"NC0181020",13000,8.62,29.87,3.55,"Moderate-High",33.8
"NC0181020",14000,8.92,29.87,3.67,"Moderate-High",34.98
"NC0181020",15000,9.23,29.87,3.8,"High",36.17
"NC0181020",16000,9.53,29.87,3.93,"High",37.35
"NC0181020",2000,5.57,29.87,2.29,"Moderate-High",21.84
"NC0181020",3000,5.82,29.87,2.4,"Moderate-High",22.84
"NC0181020",4000,6.09,29.87,2.51,"Moderate-High",23.9
"NC0181020",5000,6.37,29.87,2.62,"Moderate-High",24.95
"NC0181020",6000,6.63,29.87,2.73,"Moderate-High",26.02
"NC0181020",7000,6.91,29.87,2.84,"Moderate-High",27.08
"NC0181020",8000,7.17,29.87,2.95,"Moderate-High",28.13
"NC0181020",9000,7.45,29.87,3.06,"Moderate-High",29.19
"NC0181038",0,5.57,43.51,2.44,"High",7
"NC0181038",1000,5.57,43.51,2.44,"High",7
"NC0181038",10000,17.35,43.51,7.59,"Very High",23.03
"NC0181038",11000,18.95,43.51,8.29,"Very High",25.14
"NC0181038",12000,20.55,43.51,8.99,"Very High",27.25
"NC0181038",13000,22.15,43.51,9.69,"Very High",29.37
"NC0181038",14000,23.75,43.51,10.39,"Very High",31.48
"NC0181038",15000,25.35,43.51,11.09,"Very High",33.6
"NC0181038",16000,26.95,43.51,11.79,"Very High",35.71
"NC0181038",2000,5.57,43.51,2.44,"High",7
"NC0181038",3000,5.66,43.51,2.48,"High",7.54
"NC0181038",4000,7.33,43.51,3.21,"High",9.75
"NC0181038",5000,9,43.51,3.94,"High",11.96
"NC0181038",6000,10.67,43.51,4.67,"Very High",14.18
"NC0181038",7000,12.34,43.51,5.4,"Very High",16.4
"NC0181038",8000,14.01,43.51,6.13,"Very High",18.6
"NC0181038",9000,15.68,43.51,6.86,"Very High",20.82
"NC0181107",0,5.03,29.88,2.12,"Moderate-High",20
"NC0181107",1000,5.26,29.88,2.23,"Moderate-High",20.92
"NC0181107",10000,7.6,29.88,3.22,"Moderate-High",30.25
"NC0181107",11000,7.9,29.88,3.35,"Moderate-High",31.43
"NC0181107",12000,8.19,29.88,3.47,"Moderate-High",32.61
"NC0181107",13000,8.49,29.88,3.6,"Moderate-High",33.8
"NC0181107",14000,8.79,29.88,3.72,"Moderate-High",34.98
"NC0181107",15000,9.09,29.88,3.85,"Moderate-High",36.17
"NC0181107",16000,9.38,29.88,3.98,"High",37.35
"NC0181107",2000,5.49,29.88,2.32,"Moderate-High",21.84
"NC0181107",3000,5.74,29.88,2.43,"Moderate-High",22.84
"NC0181107",4000,6,29.88,2.54,"Moderate-High",23.9
"NC0181107",5000,6.26,29.88,2.66,"Moderate-High",24.95
"NC0181107",6000,6.54,29.88,2.77,"Moderate-High",26.02
"NC0181107",7000,6.8,29.88,2.88,"Moderate-High",27.08
"NC0181107",8000,7.06,29.88,2.99,"Moderate-High",28.13
"NC0181107",9000,7.33,29.88,3.11,"Moderate-High",29.19
"NC0184010",0,1.81,43.83,0.76,"Moderate-High",4.36
"NC0184010",1000,1.81,43.83,0.76,"Moderate-High",4.36
"NC0184010",10000,6.49,43.83,2.72,"High",15.62
"NC0184010",11000,7.09,43.83,2.97,"High",17.08
"NC0184010",12000,7.69,43.83,3.22,"High",18.53
"NC0184010",13000,8.3,43.83,3.48,"High",19.98
"NC0184010",14000,8.9,43.83,3.73,"High",21.44
"NC0184010",15000,9.51,43.83,3.98,"Very High",22.9
"NC0184010",16000,10.11,43.83,4.24,"Very High",24.35
"NC0184010",2000,1.81,43.83,0.76,"Moderate-High",4.36
"NC0184010",3000,2.26,43.83,0.95,"Moderate-High",5.44
"NC0184010",4000,2.87,43.83,1.2,"Moderate-High",6.9
"NC0184010",5000,3.47,43.83,1.45,"Moderate-High",8.36
"NC0184010",6000,4.07,43.83,1.71,"Moderate-High",9.81
"NC0184010",7000,4.68,43.83,1.96,"High",11.26
"NC0184010",8000,5.28,43.83,2.21,"High",12.71
"NC0184010",9000,5.88,43.83,2.47,"High",14.17
"NC0184015",0,4.98,36.41,1.64,"High",9
"NC0184015",1000,4.98,36.41,1.64,"High",9
"NC0184015",10000,16.53,36.41,5.46,"Very High",29.89
"NC0184015",11000,17.82,36.41,5.89,"Very High",32.21
"NC0184015",12000,19.1,36.41,6.31,"Very High",34.53
"NC0184015",13000,20.39,36.41,6.74,"Very High",36.86
"NC0184015",14000,21.67,36.41,7.16,"Very High",39.17
"NC0184015",15000,22.96,36.41,7.59,"Very High",41.49
"NC0184015",16000,24.24,36.41,8.01,"Very High",43.81
"NC0184015",2000,6.26,36.41,2.07,"High",11.31
"NC0184015",3000,7.55,36.41,2.49,"High",13.63
"NC0184015",4000,8.83,36.41,2.92,"High",15.96
"NC0184015",5000,10.12,36.41,3.34,"Very High",18.28
"NC0184015",6000,11.4,36.41,3.77,"Very High",20.6
"NC0184015",7000,12.68,36.41,4.19,"Very High",22.92
"NC0184015",8000,13.97,36.41,4.62,"Very High",25.24
"NC0184015",9000,15.25,36.41,5.04,"Very High",27.57
"NC0184020",0,2.53,27.03,1.27,"Low-Moderate",8.76
"NC0184020",1000,2.53,27.03,1.27,"Low-Moderate",8.76
"NC0184020",10000,8.59,27.03,4.31,"Moderate-High",29.73
"NC0184020",11000,9.32,27.03,4.67,"High",32.25
"NC0184020",12000,10.04,27.03,5.04,"High",34.76
"NC0184020",13000,10.76,27.03,5.41,"High",37.29
"NC0184020",14000,11.49,27.03,5.77,"High",39.8
"NC0184020",15000,12.21,27.03,6.13,"High",42.32
"NC0184020",16000,12.93,27.03,6.49,"High",44.84
"NC0184020",2000,2.53,27.03,1.27,"Low-Moderate",8.76
"NC0184020",3000,3.28,27.03,1.65,"Low-Moderate",11.34
"NC0184020",4000,4.03,27.03,2.02,"Low-Moderate",13.91
"NC0184020",5000,4.78,27.03,2.4,"Moderate-High",16.5
"NC0184020",6000,5.54,27.03,2.78,"Moderate-High",19.14
"NC0184020",7000,6.3,27.03,3.17,"Moderate-High",21.79
"NC0184020",8000,7.07,27.03,3.55,"Moderate-High",24.44
"NC0184020",9000,7.83,27.03,3.93,"Moderate-High",27.08
"NC0184025",0,2.31,26.79,1.16,"Low-Moderate",7.16
"NC0184025",1000,2.31,26.79,1.16,"Low-Moderate",7.16
"NC0184025",10000,5.05,26.79,2.53,"Moderate-High",15.65
"NC0184025",11000,5.37,26.79,2.69,"Moderate-High",16.65
"NC0184025",12000,5.69,26.79,2.86,"Moderate-High",17.65
"NC0184025",13000,6.01,26.79,3.02,"Moderate-High",18.64
"NC0184025",14000,6.33,26.79,3.18,"Moderate-High",19.64
"NC0184025",15000,6.66,26.79,3.34,"Moderate-High",20.64
"NC0184025",16000,6.98,26.79,3.5,"Moderate-High",21.63
"NC0184025",2000,2.31,26.79,1.16,"Low-Moderate",7.16
"NC0184025",3000,2.65,26.79,1.33,"Low-Moderate",8.22
"NC0184025",4000,2.99,26.79,1.5,"Low-Moderate",9.28
"NC0184025",5000,3.34,26.79,1.67,"Low-Moderate",10.34
"NC0184025",6000,3.68,26.79,1.84,"Low-Moderate",11.4
"NC0184025",7000,4.02,26.79,2.02,"Low-Moderate",12.47
"NC0184025",8000,4.36,26.79,2.19,"Low-Moderate",13.53
"NC0184025",9000,4.71,26.79,2.36,"Moderate-High",14.59
"NC0184035",0,1.91,30.38,0.87,"Low-Moderate",5.54
"NC0184035",1000,2.32,30.38,1.06,"Low-Moderate",6.72
"NC0184035",10000,9.41,30.38,4.28,"High",27.24
"NC0184035",11000,10.23,30.38,4.65,"High",29.63
"NC0184035",12000,11.06,30.38,5.03,"High",32.02
"NC0184035",13000,11.88,30.38,5.41,"High",34.42
"NC0184035",14000,12.71,30.38,5.78,"High",36.81
"NC0184035",15000,13.54,30.38,6.16,"High",39.21
"NC0184035",16000,14.36,30.38,6.53,"High",41.6
"NC0184035",2000,2.79,30.38,1.27,"Low-Moderate",8.09
"NC0184035",3000,3.62,30.38,1.65,"Low-Moderate",10.48
"NC0184035",4000,4.45,30.38,2.02,"Low-Moderate",12.87
"NC0184035",5000,5.27,30.38,2.4,"Moderate-High",15.27
"NC0184035",6000,6.1,30.38,2.78,"Moderate-High",17.66
"NC0184035",7000,6.92,30.38,3.15,"Moderate-High",20.06
"NC0184035",8000,7.75,30.38,3.53,"Moderate-High",22.45
"NC0184035",9000,8.58,30.38,3.9,"Moderate-High",24.84
"NC0187010",0,3.56,43.17,1.49,"Moderate-High",5.93
"NC0187010",1000,4.28,43.17,1.79,"Moderate-High",7.12
"NC0187010",10000,10.72,43.17,4.49,"Very High",17.85
"NC0187010",11000,11.43,43.17,4.79,"Very High",19.04
"NC0187010",12000,12.15,43.17,5.09,"Very High",20.24
"NC0187010",13000,12.87,43.17,5.39,"Very High",21.42
"NC0187010",14000,13.58,43.17,5.69,"Very High",22.62
"NC0187010",15000,14.3,43.17,5.99,"Very High",23.81
"NC0187010",16000,15.01,43.17,6.29,"Very High",25.01
"NC0187010",2000,4.99,43.17,2.09,"High",8.31
"NC0187010",3000,5.71,43.17,2.39,"High",9.51
"NC0187010",4000,6.42,43.17,2.69,"High",10.7
"NC0187010",5000,7.14,43.17,2.99,"High",11.89
"NC0187010",6000,7.85,43.17,3.29,"High",13.08
"NC0187010",7000,8.57,43.17,3.59,"High",14.28
"NC0187010",8000,9.29,43.17,3.89,"Very High",15.46
"NC0187010",9000,10,43.17,4.19,"Very High",16.66
"NC0188010",0,2.52,36.27,1.11,"Moderate-High",5.08
"NC0188010",1000,3.21,36.27,1.42,"Moderate-High",6.48
"NC0188010",10000,15.7,36.27,6.95,"Very High",31.68
"NC0188010",11000,17.09,36.27,7.57,"Very High",34.48
"NC0188010",12000,18.47,36.27,8.18,"Very High",37.28
"NC0188010",13000,19.86,36.27,8.79,"Very High",40.08
"NC0188010",14000,21.25,36.27,9.41,"Very High",42.88
"NC0188010",15000,22.64,36.27,10.02,"Very High",45.68
"NC0188010",16000,24.02,36.27,10.64,"Very High",48.48
"NC0188010",2000,4.6,36.27,2.03,"High",9.28
"NC0188010",3000,5.98,36.27,2.65,"High",12.08
"NC0188010",4000,7.37,36.27,3.26,"High",14.88
"NC0188010",5000,8.76,36.27,3.88,"High",17.68
"NC0188010",6000,10.15,36.27,4.49,"Very High",20.48
"NC0188010",7000,11.53,36.27,5.11,"Very High",23.28
"NC0188010",8000,12.92,36.27,5.72,"Very High",26.08
"NC0188010",9000,14.31,36.27,6.34,"Very High",28.88
"NC0188104",0,1.95,30.04,0.98,"Low-Moderate",8.81
"NC0188104",1000,2.37,30.04,1.19,"Low-Moderate",10.66
"NC0188104",10000,6.07,30.04,3.05,"Moderate-High",27.35
"NC0188104",11000,6.48,30.04,3.26,"Moderate-High",29.2
"NC0188104",12000,6.89,30.04,3.46,"Moderate-High",31.06
"NC0188104",13000,7.3,30.04,3.68,"Moderate-High",32.91
"NC0188104",14000,7.71,30.04,3.88,"Moderate-High",34.76
"NC0188104",15000,8.12,30.04,4.08,"Moderate-High",36.62
"NC0188104",16000,8.53,30.04,4.29,"Moderate-High",38.47
"NC0188104",2000,2.78,30.04,1.4,"Low-Moderate",12.52
"NC0188104",3000,3.19,30.04,1.6,"Low-Moderate",14.37
"NC0188104",4000,3.6,30.04,1.81,"Low-Moderate",16.23
"NC0188104",5000,4.01,30.04,2.02,"Low-Moderate",18.08
"NC0188104",6000,4.42,30.04,2.23,"Low-Moderate",19.93
"NC0188104",7000,4.83,30.04,2.43,"Moderate-High",21.79
"NC0188104",8000,5.24,30.04,2.63,"Moderate-High",23.64
"NC0188104",9000,5.66,30.04,2.85,"Moderate-High",25.5
"NC0188115",0,2.21,39.82,1.01,"Moderate-High",5.98
"NC0188115",1000,2.21,39.82,1.01,"Moderate-High",5.98
"NC0188115",10000,7.11,39.82,3.26,"High",17.88
"NC0188115",11000,7.81,39.82,3.58,"High",19.59
"NC0188115",12000,8.53,39.82,3.91,"High",21.33
"NC0188115",13000,9.24,39.82,4.24,"Very High",23.05
"NC0188115",14000,9.95,39.82,4.56,"Very High",24.77
"NC0188115",15000,10.66,39.82,4.89,"Very High",26.5
