"GEOID","pwsid","totalhh","perArea","medianIncome","income20","HBI","PPI","burden","TRAD"
"420710118051","PA7360058",474,100,66447,24936,10,24.9,"High",3.7
"420710118052","PA7360058",458,99.99,63824,9370,26.5,24.9,"High",3.9
"420710119011","PA7360058",1130,55.51,139722,52982,4.7,11.5,"Low-Moderate",1.8
"420710119012","PA7360058",1075,96.95,136118,53022,4.7,11.5,"Low-Moderate",1.8
"420710119021","PA7360058",639,72.54,121321,66390,3.7,17.1,"Low",2
"420710119022","PA7360058",628,60.56,46375,22967,10.8,17.1,"Moderate-High",5.4
"420710119023","PA7360058",886,26.72,34758,15987,15.6,17.1,"Moderate-High",7.2
"420710119024","PA7360058",1059,100,76649,32520,7.6,17.1,"Low-Moderate",3.2
"420710121021","PA7360058",1147,1.66,80575,47883,5.2,15.8,"Low-Moderate",3.1
"420710121023","PA7360058",545,0.3,59205,31878,8.4,15.8,"Low-Moderate",4.5
"420710131012","PA7360058",781,1.08,74625,29007,8.5,27.7,"Moderate-High",3.3
"420710132021","PA7360058",479,100,75417,26417,9.4,28.9,"High",3.3
"420710132022","PA7360058",778,100,57019,27639,9,28.9,"Moderate-High",4.4
"420710132023","PA7360058",903,99.47,69612,38946,6.4,28.9,"Moderate-High",3.6
"420710132031","PA7360058",314,12.14,46250,34116,7.3,20.6,"Moderate-High",5.4
"420710132032","PA7360058",942,64.28,44861,21406,11.6,20.6,"High",5.5
"420710132033","PA7360058",815,84.78,80964,43922,5.7,20.6,"Moderate-High",3.1
"420710132041","PA7360058",1334,85.48,54583,18748,13.3,33.8,"High",4.6
"420710132042","PA7360058",285,88.54,111827,54991,4.5,33.8,"Low-Moderate",2.2
"420710132043","PA7360058",390,15.27,51217,31898,7.8,33.8,"Moderate-High",4.8
"420710132044","PA7360058",434,1.51,37080,11697,21,33.8,"High",6.6
"420710132045","PA7360058",108,30.32,167419,96883,2.6,33.8,"Low-Moderate",1.5
"420710133011","PA7360058",438,100,95625,47889,5.2,19.6,"Low-Moderate",2.6
"420710133012","PA7360058",870,100,60521,28360,8.8,19.6,"Low-Moderate",4.1
"420710133013","PA7360058",398,99.92,85313,47280,5.3,19.6,"Low-Moderate",2.9
"420710133031","PA7360058",438,100,37667,20722,12,19.4,"Moderate-High",6.6
"420710133032","PA7360058",888,100,83519,38275,6.5,19.4,"Low-Moderate",3
"420710133033","PA7360058",665,40.79,89538,46827,5.3,19.4,"Low-Moderate",2.8
"420710133041","PA7360058",474,89.47,67708,25272,9.8,9.7,"Moderate-High",3.7
"420710133042","PA7360058",1083,100,79448,34286,7.2,9.7,"Low-Moderate",3.1
"420710133043","PA7360058",800,70.37,102167,40574,6.1,9.7,"Low-Moderate",2.4
"420710133044","PA7360058",746,100,114257,62248,4,9.7,"Low",2.2
"420710134001","PA7360058",591,100,43550,26954,9.2,24.3,"High",5.7
"420710134002","PA7360058",445,100,88924,38697,6.4,24.3,"Moderate-High",2.8
"420710135011","PA7360058",1291,100,55388,28518,8.7,35.4,"High",4.5
"420710135012","PA7360058",718,100,70188,26314,9.4,35.4,"Very High",3.5
"420710135013","PA7360058",1460,88.74,47750,31216,8,35.4,"High",5.2
"420710135014","PA7360058",551,58.78,66350,43907,5.7,35.4,"High",3.8
"420710135021","PA7360058",509,100,49034,16358,15.2,26.4,"High",5.1
"420710135022","PA7360058",213,100,71250,24420,10.2,26.4,"High",3.5
"420710135023","PA7360058",735,100,58906,39020,6.4,26.4,"Moderate-High",4.2
"420710135024","PA7360058",639,100,56250,22825,10.9,26.4,"High",4.4
"420710135031","PA7360058",449,98.85,119236,67857,3.7,9.6,"Low",2.1
"420710135032","PA7360058",584,100,105625,62488,4,9.6,"Low",2.4
"420710136011","PA7360058",416,100,79737,30136,8.2,20.6,"Moderate-High",3.1
"420710136012","PA7360058",324,75.81,82500,42155,5.9,20.6,"Moderate-High",3
"420710136021","PA7360058",1147,94.44,57346,23781,10.4,40,"Very High",4.3
"420710136022","PA7360058",276,57.08,42596,30824,8.1,40,"High",5.8
"420710136023","PA7360058",910,82.33,31765,16015,15.5,40,"Very High",7.8
"420710137011","PA7360058",402,100,66121,33743,7.4,31.4,"Moderate-High",3.8
"420710137012","PA7360058",604,99.95,51167,19419,12.8,31.4,"High",4.9
"420710137013","PA7360058",1029,100,51125,27978,8.9,31.4,"Moderate-High",4.9
"420710137021","PA7360058",1301,25.89,59495,25886,9.6,26.9,"High",4.2
"420710137022","PA7360058",584,32.95,91078,46633,5.3,26.9,"Moderate-High",2.7
"420710137023","PA7360058",520,0.14,86806,45681,5,26.9,"Moderate-High",2.6
"420710138001","PA7360058",494,0.76,96324,44932,5.4,16,"Low-Moderate",2.5
"420710139011","PA7360058",326,12.56,70341,35634,7,15.9,"Low-Moderate",3.5
"420710139012","PA7360058",730,18.79,80906,54813,4.5,15.9,"Low",3.1
"420710139013","PA7360058",430,1.77,94167,48752,5.2,15.9,"Low-Moderate",2.7
"420710139021","PA7360058",814,0.25,64886,23129,9.8,19.7,"Moderate-High",3.5
"420710147001","PA7360058",562,100,48667,16590,15,55.7,"Very High",5.1
"420710147002","PA7360058",365,100,29279,12963,19.2,55.7,"Very High",8.5
"420710147003","PA7360058",458,100,55179,28204,8.8,55.7,"High",4.5
"420171019002","PA1460034",1242,0.71,100500,53516,3,8,"Low",1.6
"420171020021","PA1460034",491,3.72,125972,64906,2.5,5.4,"Low",1.3
"420171020022","PA1460034",404,12.78,126071,68475,2.4,5.4,"Low",1.3
"420171020031","PA1460034",674,77.09,103611,53612,3.1,12.2,"Low",1.6
"420171020032","PA1460034",859,4.34,104135,49146,3.3,12.2,"Low",1.6
"420171021041","PA1460034",647,34.81,106318,64284,2.6,16.1,"Low",1.6
"420171021042","PA1460034",858,26.24,63176,28447,5.8,16.1,"Low-Moderate",2.6
"420171024011","PA1460034",963,0.29,76235,41489,4.1,18,"Low",2.2
"420171024021","PA1460034",522,0.1,112744,54352,4.5,15.9,"Low",2.2
"420171025001","PA1460034",360,99.55,72315,23126,7.1,23.8,"Moderate-High",2.3
"420171025002","PA1460034",682,98.05,70510,47273,3.5,23.8,"Low-Moderate",2.3
"420171025003","PA1460034",622,99.39,61827,29628,5.6,23.8,"Moderate-High",2.7
"420171027001","PA1460034",749,1.41,91563,31903,5.1,11.8,"Low-Moderate",1.8
"420171027003","PA1460034",417,4.76,64592,18403,9,11.8,"Low-Moderate",2.6
"420171048001","PA1460034",477,11.11,106375,36403,4.5,8.2,"Low",1.6
"420171048002","PA1460034",483,33.04,89821,42597,3.9,8.2,"Low",1.8
"420912007031","PA1460034",782,97.55,69750,25098,6.6,21.2,"Moderate-High",2.4
"420912007032","PA1460034",850,100,110395,48771,3.4,21.2,"Low-Moderate",1.5
"420912007041","PA1460034",394,93.2,87188,43807,3.8,15.4,"Low",1.9
"420912007042","PA1460034",365,100,102750,37924,4.3,15.4,"Low",1.6
"420912007043","PA1460034",564,100,100833,37569,4.4,15.4,"Low",1.6
"420912007071","PA1460034",1083,100,61250,20290,8.1,20.7,"Moderate-High",2.7
"420912007072","PA1460034",670,96.37,84848,31629,5.2,20.7,"Moderate-High",1.9
"420912007081","PA1460034",843,100,83625,44523,3.7,12.9,"Low",2
"420912007082","PA1460034",886,100,111974,55296,3,12.9,"Low",1.5
"420912007083","PA1460034",413,100,69417,50148,3.3,12.9,"Low",2.4
"420912008001","PA1460034",511,100,54688,31406,5.2,24.8,"Moderate-High",3
"420912008002","PA1460034",768,100,64559,28538,5.8,24.8,"Moderate-High",2.5
"420912009011","PA1460034",593,100,74513,34602,4.8,16.4,"Low-Moderate",2.2
"420912009012","PA1460034",545,99.22,47734,23796,6.9,16.4,"Low-Moderate",3.5
"420912009013","PA1460034",438,96.78,102500,62018,2.7,16.4,"Low",1.6
"420912009021","PA1460034",517,100,58651,34024,4.8,20,"Low-Moderate",2.8
"420912009031","PA1460034",625,96.38,63464,32409,5.1,25.9,"Moderate-High",2.6
"420912009032","PA1460034",578,100,66161,29543,5.6,25.9,"Moderate-High",2.5
"420912009033","PA1460034",601,100,54365,31782,5.2,25.9,"Moderate-High",3
"420912009061","PA1460034",768,93.64,67100,26031,6.3,22.9,"Moderate-High",2.5
"420912009071","PA1460034",297,100,69861,45495,3.6,11.5,"Low",2.4
"420912009072","PA1460034",351,100,110250,56045,2.9,11.5,"Low",1.5
"420912009073","PA1460034",331,100,79375,30822,5.3,11.5,"Low-Moderate",2.1
"420912009081","PA1460034",449,100,68359,35432,4.7,22.3,"Moderate-High",2.4
"420912009082","PA1460034",452,100,67857,29903,5.5,22.3,"Moderate-High",2.4
"420912010031","PA1460034",242,3.55,96471,68011,2.4,11.6,"Low",1.7
"420912010033","PA1460034",1335,0.34,77745,26544,5.9,11.6,"Low-Moderate",2
"420912010041","PA1460034",1066,0.12,108167,64426,2.3,10.5,"Low",1.3
"420912010042","PA1460034",1139,35.71,72539,37020,4.4,10.5,"Low",2.3
"420912033023","PA1460034",879,0.76,95462,56390,2.9,5.9,"Low",1.7
"420912063001","PA1460034",454,0.24,76875,39070,4.4,4.4,"Low",2.2
"420912065011","PA1460034",1408,0.8,127115,70890,2.3,5.4,"Low",1.3
"420912065021","PA1460034",940,3.61,93372,42997,3.8,7.2,"Low",1.8
"420912067021","PA1460034",0,2.9,NA,NA,NA,NA,"unknown",NA
"420912067031","PA1460034",1516,98.33,111063,48254,3.4,5.3,"Low",1.5
"420912067041","PA1460034",1704,98.91,143485,77794,2.1,5.8,"Low",1.1
"420912067042","PA1460034",791,98.69,131688,75682,2.2,5.8,"Low",1.2
"420912068011","PA1460034",1486,87.37,127750,44668,3.7,10.7,"Low",1.3
"420912068012","PA1460034",1211,99.84,162750,52679,3.1,10.7,"Low",1
"420912068021","PA1460034",1077,14.31,111726,48234,3.4,10.5,"Low",1.5
"420912069011","PA1460034",288,97.41,76750,37955,4.3,20.7,"Low-Moderate",2.1
"420912069012","PA1460034",806,100,35625,17751,9.3,20.7,"High",4.6
"420912069013","PA1460034",808,99.08,114783,61045,2.7,20.7,"Low-Moderate",1.4
"420912069041","PA1460034",550,100,163500,56153,2.9,9.9,"Low",1
"420912069042","PA1460034",853,100,88854,59294,2.8,9.9,"Low",1.9
"420912069043","PA1460034",1350,100,51310,23816,6.9,9.9,"Low-Moderate",3.2
"420912069051","PA1460034",673,100,126118,74636,2.2,10.9,"Low",1.3
"420912069052","PA1460034",1085,100,81994,38128,4.3,10.9,"Low",2
"420912069061","PA1460034",502,99.89,109054,72331,2.3,9.8,"Low",1.5
"420912069062","PA1460034",727,99.13,80969,27672,6,9.8,"Low-Moderate",2
"420912070011","PA1460034",804,100,122866,45835,3.6,8.2,"Low",1.3
"420912070012","PA1460034",704,100,97353,44567,3.7,8.2,"Low",1.7
"420912070013","PA1460034",1359,99.79,166960,82813,2,8.2,"Low",1
"420912070031","PA1460034",887,100,100179,38879,4.2,6.8,"Low",1.6
"420912070032","PA1460034",318,97.7,124375,68675,2.4,6.8,"Low",1.3
"420912070041","PA1460034",703,100,95855,33779,4.9,18.5,"Low-Moderate",1.7
"420912070042","PA1460034",495,99.6,66607,33667,4.9,18.5,"Low-Moderate",2.5
"420912070043","PA1460034",530,100,77292,33849,4.9,18.5,"Low-Moderate",2.1
"420912071011","PA1460034",1133,100,105268,68555,2.4,5.9,"Low",1.6
"420912071012","PA1460034",1000,99.63,98047,39265,4.2,5.9,"Low",1.7
"420912071031","PA1460034",786,95.59,99375,56848,2.9,8.6,"Low",1.7
"420912071032","PA1460034",702,99.93,97813,63444,2.6,8.6,"Low",1.7
"420912071041","PA1460034",1052,100,58026,20198,8.2,18.4,"Low-Moderate",2.8
"420912071042","PA1460034",229,100,73375,36374,4.5,18.4,"Low",2.2
"420912072011","PA1460034",310,100,96000,48905,3.4,22.1,"Low-Moderate",1.7
"420912072012","PA1460034",268,100,60714,29850,5.5,22.1,"Moderate-High",2.7
"420912072013","PA1460034",400,100,72065,33610,4.9,22.1,"Moderate-High",2.3
"420912072021","PA1460034",365,100,46033,19750,8.3,19.6,"Low-Moderate",3.6
"420912072022","PA1460034",351,99.89,66970,36044,4.6,19.6,"Low",2.5
"420912072023","PA1460034",510,99.32,71042,36146,4.6,19.6,"Low",2.3
"420912072024","PA1460034",495,98.28,66047,40422,4.1,19.6,"Low",2.5
"420912073002","PA1460034",461,4.75,82455,55513,3,24.9,"Low-Moderate",2
"420912073003","PA1460034",225,1.77,53304,17370,9.8,24.9,"High",3.2
"420912074001","PA1460034",1096,0.89,103000,49151,3.4,9.4,"Low",1.6
"420912075002","PA1460034",864,0.61,102759,34747,4.7,10.5,"Low-Moderate",1.6
"420912107001","PA1460034",1124,1.69,126667,66095,2.5,5.3,"Low",1.3
"420912107002","PA1460034",842,0.42,127411,67977,2.4,5.3,"Low",1.3
"420171018021","PA1460048",877,0.35,186964,83028,2.2,7.4,"Low",1
"420171018022","PA1460048",1138,0.77,150833,78030,2.3,7.4,"Low",1.2
"420171019001","PA1460048",463,0.37,98750,43192,4.2,8,"Low",1.8
"420171019002","PA1460048",1242,0.75,100500,53640,3.3,8,"Low",1.8
"420171020032","PA1460048",859,87.39,104135,49057,3.6,12.2,"Low",1.7
"420171020041","PA1460048",872,97.2,71750,32940,5.4,12.4,"Low-Moderate",2.5
"420171020042","PA1460048",332,24.39,111163,39494,4.5,12.4,"Low",1.6
"420171020043","PA1460048",521,61.96,149844,74746,2.4,12.4,"Low",1.2
"420912005052","PA1460048",938,1.34,80694,41580,4.2,9.3,"Low",2.2
"420912005053","PA1460048",924,0.5,218250,77432,2.3,9.3,"Low",0.8
"420912006021","PA1460048",1394,100,98548,48120,3.7,9,"Low",1.8
"420912006022","PA1460048",695,100,82465,43617,4.1,9,"Low",2.1
"420912006023","PA1460048",466,99.95,158333,90583,2,9,"Low",1.1
"420912006024","PA1460048",569,100,135679,89688,2,9,"Low",1.3
"420912006031","PA1460048",585,100,109625,60582,2.9,8.3,"Low",1.6
"420912006032","PA1460048",684,100,135250,67421,2.6,8.3,"Low",1.3
"420912006051","PA1460048",1011,53.59,36125,22590,7.8,13.2,"Low-Moderate",4.9
"420912006052","PA1460048",929,99.91,150938,44333,4,13.2,"Low",1.2
"420912006053","PA1460048",689,98.96,198750,102032,1.7,13.2,"Low",0.9
"420912006061","PA1460048",1032,100,84808,41956,4.2,9.5,"Low",2.1
"420912006062","PA1460048",199,100,88563,67053,2.6,9.5,"Low",2
"420912006071","PA1460048",705,100,149063,79443,2.2,8.5,"Low",1.2
"420912006072","PA1460048",895,99.7,128299,39635,4.5,8.5,"Low",1.4
"420912007031","PA1460048",782,2.45,69750,25028,7.1,21.2,"Moderate-High",2.5
"420912007041","PA1460048",394,6.8,87188,43552,4,15.4,"Low",2
"420912009012","PA1460048",545,0.78,47734,23490,7.6,16.4,"Low-Moderate",3.7
"420912009013","PA1460048",438,3.22,102500,62867,2.8,16.4,"Low",1.7
"420912009031","PA1460048",625,3.57,63464,32441,5.5,25.9,"Moderate-High",2.8
"420912009061","PA1460048",768,6.36,67100,26520,6.7,22.9,"Moderate-High",2.6
"420912010031","PA1460048",242,80.85,96471,67946,2.6,11.6,"Low",1.8
"420912010032","PA1460048",499,100,116875,64845,2.7,11.6,"Low",1.5
"420912010033","PA1460048",1335,99.66,77745,28042,6.3,11.6,"Low-Moderate",2.3
"420912010041","PA1460048",1066,99.88,108167,65441,2.7,10.5,"Low",1.6
"420912010042","PA1460048",1139,64.29,72539,37299,4.8,10.5,"Low-Moderate",2.4
"420912010051","PA1460048",793,100,131023,73284,2.4,3.1,"Low",1.4
"420912010052","PA1460048",378,100,138462,75528,2.4,3.1,"Low",1.3
"420912010061","PA1460048",904,99.69,126429,63738,2.8,5.7,"Low",1.4
"420912011001","PA1460048",226,100,53462,13698,12.9,18.8,"Moderate-High",3.3
"420912011002","PA1460048",669,100,93464,42130,4.2,18.8,"Low",1.9
"420912011003","PA1460048",404,100,106912,52768,3.4,18.8,"Low",1.7
"420912012011","PA1460048",992,100,85100,42188,4.2,12.2,"Low",2.1
"420912012012","PA1460048",806,99.97,113750,45913,3.9,12.2,"Low",1.6
"420912012013","PA1460048",586,100,174375,40328,4.4,12.2,"Low",1
"420912012031","PA1460048",714,98.82,148750,48122,3.7,5.9,"Low",1.2
"420912012032","PA1460048",518,35.11,83750,27169,6.5,5.9,"Low-Moderate",2.1
"420912012041","PA1460048",570,69.09,74022,44291,4,10.7,"Low",2.4
"420912012042","PA1460048",333,69.7,84375,52230,3.4,10.7,"Low",2.1
"420912014041","PA1460048",336,41.75,102037,63531,2.8,13.4,"Low",1.7
"420912014042","PA1460048",1073,79.27,94464,32849,5.4,13.4,"Low-Moderate",1.9
"420912014043","PA1460048",628,75.04,137778,54088,3.3,13.4,"Low",1.3
"420912014062","PA1460048",1007,1.01,127880,56947,3.1,6.8,"Low",1.4
"420912014081","PA1460048",594,80.11,168056,72498,2.5,1.7,"Low",1.1
"420912014091","PA1460048",1047,99.18,174821,87493,2,4.5,"Low",1
"420912014092","PA1460048",429,93.83,150625,101963,1.7,4.5,"Low",1.2
"420912014101","PA1460048",991,2.5,111219,48845,3.6,12.8,"Low",1.6
"420912014112","PA1460048",649,28.93,109732,39075,4.5,16.7,"Low",1.6
"420912030001","PA1460048",493,0.12,89028,38794,3.8,9.8,"Low",1.7
"420912032041","PA1460048",188,30.64,127672,73100,2.4,8.8,"Low",1.4
"420912032043","PA1460048",1203,21.61,185515,70488,2.5,8.8,"Low",1
"420912032044","PA1460048",881,47.5,133102,36127,4.9,8.8,"Low-Moderate",1.3
"420912032053","PA1460048",333,86.51,146750,53675,3.3,10.4,"Low",1.2
"420912032071","PA1460048",410,100,138889,66423,2.7,3.2,"Low",1.3
"420912032072","PA1460048",491,29.11,171953,87271,2,3.2,"Low",1
"420912032073","PA1460048",207,100,133819,104802,1.7,3.2,"Low",1.3
"420912032081","PA1460048",320,58.02,202583,86595,2,4.6,"Low",0.9
"420912032082","PA1460048",918,2.14,109211,52885,3.4,4.6,"Low",1.6
"420912068011","PA1460048",1486,0.36,127750,44838,4.1,10.7,"Low",1.4
"420912069011","PA1460048",288,2.59,76750,38407,4.5,20.7,"Low-Moderate",2.3
"420912069013","PA1460048",808,0.92,114783,60674,2.9,20.7,"Low-Moderate",1.5
"420912069061","PA1460048",502,0.11,109054,70549,1.9,9.8,"Low",1.2
"420912069062","PA1460048",727,0.87,80969,26398,6.5,9.8,"Low-Moderate",2.1
"420270112011","PA4140096",753,5.5,41604,21618,7.7,20.1,"Moderate-High",4
"420270112012","PA4140096",1358,6.49,81313,36442,4.6,20.1,"Low-Moderate",2
"420270113001","PA4140096",184,100,53103,20792,8,49.5,"High",3.1
"420270113002","PA4140096",566,100,53269,29997,5.5,49.5,"High",3.1
"420270113003","PA4140096",766,29.12,79297,55647,3,49.5,"Moderate-High",2.1
"420270113004","PA4140096",1221,100,51914,24202,6.9,49.5,"High",3.2
"420270113005","PA4140096",773,100,12235,3731,44.6,49.5,"Very High",13.6
"420270114001","PA4140096",1249,100,78274,39902,4.2,15,"Low",2.1
"420270114002","PA4140096",1067,66.75,118042,64362,2.6,15,"Low",1.4
"420270114003","PA4140096",468,100,71176,33378,5,15,"Low-Moderate",2.3
"420270115011","PA4140096",1397,98.42,71351,26901,6.2,24.4,"Moderate-High",2.3
"420270115021","PA4140096",968,75.73,29917,7403,22.5,47.9,"Very High",5.6
"420270115022","PA4140096",592,100,110854,67855,2.5,47.9,"Moderate-High",1.5
"420270115023","PA4140096",1142,74.74,51293,21714,7.7,47.9,"High",3.2
"420270115024","PA4140096",781,100,31673,7330,22.7,47.9,"Very High",5.2
"420270116001","PA4140096",340,0.84,84318,47499,3.5,17.1,"Low",2
"420270117021","PA4140096",602,1.76,69884,30359,5.6,10.8,"Low-Moderate",2.4
"420270117022","PA4140096",632,15.68,97083,48406,3.5,10.8,"Low",1.7
"420270117023","PA4140096",1031,94.39,99271,43118,3.9,10.8,"Low",1.7
"420270118001","PA4140096",999,99.99,100551,43664,3.8,10.7,"Low",1.6
"420270118002","PA4140096",484,57.55,105147,58870,2.8,10.7,"Low",1.6
"420270118003","PA4140096",867,14.31,104958,49799,3.3,10.7,"Low",1.6
"420270119011","PA4140096",945,13.82,112356,58386,2.9,8.2,"Low",1.5
"420270119021","PA4140096",689,28.33,78984,40609,4.1,10,"Low",2.1
"420270119022","PA4140096",1895,11.78,126680,63741,2.6,10,"Low",1.3
"420270119023","PA4140096",333,2.17,95724,65162,2.6,10,"Low",1.8
"420270120001","PA4140096",729,85.35,29750,6979,23.8,65.6,"Very High",5.6
"420270120002","PA4140096",430,100,17986,6764,24.6,65.6,"Very High",9.2
"420270120003","PA4140096",314,100,14659,7122,23.4,65.6,"Very High",11.3
"420270120004","PA4140096",79,100,11509,7401,22.5,65.6,"Very High",14.4
"420270120005","PA4140096",348,100,23029,5231,31.8,65.6,"Very High",7.2
"420270121001","PA4140096",0,27.19,NA,NA,NA,2.2,"unknown",NA
"420270121002","PA4140096",0,39.78,NA,NA,NA,2.2,"unknown",NA
"420270121004","PA4140096",28,0.15,12408,11172,NA,2.2,"unknown",NA
"420270122003","PA4140096",117,13.46,26509,12004,NA,7.3,"unknown",NA
"420270123001","PA4140096",419,59.93,89911,29698,5.6,15.6,"Low-Moderate",1.9
"420270123002","PA4140096",502,79.03,117593,48353,3.4,15.6,"Low",1.4
"420270124001","PA4140096",800,100,23056,8151,20.4,71.4,"Very High",7.2
"420270124002","PA4140096",521,99.39,49531,25034,6.6,71.4,"High",3.4
"420270124003","PA4140096",701,100,15993,6570,25.3,71.4,"Very High",10.4
"420270125001","PA4140096",928,100,10676,4399,37.8,90.1,"Very High",15.6
"420270125002","PA4140096",737,100,15967,5946,28,90.1,"Very High",10.4
"420270126001","PA4140096",776,100,19549,6553,25.4,75.7,"Very High",8.5
"420270126002","PA4140096",632,100,22330,11182,14.9,75.7,"Very High",7.4
"420270127001","PA4140096",317,99.81,89830,63448,2.6,16.4,"Low",1.9
"420270127002","PA4140096",612,100,73026,21804,7.6,16.4,"Low-Moderate",2.3
"420270127003","PA4140096",685,100,74861,29134,5.7,16.4,"Low-Moderate",2.2
"420270128001","PA4140096",512,100,151029,67588,2.5,40.1,"Moderate-High",1.1
"420270128002","PA4140096",1099,100,42946,23291,7.1,40.1,"High",3.9
"420270128003","PA4140096",1170,100,45867,16214,10.3,40.1,"Very High",3.6
"420270116001","PA4140082",340,26.69,84318,47835,3.3,17.1,"Low",1.9
"420270116002","PA4140082",1139,97.87,75417,35878,4.4,17.1,"Low",2.1
"420270117021","PA4140082",602,69.03,69884,30157,5.3,10.8,"Low-Moderate",2.3
"420270117022","PA4140082",632,84.25,97083,48360,3.3,10.8,"Low",1.6
"420270117023","PA4140082",1031,5.61,99271,42595,3.7,10.8,"Low",1.6
"420270127001","PA4140082",317,0.19,89830,63825,3.3,16.4,"Low",2.4
"420410101001","PA7220049",1352,0.29,45522,23520,11.8,32,"High",6.1
"420410103001","PA7220049",543,0.22,54757,30393,8.4,20.4,"Moderate-High",4.7
"420410103002","PA7220049",877,0.29,81977,47030,5.9,20.4,"Moderate-High",3.4
"420410103003","PA7220049",642,2.55,39926,31539,9.3,20.4,"High",7.4
"420430201001","PA7220049",549,99.48,46023,20100,14.4,31.7,"High",6.3
"420430201002","PA7220049",633,99.59,51875,23708,12.2,31.7,"High",5.6
"420430201003","PA7220049",922,99.03,30612,11556,25.1,31.7,"High",9.5
"420430203001","PA7220049",604,100,29632,15037,19.3,59.8,"Very High",9.8
"420430203002","PA7220049",520,100,26111,12731,22.8,59.8,"Very High",11.1
"420430204001","PA7220049",455,100,44044,23890,12.1,34.8,"High",6.6
"420430204002","PA7220049",582,100,43224,16992,17,34.8,"High",6.7
"420430205001","PA7220049",226,100,51968,41462,7,23.6,"Moderate-High",5.6
"420430205002","PA7220049",431,100,56875,22120,13.1,23.6,"High",5.1
"420430205003","PA7220049",819,98.27,64511,29888,9.7,23.6,"High",4.5
"420430206001","PA7220049",463,100,39688,11641,24.9,43.8,"Very High",7.3
"420430207001","PA7220049",360,100,31667,16959,17.1,56.5,"Very High",9.2
"420430207002","PA7220049",537,100,24531,8110,35.7,56.5,"Very High",11.8
"420430208001","PA7220049",370,100,38813,20070,14.4,39.1,"Very High",7.5
"420430208002","PA7220049",501,97.89,45568,29455,9.8,39.1,"Very High",6.4
"420430208003","PA7220049",254,100,35681,27945,10.4,39.1,"Very High",8.1
"420430209001","PA7220049",442,100,65682,36881,7.8,27.2,"Moderate-High",4.4
"420430209002","PA7220049",239,100,25606,20885,13.9,27.2,"High",11.3
"420430209003","PA7220049",291,100,29514,9321,31.1,27.2,"High",9.8
"420430209004","PA7220049",558,96.87,58929,35396,8.2,27.2,"Moderate-High",4.9
"420430211001","PA7220049",189,100,58365,35049,8.3,57.2,"High",5
"420430211002","PA7220049",681,93.78,27274,11455,25.3,57.2,"Very High",10.6
"420430211003","PA7220049",333,100,37566,8450,34.3,57.2,"Very High",7.7
"420430212001","PA7220049",384,100,39375,12781,22.7,55.6,"Very High",7.4
"420430212002","PA7220049",505,100,33894,12444,23.3,55.6,"Very High",8.6
"420430213001","PA7220049",412,100,28088,11065,26.2,67.3,"Very High",10.3
"420430213002","PA7220049",400,100,39932,18159,15.9,67.3,"Very High",7.2
"420430213003","PA7220049",438,100,41087,18215,15.9,67.3,"Very High",7
"420430213004","PA7220049",232,100,14586,7294,39.7,67.3,"Very High",19.9
"420430213005","PA7220049",303,100,47542,16245,17.8,67.3,"Very High",6.1
"420430214001","PA7220049",541,96.58,33792,13138,22.1,65.3,"Very High",8.6
"420430214002","PA7220049",352,100,35682,21073,13.8,65.3,"Very High",8.1
"420430214003","PA7220049",566,100,19076,5707,50.8,65.3,"Very High",15.2
"420430214004","PA7220049",451,100,9798,3338,86.8,65.3,"Very High",29.6
"420430215001","PA7220049",693,100,35547,25245,11.5,59.4,"Very High",8.2
"420430215002","PA7220049",458,100,30441,18954,15.3,59.4,"Very High",9.5
"420430215003","PA7220049",233,100,48819,31753,9.1,59.4,"High",5.9
"420430216001","PA7220049",210,100,36111,11670,24.8,57.4,"Very High",8
"420430216002","PA7220049",273,100,45560,21140,13.7,57.4,"Very High",6.4
"420430216003","PA7220049",561,100,38795,12974,22.3,57.4,"Very High",7.5
"420430217001","PA7220049",675,100,41776,17476,16.6,42.4,"Very High",6.9
"420430217002","PA7220049",547,99.98,42107,30633,9.5,42.4,"Very High",6.9
"420430217003","PA7220049",844,100,50948,31265,9.3,42.4,"Very High",5.7
"420430217004","PA7220049",506,100,56111,22926,12.6,42.4,"Very High",5.2
"420430218001","PA7220049",240,1.69,76000,30795,9.3,23.9,"High",3.8
"420430218002","PA7220049",667,2.97,56645,36196,7.9,23.9,"Moderate-High",5
"420430219031","PA7220049",503,31.74,65733,42217,6.8,37.1,"High",4.4
"420430219041","PA7220049",407,2.48,98179,50825,5.7,22,"Moderate-High",2.9
"420430219043","PA7220049",295,0.69,146146,88603,3.2,22,"Low-Moderate",1.9
"420430220001","PA7220049",391,88.88,60529,14566,19.9,35.9,"Very High",4.8
"420430220002","PA7220049",485,100,52250,21852,13.3,35.9,"Very High",5.5
"420430220003","PA7220049",781,91.77,59784,32416,8.9,35.9,"High",4.8
"420430220004","PA7220049",495,67.14,61131,14040,20.6,35.9,"Very High",4.7
"420430221001","PA7220049",510,97.72,77670,41299,7,21.3,"Moderate-High",3.7
"420430221002","PA7220049",684,31.98,48563,19294,15,21.3,"High",6
"420430221003","PA7220049",434,83.15,51607,27067,10.7,21.3,"High",5.6
"420430221004","PA7220049",229,100,79861,44637,6.5,21.3,"Moderate-High",3.6
"420430222001","PA7220049",333,32.07,23490,11676,24.9,44,"Very High",12.3
"420430222002","PA7220049",540,78.66,53750,33773,8.6,44,"High",5.4
